timestamp,cpu_usage,memory_usage,heap_mb,heap_growth_bps,proc_cpu_pct,rest_rtt_ms,label
2026-03-07 15:12:47,0.0,62.9,187.4,0,38.8,205.5,0
2026-03-07 15:12:51,54.9,37.6,116.0,-19419264,38.7,59.2,0
2026-03-07 15:12:54,55.1,39.2,120.9,1276608,38.2,16.8,0
2026-03-07 15:12:58,55.6,40.2,123.8,872277,37.9,21.8,0
2026-03-07 15:13:02,52.1,41.6,128.1,1040302,37.4,16.6,0
2026-03-07 15:13:05,59.6,42.8,132.1,1238664,37.2,30.8,0
2026-03-07 15:13:09,53.3,44.3,136.5,1084126,36.8,27.9,0
2026-03-07 15:13:14,54.0,45.7,140.8,1011993,36.4,29.1,0
2026-03-07 15:13:17,50.7,47.0,144.8,1231327,36.1,38.6,0
2026-03-07 15:13:20,53.7,48.0,148.1,1107448,35.8,39.2,0
2026-03-07 15:13:23,58.8,49.0,151.2,824723,35.5,38.3,0
2026-03-07 15:13:27,54.8,50.4,155.2,1062125,35.3,25.1,0
2026-03-07 15:13:31,55.1,51.5,158.6,1015026,35.1,31.6,0
2026-03-07 15:13:35,57.5,52.8,162.9,1073049,34.8,23.4,0
2026-03-07 15:13:38,70.3,54.1,166.8,1073354,34.9,19.7,0
2026-03-07 15:13:42,60.1,55.0,169.5,839087,34.8,23.4,0
2026-03-07 15:13:46,40.9,56.5,174.3,1070502,34.5,20.6,0
2026-03-07 15:13:48,25.3,56.6,174.5,106248,34.1,25.8,0
2026-03-07 15:13:51,30.3,56.7,174.7,74195,33.8,18.3,0
2026-03-07 15:13:53,32.9,56.8,175.1,164569,33.4,15.8,0
2026-03-07 15:13:56,26.7,46.9,136.1,-16070167,33.3,13.1,0
2026-03-07 15:13:58,25.9,54.3,157.6,9425570,33.0,15.0,0
2026-03-07 15:14:00,39.5,61.8,187.5,12581133,33.0,30.0,0
2026-03-07 15:14:03,32.6,69.0,209.5,8836215,32.9,19.5,1
2026-03-07 15:14:05,73.8,46.1,220.1,4143818,34.0,1032.5,1
2026-03-07 15:14:10,59.3,65.8,314.4,18358349,34.4,15.0,1
2026-03-07 15:14:15,68.0,75.4,360.3,11061967,34.9,18.4,1
2026-03-07 15:14:17,45.3,70.2,335.2,-9218669,35.4,16.3,1
2026-03-07 15:14:20,41.9,74.6,356.4,8599569,35.6,12.2,2
2026-03-07 15:14:22,27.3,81.1,387.5,11270768,36.4,32.6,2
2026-03-07 15:14:25,34.5,0.0,0.0,-145573336,38.0,1500.0,3
2026-03-07 15:14:29,26.2,0.0,0.0,0,0.0,0.0,3
2026-03-07 15:14:31,26.4,0.0,0.0,0,0.0,0.0,3
2026-03-07 15:14:33,28.7,0.0,0.0,0,0.0,0.0,3
2026-03-07 15:14:35,23.1,0.0,0.0,0,0.0,0.0,3
2026-03-07 15:14:38,51.9,0.0,0.0,0,0.0,0.0,3
2026-03-07 15:14:41,53.4,0.0,0.0,0,0.0,0.0,3
2026-03-07 15:16:51,0.0,59.1,195.0,0,67.1,96.0,0
2026-03-07 15:16:54,54.5,63.3,208.8,3977031,65.0,25.9,0
2026-03-07 15:16:57,50.3,34.5,128.3,-23157743,63.0,22.6,0
2026-03-07 15:17:01,55.9,38.4,142.6,3714228,60.9,18.3,0
2026-03-07 15:17:05,51.2,41.7,154.9,3408004,59.3,16.3,0
2026-03-07 15:17:08,52.4,44.0,163.5,2671237,57.6,17.5,0
2026-03-07 15:17:12,45.1,46.9,174.4,3091447,55.9,25.7,0
2026-03-07 15:17:15,43.4,49.1,182.4,2666607,54.7,16.8,0
2026-03-07 15:17:18,46.0,51.4,191.1,2374302,53.0,30.0,0
2026-03-07 15:17:23,50.9,55.2,205.0,3294457,51.7,18.1,0
2026-03-07 15:17:26,46.3,38.0,125.1,-25265585,50.7,15.1,0
2026-03-07 15:17:29,47.9,40.8,134.0,2934204,49.7,26.3,0
2026-03-07 15:17:32,51.7,43.5,143.0,2981263,48.8,15.8,0
2026-03-07 15:17:35,44.1,46.4,152.5,3306578,48.0,21.3,0
2026-03-07 15:17:38,48.7,48.8,160.3,2642593,47.2,16.1,0
2026-03-07 15:17:41,52.3,55.2,181.4,6939163,46.5,40.3,0
2026-03-07 15:17:44,51.8,45.0,163.9,-5859200,46.2,23.3,0
2026-03-07 15:17:47,50.8,56.6,205.9,13311553,45.9,12.1,0
2026-03-07 15:17:50,57.7,62.6,227.5,6957621,45.8,18.3,0
2026-03-07 15:17:53,60.2,74.5,270.9,12984502,46.0,26.1,1
2026-03-07 15:17:58,51.2,61.0,286.8,3317758,47.7,64.2,1
