(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
   22 | 2026-03-07 15:28:14 |   c3 |   69.8 |   54.9 |   156.0 |  1543883 |   18.6 |    11.9
   23 | 2026-03-07 15:28:15 |   c1 |   58.0 |    0.0 |       - |        0 |    0.0 |     0.0
   23 | 2026-03-07 15:28:15 |   c2 |   55.2 |   60.1 |   176.5 | -21645609 |   22.0 |    21.0
   23 | 2026-03-07 15:28:17 |   c3 |   68.4 |   56.4 |   160.3 |  1599059 |   18.6 |    11.9
   24 | 2026-03-07 15:28:18 |   c1 |   49.2 |    0.0 |       - |        0 |    0.0 |     0.0
   24 | 2026-03-07 15:28:19 |   c2 |   50.0 |   61.2 |   179.6 |   959621 |   22.0 |    16.1
   24 | 2026-03-07 15:28:20 |   c3 |   68.3 |   58.0 |   164.7 |  1426287 |   18.6 |    17.3


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:30:09 |   c1 |    0.0 |   39.4 |   142.2 |        0 |   50.1 |    63.5
    1 | 2026-03-07 15:30:10 |   c2 |   65.9 |   79.5 |   208.3 |        0 |   21.1 |    11.5
    1 | 2026-03-07 15:30:11 |   c3 |   76.3 |   58.1 |   163.6 |        0 |   17.8 |    19.8
    2 | 2026-03-07 15:30:12 |   c1 |   57.0 |   45.4 |   163.8 |  5596608 |   49.4 |    25.1
    2 | 2026-03-07 15:30:13 |   c2 |   73.3 |   81.7 |   214.1 |  1592414 |   21.1 |    16.1
    2 | 2026-03-07 15:30:14 |   c3 |   68.2 |   59.3 |   166.9 |   968222 |   17.8 |    17.8
    3 | 2026-03-07 15:30:16 |   c1 |   58.9 |   48.8 |   176.0 |  3751202 |   48.5 |    17.6
    3 | 2026-03-07 15:30:16 |   c2 |   68.0 |   83.0 |   217.5 |  1101248 |   21.1 |    16.5
    3 | 2026-03-07 15:30:18 |   c3 |   65.6 |   60.8 |   171.1 |  1281683 |   17.8 |    11.4
    4 | 2026-03-07 15:30:19 |   c1 |   56.1 |   51.6 |   186.3 |  3126247 |   47.7 |    28.9
    4 | 2026-03-07 15:30:20 |   c2 |   70.2 |   84.6 |   221.7 |  1177316 |   21.0 |    11.8
    4 | 2026-03-07 15:30:21 |   c3 |   70.2 |   62.0 |   174.7 |  1063948 |   17.8 |    23.1
    5 | 2026-03-07 15:30:23 |   c1 |   58.8 |   55.3 |   199.6 |  3749887 |   46.8 |    44.3
    5 | 2026-03-07 15:30:23 |   c2 |   67.2 |   61.5 |   178.0 | -12665170 |   21.1 |    46.4
    5 | 2026-03-07 15:30:25 |   c3 |   74.3 |   63.7 |   179.3 |  1217250 |   17.8 |    14.3
    6 | 2026-03-07 15:30:26 |   c1 |   59.1 |   34.4 |   125.0 | -22714057 |   46.4 |    31.6
    6 | 2026-03-07 15:30:27 |   c2 |   65.0 |   62.9 |   182.2 |  1085239 |   21.0 |    20.4
    6 | 2026-03-07 15:30:28 |   c3 |   72.3 |   44.7 |   133.1 | -12838225 |   17.8 |    24.8
    7 | 2026-03-07 15:30:30 |   c1 |   51.1 |   37.5 |   136.0 |  2897564 |   45.4 |    29.1
    7 | 2026-03-07 15:30:31 |   c2 |   65.3 |   64.3 |   186.0 |  1123031 |   21.0 |    16.3
    7 | 2026-03-07 15:30:32 |   c3 |   80.7 |   47.5 |   141.4 |  2379153 |   17.8 |    28.6
    8 | 2026-03-07 15:30:34 |   c1 |   59.6 |   50.1 |   181.8 | 11790402 |   44.9 |    30.4
    8 | 2026-03-07 15:30:35 |   c2 |   73.3 |   68.1 |   197.2 |  2871899 |   21.1 |    17.1
    8 | 2026-03-07 15:30:35 |   c3 |   79.4 |   49.6 |   147.6 |  1631971 |   17.8 |    13.1
    9 | 2026-03-07 15:30:37 |   c1 |   62.4 |   53.4 |   193.8 |  3691024 |   44.4 |    18.6
    9 | 2026-03-07 15:30:38 |   c2 |   60.3 |   69.6 |   201.4 |  1213881 |   21.1 |    10.9
    9 | 2026-03-07 15:30:39 |   c3 |   69.3 |   50.9 |   151.7 |  1164203 |   17.8 |    15.2
   10 | 2026-03-07 15:30:40 |   c1 |   56.4 |   57.6 |   208.8 |  4103473 |   43.7 |    23.2
   10 | 2026-03-07 15:30:42 |   c2 |   61.5 |   71.3 |   206.2 |  1210695 |   21.1 |    44.6
   10 | 2026-03-07 15:30:43 |   c3 |   72.4 |   52.5 |   156.4 |  1138373 |   17.8 |    23.8
   11 | 2026-03-07 15:30:45 |   c1 |   56.5 |   49.0 |   176.7 | -7544199 |   43.3 |    24.8
   11 | 2026-03-07 15:30:46 |   c2 |   72.7 |   72.4 |   209.6 |   946501 |   21.1 |    19.9
   11 | 2026-03-07 15:30:47 |   c3 |   62.1 |   54.1 |   161.1 |  1131630 |   17.8 |    15.4
   12 | 2026-03-07 15:30:49 |   c1 |   66.1 |   63.9 |   208.6 |  7502555 |   43.2 |    37.4
   12 | 2026-03-07 15:30:50 |   c2 |   71.5 |   74.4 |   215.4 |  1274003 |   21.1 |    15.6
   12 | 2026-03-07 15:30:51 |   c3 |   77.1 |   55.8 |   166.2 |  1331343 |   17.8 |    20.6
   13 | 2026-03-07 15:30:53 |   c1 |   60.4 |   72.3 |   251.9 | 11213283 |   43.2 |    48.4
   13 | 2026-03-07 15:30:54 |   c2 |   68.8 |   76.0 |   220.0 |  1167285 |   21.0 |    23.1
   13 | 2026-03-07 15:30:55 |   c3 |   77.0 |   57.2 |   170.3 |  1031808 |   17.8 |    15.0
   14 | 2026-03-07 15:30:57 |   c1 |   69.8 |   54.1 |   258.2 |  1374558 |   44.7 |    18.6
   14 | 2026-03-07 15:30:59 |   c2 |   59.0 |   77.8 |   225.3 |  1126476 |   21.0 |    25.2
   14 | 2026-03-07 15:31:00 |   c3 |   58.0 |   59.4 |   177.0 |  1329701 |   17.8 |    16.2
   15 | 2026-03-07 15:31:02 |   c1 |   67.4 |   65.9 |   314.9 | 13201889 |   45.3 |    22.8
   15 | 2026-03-07 15:31:03 |   c2 |   80.4 |   65.9 |   178.9 | -10840137 |   21.0 |    12.6
   15 | 2026-03-07 15:31:04 |   c3 |   83.4 |   61.2 |   182.3 |  1263565 |   17.8 |    13.6
   16 | 2026-03-07 15:31:06 |   c1 |   72.5 |   76.6 |   365.9 | 11154098 |   46.1 |    27.1
   16 | 2026-03-07 15:31:08 |   c2 |   65.6 |   67.9 |   184.5 |  1097918 |   21.0 |    20.3
   16 | 2026-03-07 15:31:10 |   c3 |   80.0 |   48.5 |   138.2 | -8294619 |   17.8 |    29.5
   17 | 2026-03-07 15:31:12 |   c1 |   67.7 |   85.3 |   407.4 |  7417631 |   49.0 |   727.2
   17 | 2026-03-07 15:31:15 |   c2 |   92.9 |   70.7 |   192.0 |  1178447 |   21.0 |    13.5
   17 | 2026-03-07 15:31:16 |   c3 |   79.8 |   51.2 |   145.7 |  1269768 |   17.8 |    31.9
   18 | 2026-03-07 15:31:17 |   c1 |   51.1 |    0.0 |       - | -76351020 |    0.0 |     0.0
   18 | 2026-03-07 15:31:18 |   c2 |   57.4 |   72.7 |   197.4 |  1789880 |   21.0 |    21.0
   18 | 2026-03-07 15:31:18 |   c3 |   72.0 |   53.1 |   151.1 |  1939688 |   17.8 |    22.6
   19 | 2026-03-07 15:31:20 |   c1 |   49.4 |    0.0 |       - |        0 |    0.0 |     0.0
   19 | 2026-03-07 15:31:20 |   c2 |   49.2 |   74.6 |   202.7 |  2228027 |   21.0 |    11.6
   19 | 2026-03-07 15:31:21 |   c3 |   64.6 |   54.8 |   156.0 |  2002956 |   17.8 |    19.3
   20 | 2026-03-07 15:31:22 |   c1 |   55.9 |    0.0 |       - |        0 |    0.0 |     0.0
   20 | 2026-03-07 15:31:23 |   c2 |   44.9 |   76.6 |   208.0 |  1887053 |   21.0 |    17.4
   20 | 2026-03-07 15:31:24 |   c3 |   68.9 |   56.9 |   162.1 |  2076901 |   17.9 |    15.0
   21 | 2026-03-07 15:31:25 |   c1 |   48.8 |    0.0 |       - |        0 |    0.0 |     0.0
   21 | 2026-03-07 15:31:26 |   c2 |   50.0 |   78.7 |   213.7 |  2079277 |   21.0 |    14.3
   21 | 2026-03-07 15:31:26 |   c3 |   70.2 |   58.7 |   167.0 |  1930268 |   17.9 |    13.3
   22 | 2026-03-07 15:31:28 |   c1 |   54.0 |    0.0 |       - |        0 |    0.0 |     0.0
   22 | 2026-03-07 15:31:28 |   c2 |   48.2 |   80.6 |   218.9 |  1920456 |   21.0 |    14.2
   22 | 2026-03-07 15:31:29 |   c3 |   64.6 |   60.0 |   170.8 |  1428997 |   17.9 |    15.7
   23 | 2026-03-07 15:31:30 |   c1 |   45.1 |    0.0 |       - |        0 |    0.0 |     0.0
   23 | 2026-03-07 15:31:30 |   c2 |   51.8 |   82.0 |   222.7 |  1727906 |   21.0 |    15.9
   23 | 2026-03-07 15:31:32 |   c3 |   60.3 |   61.3 |   174.6 |  1387542 |   17.9 |    19.7
   24 | 2026-03-07 15:31:33 |   c1 |   51.0 |    0.0 |       - |        0 |    0.0 |     0.0
   24 | 2026-03-07 15:31:33 |   c2 |   49.1 |   84.0 |   228.1 |  1904915 |   21.0 |    19.6
   24 | 2026-03-07 15:31:34 |   c3 |   64.2 |   62.6 |   178.2 |  1308314 |   17.9 |    15.0


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:33:04 |   c1 |    0.0 |   47.1 |   164.8 |        0 |   70.4 |   243.7
    1 | 2026-03-07 15:33:06 |   c2 |   70.0 |   66.6 |   188.8 |        0 |   20.9 |    26.2
    1 | 2026-03-07 15:33:07 |   c3 |   73.0 |   52.2 |   164.9 |        0 |   18.6 |    18.8
    2 | 2026-03-07 15:33:08 |   c1 |   60.4 |   51.5 |   180.2 |  3582058 |   67.8 |    20.9
    2 | 2026-03-07 15:33:09 |   c2 |   78.0 |   67.9 |   192.6 |  1072426 |   20.8 |    12.5
    2 | 2026-03-07 15:33:10 |   c3 |   65.4 |   57.5 |   181.8 |  5136898 |   18.6 |    12.7
    3 | 2026-03-07 15:33:12 |   c1 |   48.2 |   34.4 |   120.4 | -17268694 |   65.7 |    19.1
    3 | 2026-03-07 15:33:13 |   c2 |   77.2 |   69.2 |   196.3 |  1121294 |   20.8 |    15.1
    3 | 2026-03-07 15:33:14 |   c3 |   67.3 |   58.3 |   184.3 |   737333 |   18.5 |    11.9
    4 | 2026-03-07 15:33:15 |   c1 |   50.0 |   37.1 |   129.8 |  3042114 |   64.2 |    20.0
    4 | 2026-03-07 15:33:16 |   c2 |   60.3 |   70.6 |   200.2 |  1037622 |   20.8 |    12.8
    4 | 2026-03-07 15:33:17 |   c3 |   66.3 |   59.4 |   187.9 |   995047 |   18.5 |    15.4
    5 | 2026-03-07 15:33:19 |   c1 |   51.0 |   40.5 |   141.6 |  3174514 |   62.3 |    38.5
    5 | 2026-03-07 15:33:20 |   c2 |   60.7 |   71.6 |   203.1 |   869546 |   20.8 |    15.4
    5 | 2026-03-07 15:33:21 |   c3 |   71.5 |   60.1 |   189.9 |   595019 |   18.5 |    14.3
    6 | 2026-03-07 15:33:23 |   c1 |   45.3 |   43.8 |   153.1 |  2934110 |   60.4 |    25.3
    6 | 2026-03-07 15:33:23 |   c2 |   66.5 |   72.5 |   205.5 |   646353 |   20.8 |    19.3
    6 | 2026-03-07 15:33:24 |   c3 |   63.1 |   61.2 |   193.4 |   935600 |   18.5 |    11.9
    7 | 2026-03-07 15:33:26 |   c1 |   51.4 |   46.7 |   163.5 |  3317177 |   59.1 |    19.6
    7 | 2026-03-07 15:33:27 |   c2 |   64.5 |   73.4 |   208.2 |   764668 |   20.7 |    14.3
    7 | 2026-03-07 15:33:28 |   c3 |   70.9 |   61.8 |   195.4 |   572852 |   18.4 |    11.8
    8 | 2026-03-07 15:33:29 |   c1 |   46.8 |   50.2 |   175.7 |  3542009 |   57.8 |    27.8
    8 | 2026-03-07 15:33:30 |   c2 |   69.7 |   74.1 |   210.1 |   634264 |   20.7 |    16.0
    8 | 2026-03-07 15:33:31 |   c3 |   66.3 |   62.4 |   197.1 |   595223 |   18.4 |    20.0
    9 | 2026-03-07 15:33:32 |   c1 |   47.9 |   53.0 |   185.2 |  3305968 |   56.8 |    17.9
    9 | 2026-03-07 15:33:33 |   c2 |   61.3 |   74.8 |   212.2 |   717832 |   20.7 |     9.6
    9 | 2026-03-07 15:33:34 |   c3 |   64.1 |   63.3 |   200.2 |   989758 |   18.4 |    16.0
   10 | 2026-03-07 15:33:35 |   c1 |   49.1 |   36.1 |   125.6 | -19217610 |   55.8 |    20.5
   10 | 2026-03-07 15:33:36 |   c2 |   66.2 |   75.6 |   214.5 |   741201 |   20.7 |    30.9
   10 | 2026-03-07 15:33:37 |   c3 |   65.1 |   63.9 |   201.9 |   564995 |   18.4 |    11.2
   11 | 2026-03-07 15:33:38 |   c1 |   47.4 |   42.4 |   147.5 |  7099581 |   55.0 |    25.4
   11 | 2026-03-07 15:33:39 |   c2 |   69.6 |   76.3 |   216.4 |   641457 |   20.6 |    12.8
   11 | 2026-03-07 15:33:40 |   c3 |   59.1 |   64.8 |   205.0 |   974523 |   18.4 |    22.6
   12 | 2026-03-07 15:33:42 |   c1 |   53.4 |   48.3 |   163.0 |  4461457 |   54.2 |    19.8
   12 | 2026-03-07 15:33:42 |   c2 |   68.4 |   77.2 |   219.1 |   747909 |   20.6 |    12.3
   12 | 2026-03-07 15:33:43 |   c3 |   72.7 |   65.5 |   207.2 |   657007 |   18.4 |    22.4
   13 | 2026-03-07 15:33:45 |   c1 |   52.6 |   60.7 |   205.1 | 13732767 |   53.6 |    17.2
   13 | 2026-03-07 15:33:46 |   c2 |   68.7 |   78.1 |   221.4 |   778829 |   20.6 |    19.1
   13 | 2026-03-07 15:33:47 |   c3 |   68.6 |   66.5 |   210.3 |   937382 |   18.3 |    11.8
   14 | 2026-03-07 15:33:48 |   c1 |   57.3 |   70.5 |   243.0 | 10786734 |   53.4 |    13.4
   14 | 2026-03-07 15:33:49 |   c2 |   60.1 |   79.0 |   224.0 |   677724 |   20.6 |    10.0
   14 | 2026-03-07 15:33:50 |   c3 |   77.1 |   67.0 |   211.9 |   428254 |   18.3 |    24.9
   15 | 2026-03-07 15:33:53 |   c1 |   74.4 |   52.1 |   248.7 |  1322132 |   54.5 |    22.1
   15 | 2026-03-07 15:33:54 |   c2 |   70.0 |   67.0 |   178.3 | -9850597 |   20.5 |    46.2
   15 | 2026-03-07 15:33:55 |   c3 |   73.1 |   43.0 |   140.8 | -15628147 |   18.3 |    26.4
   16 | 2026-03-07 15:33:56 |   c1 |   59.0 |   67.4 |   321.8 | 19010305 |   54.8 |    35.4
   16 | 2026-03-07 15:33:57 |   c2 |   74.5 |   67.8 |   180.6 |   637408 |   20.5 |    17.4
   16 | 2026-03-07 15:33:58 |   c3 |   75.2 |   43.5 |   142.7 |   557383 |   18.3 |    13.6
   17 | 2026-03-07 15:34:00 |   c1 |   63.8 |   71.4 |   341.0 |  5492085 |   55.1 |    21.7
   17 | 2026-03-07 15:34:01 |   c2 |   80.6 |   68.9 |   183.6 |   896491 |   20.5 |    39.2
   17 | 2026-03-07 15:34:02 |   c3 |   72.5 |   44.1 |   144.6 |   549396 |   18.2 |     9.4
   18 | 2026-03-07 15:34:04 |   c1 |   70.2 |   75.6 |   360.9 |  5163749 |   56.0 |    17.8
   18 | 2026-03-07 15:34:05 |   c2 |   75.4 |   70.1 |   186.6 |   791377 |   20.5 |    18.2
   18 | 2026-03-07 15:34:06 |   c3 |   74.9 |   45.1 |   147.7 |   808205 |   18.2 |    12.6
   19 | 2026-03-07 15:34:08 |   c1 |   69.3 |   84.5 |   403.8 | 10955706 |   57.2 |    19.7
   19 | 2026-03-07 15:34:09 |   c2 |   75.6 |   72.0 |   191.6 |  1104623 |   20.4 |    10.1
   19 | 2026-03-07 15:34:11 |   c3 |   98.0 |   46.2 |   151.4 |   691434 |   18.2 |    17.3
   20 | 2026-03-07 15:34:13 |   c1 |   58.9 |    0.0 |       - | -71955210 |    0.0 |     0.0
   20 | 2026-03-07 15:34:14 |   c2 |   53.3 |   74.2 |   197.7 |  1395260 |   20.4 |    13.7
   20 | 2026-03-07 15:34:14 |   c3 |   59.2 |   47.4 |   155.3 |  1160405 |   18.2 |    18.8
   21 | 2026-03-07 15:34:16 |   c1 |   47.4 |    0.0 |       - |        0 |    0.0 |     0.0
   21 | 2026-03-07 15:34:16 |   c2 |   47.6 |   75.9 |   202.2 |  1814290 |   20.4 |    18.0
   21 | 2026-03-07 15:34:17 |   c3 |   61.0 |   48.4 |   158.5 |  1194630 |   18.2 |    17.3
   22 | 2026-03-07 15:34:19 |   c1 |   47.4 |    0.0 |       - |        0 |    0.0 |     0.0
   22 | 2026-03-07 15:34:19 |   c2 |   55.9 |   78.1 |   208.0 |  1931376 |   20.4 |    22.3
   22 | 2026-03-07 15:34:20 |   c3 |   57.0 |   49.9 |   163.5 |  1594118 |   18.2 |    16.3
   23 | 2026-03-07 15:34:22 |   c1 |   50.2 |    0.0 |       - |        0 |    0.0 |     0.0
   23 | 2026-03-07 15:34:22 |   c2 |   43.1 |   80.4 |   214.2 |  1981497 |   20.5 |    18.1
   23 | 2026-03-07 15:34:23 |   c3 |   57.3 |   51.0 |   167.1 |  1189624 |   18.2 |     8.8
   24 | 2026-03-07 15:34:25 |   c1 |   46.3 |    0.0 |       - |        0 |    0.0 |     0.0
   24 | 2026-03-07 15:34:25 |   c2 |   48.4 |   82.6 |   219.9 |  1810289 |   20.5 |    13.3
   24 | 2026-03-07 15:34:27 |   c3 |   62.3 |   52.2 |   170.9 |  1145895 |   18.1 |    14.6
   25 | 2026-03-07 15:34:28 |   c1 |   45.5 |    0.0 |       - |        0 |    0.0 |     0.0
   25 | 2026-03-07 15:34:28 |   c2 |   53.3 |   84.8 |   225.9 |  1955257 |   20.5 |    13.3
   25 | 2026-03-07 15:34:29 |   c3 |   65.1 |   52.8 |   173.1 |   837368 |   18.1 |    16.2


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:36:49 |   c1 |    0.0 |   40.1 |   152.4 |        0 |   44.7 |    57.3
    1 | 2026-03-07 15:36:51 |   c2 |   70.3 |   75.2 |   212.9 |        0 |   20.1 |    12.8
    1 | 2026-03-07 15:36:51 |   c3 |   67.4 |   58.9 |   199.2 |        0 |   18.1 |    17.0
    2 | 2026-03-07 15:36:53 |   c1 |   54.6 |   42.5 |   161.3 |  2470954 |   44.0 |    39.4
    2 | 2026-03-07 15:36:54 |   c2 |   68.1 |   75.9 |   214.9 |   594531 |   20.1 |    18.2
    2 | 2026-03-07 15:36:55 |   c3 |   71.7 |   59.9 |   202.6 |  1035693 |   18.1 |    23.6
    3 | 2026-03-07 15:36:56 |   c1 |   56.0 |   44.5 |   169.0 |  2430406 |   43.3 |    27.9
    3 | 2026-03-07 15:36:58 |   c2 |   58.9 |   76.9 |   217.6 |   726890 |   20.1 |    20.4
    3 | 2026-03-07 15:36:59 |   c3 |   69.7 |   61.0 |   206.4 |  1009232 |   18.1 |    16.7
    4 | 2026-03-07 15:37:00 |   c1 |   59.3 |   47.0 |   178.5 |  2545353 |   42.6 |    23.0
    4 | 2026-03-07 15:37:01 |   c2 |   71.9 |   77.6 |   219.6 |   635325 |   20.1 |    14.4
    4 | 2026-03-07 15:37:02 |   c3 |   66.8 |   62.0 |   209.7 |  1054963 |   18.1 |    17.0
    5 | 2026-03-07 15:37:04 |   c1 |   54.5 |   49.4 |   187.4 |  2345002 |   41.7 |    16.7
    5 | 2026-03-07 15:37:05 |   c2 |   58.3 |   78.6 |   222.4 |   672002 |   20.1 |    12.9
    5 | 2026-03-07 15:37:06 |   c3 |   68.8 |   63.1 |   213.4 |   931461 |   18.0 |    14.4
    6 | 2026-03-07 15:37:07 |   c1 |   58.6 |   51.3 |   194.9 |  2053810 |   41.1 |    18.3
    6 | 2026-03-07 15:37:09 |   c2 |   67.0 |   79.4 |   224.9 |   665361 |   20.1 |    15.4
    6 | 2026-03-07 15:37:10 |   c3 |   66.8 |   64.2 |   217.2 |   967201 |   18.0 |    15.6
    7 | 2026-03-07 15:37:11 |   c1 |   56.3 |   53.8 |   204.3 |  2611286 |   40.6 |    38.0
    7 | 2026-03-07 15:37:12 |   c2 |   69.1 |   80.1 |   226.9 |   632215 |   20.1 |    12.7
    7 | 2026-03-07 15:37:13 |   c3 |   72.1 |   65.2 |   220.6 |  1031881 |   18.0 |    15.7
    8 | 2026-03-07 15:37:14 |   c1 |   55.7 |   33.2 |   126.5 | -23693113 |   40.1 |    15.7
    8 | 2026-03-07 15:37:15 |   c2 |   72.3 |   81.0 |   229.4 |   743525 |   20.1 |     9.8
    8 | 2026-03-07 15:37:16 |   c3 |   51.2 |   66.0 |   223.1 |   834302 |   18.0 |    11.6
    9 | 2026-03-07 15:37:17 |   c1 |   27.6 |   34.1 |   129.8 |  1216992 |   39.6 |    12.0
    9 | 2026-03-07 15:37:18 |   c2 |   50.6 |   81.2 |   229.9 |   199309 |   20.1 |    12.0
    9 | 2026-03-07 15:37:18 |   c3 |   52.5 |   66.0 |   223.3 |    89586 |   18.0 |    12.1
   10 | 2026-03-07 15:37:19 |   c1 |   25.8 |   34.3 |   130.7 |   383306 |   39.0 |    18.8
   10 | 2026-03-07 15:37:20 |   c2 |   46.9 |   81.3 |   230.1 |    92489 |   20.1 |     9.3
   10 | 2026-03-07 15:37:21 |   c3 |   44.4 |   66.1 |   223.5 |    90785 |   18.0 |    13.3
   11 | 2026-03-07 15:37:22 |   c1 |   25.8 |   34.5 |   131.2 |   185917 |   38.5 |    24.0
   11 | 2026-03-07 15:37:23 |   c2 |   47.0 |   81.4 |   230.3 |    89222 |   20.0 |    11.8
   11 | 2026-03-07 15:37:23 |   c3 |   50.6 |   66.2 |   223.8 |   100820 |   18.0 |     7.5
   12 | 2026-03-07 15:37:24 |   c1 |   28.2 |   40.2 |   152.9 |  8680660 |   38.1 |    20.9
   12 | 2026-03-07 15:37:25 |   c2 |   46.7 |   81.4 |   230.5 |    89379 |   20.0 |    13.4
   12 | 2026-03-07 15:37:26 |   c3 |   50.9 |   66.2 |   224.0 |    88905 |   17.9 |     9.7
   13 | 2026-03-07 15:37:27 |   c1 |   29.3 |   45.7 |   174.0 |  8584007 |   37.7 |    22.3
   13 | 2026-03-07 15:37:27 |   c2 |   49.4 |   81.5 |   230.8 |    87859 |   20.0 |    63.8
   13 | 2026-03-07 15:37:28 |   c3 |   49.3 |   66.3 |   224.2 |    92683 |   17.9 |    11.7
   14 | 2026-03-07 15:37:29 |   c1 |   29.4 |   54.2 |   206.2 | 13326222 |   37.5 |    16.4
   14 | 2026-03-07 15:37:30 |   c2 |   48.6 |   62.9 |   178.4 | -22399018 |   20.0 |    18.8
   14 | 2026-03-07 15:37:31 |   c3 |   50.7 |   66.4 |   224.4 |    91177 |   17.9 |    11.2
   15 | 2026-03-07 15:37:32 |   c1 |   29.1 |   57.0 |   216.5 |  4198203 |   37.4 |    23.7
   15 | 2026-03-07 15:37:32 |   c2 |   50.9 |   63.0 |   178.6 |    98227 |   19.9 |    10.6
   15 | 2026-03-07 15:37:33 |   c3 |   45.9 |   66.4 |   224.7 |    93792 |   17.9 |    17.0
   16 | 2026-03-07 15:37:34 |   c1 |   30.6 |   65.5 |   248.4 | 13202473 |   37.3 |    24.2
   16 | 2026-03-07 15:37:35 |   c2 |   49.4 |   63.1 |   178.9 |    97724 |   19.9 |    13.4
   16 | 2026-03-07 15:37:35 |   c3 |   51.0 |   66.5 |   224.9 |    89926 |   17.8 |     9.2
   17 | 2026-03-07 15:37:37 |   c1 |   35.7 |   71.0 |   269.6 |  8687852 |   37.3 |    14.5
   17 | 2026-03-07 15:37:37 |   c2 |   54.6 |   63.1 |   179.1 |    88143 |   19.9 |    13.6
   17 | 2026-03-07 15:37:38 |   c3 |   57.2 |   66.6 |   225.4 |   195546 |   17.8 |    13.1
   18 | 2026-03-07 15:37:40 |   c1 |   41.1 |   56.1 |   261.6 | -2621318 |   38.3 |    20.1
   18 | 2026-03-07 15:37:40 |   c2 |   54.6 |   63.2 |   179.3 |    75715 |   19.8 |    10.4
   18 | 2026-03-07 15:37:41 |   c3 |   45.5 |   66.7 |   225.6 |    77229 |   17.8 |    10.3
   19 | 2026-03-07 15:37:42 |   c1 |   32.8 |   62.9 |   293.3 | 12408402 |   38.4 |    15.5
   19 | 2026-03-07 15:37:43 |   c2 |   44.0 |   63.3 |   179.5 |    85001 |   19.8 |    11.2
   19 | 2026-03-07 15:37:44 |   c3 |   55.2 |   66.8 |   225.8 |    82878 |   17.8 |    13.7
   20 | 2026-03-07 15:37:45 |   c1 |   41.8 |   65.7 |   313.7 |  7549253 |   38.6 |    14.3
   20 | 2026-03-07 15:37:46 |   c2 |   61.5 |   63.4 |   179.8 |    97028 |   19.8 |     9.9
   20 | 2026-03-07 15:37:46 |   c3 |   61.3 |   66.8 |   226.1 |    88821 |   17.7 |    11.2
   21 | 2026-03-07 15:37:47 |   c1 |   40.2 |   72.3 |   345.5 | 12669599 |   39.0 |    12.9
   21 | 2026-03-07 15:37:48 |   c2 |   65.0 |   63.5 |   180.0 |    83481 |   19.8 |    12.9
   21 | 2026-03-07 15:37:49 |   c3 |   51.5 |   66.9 |   226.3 |    79927 |   17.7 |    17.6
   22 | 2026-03-07 15:37:50 |   c1 |   45.1 |   78.9 |   377.0 | 10684176 |   39.9 |    13.2
   22 | 2026-03-07 15:37:51 |   c2 |   62.1 |   63.5 |   180.2 |    79609 |   19.7 |    14.9
   22 | 2026-03-07 15:37:52 |   c3 |   68.7 |   67.0 |   226.6 |   111157 |   17.7 |    10.3
   23 | 2026-03-07 15:37:53 |   c1 |   28.1 |   83.4 |   398.3 |  8605051 |   40.4 |    18.2
   23 | 2026-03-07 15:37:53 |   c2 |   48.8 |   63.6 |   180.4 |    81101 |   19.7 |    10.6
   23 | 2026-03-07 15:37:55 |   c3 |   80.8 |   67.1 |   226.9 |   102945 |   17.7 |    14.3
   24 | 2026-03-07 15:37:56 |   c1 |   36.7 |    0.0 |       - | -113480102 |    0.0 |     0.0
   24 | 2026-03-07 15:37:57 |   c2 |   32.1 |   63.7 |   180.7 |    75970 |   19.7 |     9.5
   24 | 2026-03-07 15:37:57 |   c3 |   46.0 |   67.2 |   227.1 |    79885 |   17.6 |    13.2
   25 | 2026-03-07 15:37:58 |   c1 |   25.1 |    0.0 |       - |        0 |    0.0 |     0.0
   25 | 2026-03-07 15:37:59 |   c2 |   25.8 |   63.8 |   180.9 |   101664 |   19.6 |    14.4
   25 | 2026-03-07 15:37:59 |   c3 |   46.5 |   67.2 |   227.3 |    98728 |   17.6 |    11.3
   26 | 2026-03-07 15:38:00 |   c1 |   24.7 |    0.0 |       - |        0 |    0.0 |     0.0
   26 | 2026-03-07 15:38:01 |   c2 |   29.4 |   63.8 |   181.1 |   103604 |   19.6 |    13.5
