(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    2 | 2026-03-07 15:20:59 |   c1 |   59.3 |   45.7 |   145.5 |  3441566 |   47.6 |    24.6
    2 | 2026-03-07 15:21:00 |   c2 |   69.3 |   51.8 |   159.9 |  1012142 |   25.6 |    26.5
    2 | 2026-03-07 15:21:01 |   c3 |   72.3 |   50.6 |   145.9 |   766677 |   20.1 |    33.9
    3 | 2026-03-07 15:21:03 |   c1 |   51.5 |   49.4 |   157.2 |  3284350 |   46.8 |    13.2
    3 | 2026-03-07 15:21:04 |   c2 |   69.3 |   53.2 |   164.3 |  1267169 |   25.5 |    19.9
    3 | 2026-03-07 15:21:05 |   c3 |   69.8 |   51.4 |   148.2 |   692729 |   20.0 |    75.2
    4 | 2026-03-07 15:21:06 |   c1 |   55.1 |   29.7 |   103.4 | -17464082 |   46.4 |    27.7
    4 | 2026-03-07 15:21:07 |   c2 |   71.3 |   54.3 |   167.7 |  1138573 |   25.5 |    65.1
    4 | 2026-03-07 15:21:08 |   c3 |   53.0 |   52.4 |   151.1 |   845960 |   19.9 |    15.5
    5 | 2026-03-07 15:21:09 |   c1 |   51.3 |   32.8 |   114.0 |  3163387 |   46.4 |    16.4
    5 | 2026-03-07 15:21:10 |   c2 |   75.0 |   55.4 |   171.1 |   969972 |   25.4 |    22.9
    5 | 2026-03-07 15:21:11 |   c3 |   70.7 |   53.2 |   153.5 |   729301 |   19.9 |    22.7
    6 | 2026-03-07 15:21:13 |   c1 |   51.7 |   36.0 |   125.2 |  3128224 |   45.7 |    24.1
    6 | 2026-03-07 15:21:14 |   c2 |   72.9 |   56.6 |   174.7 |  1043204 |   25.4 |    13.7
    6 | 2026-03-07 15:21:15 |   c3 |   66.3 |   54.1 |   156.0 |   743839 |   19.8 |    19.0
    7 | 2026-03-07 15:21:16 |   c1 |   52.7 |   39.1 |   136.0 |  3299397 |   45.0 |    51.8
    7 | 2026-03-07 15:21:17 |   c2 |   62.1 |   57.9 |   178.7 |  1146054 |   25.3 |    17.1
    7 | 2026-03-07 15:21:19 |   c3 |   66.0 |   55.0 |   158.7 |   686249 |   19.8 |    21.8
    8 | 2026-03-07 15:21:20 |   c1 |   48.2 |   42.8 |   149.2 |  3220105 |   44.3 |    14.9
    8 | 2026-03-07 15:21:21 |   c2 |   70.4 |   59.4 |   183.3 |  1163218 |   25.3 |    17.8
    8 | 2026-03-07 15:21:22 |   c3 |   62.8 |   56.2 |   162.0 |   872291 |   19.7 |    15.7
    9 | 2026-03-07 15:21:24 |   c1 |   50.7 |   45.7 |   159.0 |  2850070 |   43.5 |    16.9
    9 | 2026-03-07 15:21:25 |   c2 |   68.9 |   60.6 |   187.2 |  1147895 |   25.2 |    21.4
    9 | 2026-03-07 15:21:25 |   c3 |   70.8 |   56.9 |   164.2 |   731626 |   19.7 |    15.2
   10 | 2026-03-07 15:21:27 |   c1 |   47.5 |   29.3 |   101.3 | -16417144 |   42.9 |    15.9
   10 | 2026-03-07 15:21:28 |   c2 |   64.6 |   61.8 |   190.8 |  1034660 |   25.2 |    17.2
   10 | 2026-03-07 15:21:29 |   c3 |   69.1 |   57.9 |   167.1 |   774412 |   19.6 |    21.8
   11 | 2026-03-07 15:21:31 |   c1 |   55.1 |   32.5 |   112.3 |  3176895 |   42.4 |    15.4
   11 | 2026-03-07 15:21:32 |   c2 |   65.6 |   63.0 |   194.5 |  1054168 |   25.1 |    19.8
   11 | 2026-03-07 15:21:32 |   c3 |   64.5 |   58.8 |   169.4 |   716176 |   19.6 |    48.3
   12 | 2026-03-07 15:21:34 |   c1 |   49.7 |   35.4 |   122.2 |  2981471 |   41.9 |    24.6
   12 | 2026-03-07 15:21:35 |   c2 |   64.0 |   64.1 |   197.9 |   961083 |   25.1 |    12.3
   12 | 2026-03-07 15:21:36 |   c3 |   68.6 |   59.6 |   172.0 |   691689 |   19.6 |    13.4
   13 | 2026-03-07 15:21:38 |   c1 |   49.9 |   38.9 |   134.2 |  3354225 |   41.4 |    20.6
   13 | 2026-03-07 15:21:38 |   c2 |   73.4 |   65.0 |   200.9 |   877657 |   25.0 |    13.3
   13 | 2026-03-07 15:21:40 |   c3 |   68.8 |   60.5 |   174.3 |   668271 |   19.5 |    30.0
   14 | 2026-03-07 15:21:41 |   c1 |   59.4 |   41.9 |   144.9 |  2958848 |   41.4 |    19.8
   14 | 2026-03-07 15:21:42 |   c2 |   74.2 |   66.0 |   203.8 |   816358 |   25.0 |    22.7
   14 | 2026-03-07 15:21:43 |   c3 |   68.2 |   61.5 |   177.4 |   885608 |   19.5 |    21.8
   15 | 2026-03-07 15:21:45 |   c1 |   55.0 |   54.6 |   188.5 | 12469955 |   41.4 |    41.8
   15 | 2026-03-07 15:21:46 |   c2 |   68.9 |   67.0 |   206.8 |   809859 |   24.9 |    19.7
   15 | 2026-03-07 15:21:47 |   c3 |   69.9 |   62.6 |   180.6 |   870394 |   19.4 |    16.2
   16 | 2026-03-07 15:21:48 |   c1 |   52.8 |   64.1 |   224.8 |  9982783 |   41.4 |    27.4
   16 | 2026-03-07 15:21:50 |   c2 |   62.6 |   68.3 |   210.9 |   958445 |   24.8 |    22.1
   16 | 2026-03-07 15:21:51 |   c3 |   75.7 |   63.8 |   184.0 |   822091 |   19.4 |    55.0
   17 | 2026-03-07 15:21:53 |   c1 |   58.6 |   76.9 |   263.2 |  8965627 |   41.7 |    20.1
   17 | 2026-03-07 15:21:54 |   c2 |   77.9 |   51.5 |   158.8 | -14814011 |   24.8 |    18.8
   17 | 2026-03-07 15:21:55 |   c3 |   86.6 |   64.9 |   187.2 |   805497 |   19.3 |    96.0
   18 | 2026-03-07 15:21:57 |   c1 |   70.1 |   61.4 |   293.3 |  7458327 |   43.0 |    19.9
   18 | 2026-03-07 15:21:58 |   c2 |   74.8 |   52.8 |   162.9 |   904537 |   24.7 |    17.9
   18 | 2026-03-07 15:22:00 |   c3 |   66.7 |   41.3 |   133.2 | -10635512 |   19.3 |    15.1
   19 | 2026-03-07 15:22:01 |   c1 |   70.3 |   72.7 |   347.1 | 11501709 |   43.7 |    32.6
   19 | 2026-03-07 15:22:03 |   c2 |   94.6 |   54.5 |   167.9 |  1053222 |   24.6 |    15.3
   19 | 2026-03-07 15:22:04 |   c3 |   71.2 |   42.4 |   136.9 |   882148 |   19.5 |    27.2
   20 | 2026-03-07 15:22:06 |   c1 |   62.4 |   81.8 |   390.9 | 10205815 |   44.5 |    25.1
   20 | 2026-03-07 15:22:07 |   c2 |   82.9 |   55.9 |   172.5 |  1059326 |   24.6 |    28.3
   20 | 2026-03-07 15:22:09 |   c3 |   63.5 |   43.7 |   140.8 |   810163 |   19.4 |    18.8
   21 | 2026-03-07 15:22:11 |   c1 |   70.0 |    0.0 |       - | -74587583 |    0.0 |     0.0
   21 | 2026-03-07 15:22:12 |   c2 |   49.0 |   57.5 |   177.3 |   934178 |   24.5 |    13.2
   21 | 2026-03-07 15:22:13 |   c3 |   67.6 |   44.9 |   144.9 |   939727 |   19.4 |    18.0
   22 | 2026-03-07 15:22:15 |   c1 |   44.8 |    0.0 |       - |        0 |    0.0 |     0.0
   22 | 2026-03-07 15:22:15 |   c2 |   49.1 |   59.0 |   182.0 |  1884112 |   24.5 |    14.6
   22 | 2026-03-07 15:22:16 |   c3 |   68.7 |   46.0 |   148.3 |  1376612 |   19.4 |    18.5
   23 | 2026-03-07 15:22:17 |   c1 |   49.8 |    0.0 |       - |        0 |    0.0 |     0.0
   23 | 2026-03-07 15:22:17 |   c2 |   42.9 |   60.5 |   186.6 |  1774630 |   24.5 |    14.3
   23 | 2026-03-07 15:22:18 |   c3 |   65.4 |   47.2 |   152.2 |  1510720 |   19.4 |    10.8
   24 | 2026-03-07 15:22:20 |   c1 |   50.3 |    0.0 |       - |        0 |    0.0 |     0.0
   24 | 2026-03-07 15:22:20 |   c2 |   55.0 |   62.1 |   191.4 |  1666997 |   24.5 |     9.5
   24 | 2026-03-07 15:22:21 |   c3 |   67.9 |   48.4 |   156.2 |  1433811 |   19.4 |    18.4
   25 | 2026-03-07 15:22:22 |   c1 |   46.4 |    0.0 |       - |        0 |    0.0 |     0.0
   25 | 2026-03-07 15:22:23 |   c2 |   45.8 |   63.1 |   194.4 |  1260525 |   24.4 |    12.8
   25 | 2026-03-07 15:22:23 |   c3 |   69.8 |   49.6 |   159.8 |  1474142 |   19.4 |    30.9
   26 | 2026-03-07 15:22:25 |   c1 |   44.8 |    0.0 |       - |        0 |    0.0 |     0.0
   26 | 2026-03-07 15:22:25 |   c2 |   50.0 |   64.1 |   197.5 |  1274087 |   24.4 |    16.8
   26 | 2026-03-07 15:22:26 |   c3 |   65.4 |   50.6 |   163.2 |  1439723 |   19.4 |    23.9
   27 | 2026-03-07 15:22:27 |   c1 |   43.2 |    0.0 |       - |        0 |    0.0 |     0.0
   27 | 2026-03-07 15:22:27 |   c2 |   33.3 |   64.8 |   199.8 |  1009181 |   24.3 |    10.7
   27 | 2026-03-07 15:22:29 |   c3 |   52.6 |   52.1 |   168.0 |  1445554 |   19.4 |    14.2
   28 | 2026-03-07 15:22:30 |   c1 |   47.8 |    0.0 |       - |        0 |    0.0 |     0.0
   28 | 2026-03-07 15:22:31 |   c2 |   63.5 |   66.0 |   203.4 |  1062449 |   24.3 |    11.6
   28 | 2026-03-07 15:22:32 |   c3 |   56.1 |   53.2 |   171.6 |  1383152 |   19.3 |    17.0
   29 | 2026-03-07 15:22:33 |   c1 |   48.4 |    0.0 |       - |        0 |    0.0 |     0.0
   29 | 2026-03-07 15:22:33 |   c2 |   41.1 |   67.2 |   207.1 |  1427302 |   24.2 |    13.9
   29 | 2026-03-07 15:22:34 |   c3 |   58.4 |   54.3 |   175.1 |  1345889 |   19.3 |    12.2
   30 | 2026-03-07 15:22:36 |   c1 |   44.3 |    0.0 |       - |        0 |    0.0 |     0.0
   30 | 2026-03-07 15:22:36 |   c2 |   49.3 |   68.3 |   210.5 |  1178305 |   24.2 |    14.9
   30 | 2026-03-07 15:22:37 |   c3 |   69.0 |   55.4 |   178.7 |  1350373 |   19.3 |    21.8
   31 | 2026-03-07 15:22:39 |   c1 |   44.8 |    0.0 |       - |        0 |    0.0 |     0.0
   31 | 2026-03-07 15:22:39 |   c2 |   54.5 |   69.2 |   213.3 |  1022804 |   24.2 |    13.0
   31 | 2026-03-07 15:22:40 |   c3 |   65.1 |   56.7 |   182.7 |  1464939 |   19.3 |    14.3


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:23:50 |   c1 |    0.0 |   46.5 |   166.3 |        0 |   70.0 |    75.6
    1 | 2026-03-07 15:23:51 |   c2 |   76.5 |   65.0 |   196.0 |        0 |   23.0 |    26.3
    1 | 2026-03-07 15:23:52 |   c3 |   84.3 |   49.2 |   157.1 |        0 |   18.7 |    20.1
    2 | 2026-03-07 15:23:54 |   c1 |   62.5 |   50.4 |   180.2 |  4080925 |   68.9 |    91.2
    2 | 2026-03-07 15:23:55 |   c2 |   73.9 |   66.4 |   200.2 |  1111073 |   23.0 |    19.6
    2 | 2026-03-07 15:23:56 |   c3 |   73.8 |   50.5 |   161.3 |  1114894 |   18.7 |    29.8
    3 | 2026-03-07 15:23:57 |   c1 |   62.2 |   53.7 |   192.1 |  3277326 |   66.6 |    21.9
    3 | 2026-03-07 15:23:58 |   c2 |   71.2 |   67.7 |   204.0 |  1143404 |   23.0 |    21.2
    3 | 2026-03-07 15:23:59 |   c3 |   84.6 |   51.7 |   165.2 |  1136205 |   18.7 |    26.6
    4 | 2026-03-07 15:24:01 |   c1 |   61.5 |   32.7 |   117.3 | -21666202 |   64.4 |    24.6
    4 | 2026-03-07 15:24:02 |   c2 |   70.0 |   69.1 |   208.2 |  1167040 |   22.9 |    20.2
    4 | 2026-03-07 15:24:03 |   c3 |   65.6 |   53.0 |   169.3 |  1118733 |   18.7 |    22.3
    5 | 2026-03-07 15:24:04 |   c1 |   53.5 |   36.2 |   129.9 |  3583632 |   62.0 |    15.1
    5 | 2026-03-07 15:24:05 |   c2 |   77.0 |   70.2 |   211.7 |  1083895 |   22.9 |    14.8
    5 | 2026-03-07 15:24:06 |   c3 |   71.1 |   54.0 |   172.5 |  1059912 |   18.7 |    23.9
    6 | 2026-03-07 15:24:07 |   c1 |   57.4 |   39.6 |   142.3 |  3977203 |   61.6 |    27.1
    6 | 2026-03-07 15:24:08 |   c2 |   76.7 |   71.4 |   215.3 |  1108920 |   22.9 |    21.5
    6 | 2026-03-07 15:24:09 |   c3 |   72.2 |   55.0 |   175.6 |   980476 |   18.7 |    23.0
    7 | 2026-03-07 15:24:10 |   c1 |   53.2 |   42.4 |   152.3 |  3301089 |   59.8 |    23.3
    7 | 2026-03-07 15:24:11 |   c2 |   58.5 |   72.4 |   218.3 |   993809 |   22.9 |    14.0
    7 | 2026-03-07 15:24:12 |   c3 |   72.9 |   55.9 |   178.4 |   879544 |   18.7 |    18.8
    8 | 2026-03-07 15:24:14 |   c1 |   54.8 |   45.7 |   164.2 |  3566239 |   58.0 |    36.5
    8 | 2026-03-07 15:24:15 |   c2 |   73.2 |   73.3 |   221.0 |   793435 |   22.8 |    25.3
    8 | 2026-03-07 15:24:16 |   c3 |   72.2 |   56.8 |   181.5 |   919596 |   18.7 |   100.1
    9 | 2026-03-07 15:24:17 |   c1 |   55.0 |   49.2 |   176.7 |  3474203 |   56.8 |    36.5
    9 | 2026-03-07 15:24:18 |   c2 |   61.1 |   74.2 |   223.8 |   772870 |   22.8 |    17.8
    9 | 2026-03-07 15:24:19 |   c3 |   70.9 |   46.8 |   134.1 | -12869997 |   18.7 |    16.6
   10 | 2026-03-07 15:24:21 |   c1 |   57.3 |   52.3 |   188.0 |  2975100 |   55.2 |    17.5
   10 | 2026-03-07 15:24:22 |   c2 |   65.2 |   75.4 |   227.3 |   916588 |   22.8 |    22.0
   10 | 2026-03-07 15:24:23 |   c3 |   69.5 |   48.2 |   138.4 |  1096816 |   18.7 |    27.8
   11 | 2026-03-07 15:24:25 |   c1 |   63.9 |   31.8 |   113.0 | -21702234 |   54.0 |    27.3
   11 | 2026-03-07 15:24:25 |   c2 |   76.1 |   76.6 |   231.0 |  1113932 |   22.7 |    21.0
   11 | 2026-03-07 15:24:26 |   c3 |   76.9 |   49.5 |   141.9 |  1084755 |   18.7 |    21.4
   12 | 2026-03-07 15:24:28 |   c1 |   57.3 |   43.7 |   155.2 | 13679989 |   53.3 |    23.5
   12 | 2026-03-07 15:24:29 |   c2 |   76.3 |   65.4 |   178.7 | -16863100 |   22.7 |    47.4
   12 | 2026-03-07 15:24:30 |   c3 |   71.8 |   50.7 |   145.3 |  1080445 |   18.7 |    14.1
   13 | 2026-03-07 15:24:31 |   c1 |   60.5 |   51.9 |   183.9 |  8760764 |   52.6 |    12.6
   13 | 2026-03-07 15:24:32 |   c2 |   73.3 |   66.9 |   182.8 |  1221317 |   22.7 |    19.3
   13 | 2026-03-07 15:24:33 |   c3 |   78.7 |   51.9 |   148.9 |  1088539 |   18.7 |    29.4
   14 | 2026-03-07 15:24:34 |   c1 |   58.9 |   63.7 |   225.7 | 12387164 |   52.3 |    16.7
   14 | 2026-03-07 15:24:35 |   c2 |   77.2 |   68.2 |   186.3 |  1076264 |   22.7 |    16.9
   14 | 2026-03-07 15:24:36 |   c3 |   79.0 |   53.2 |   152.5 |  1014857 |   18.7 |    14.8
   15 | 2026-03-07 15:24:38 |   c1 |   57.9 |   75.5 |   260.4 |  9343425 |   52.4 |    15.2
   15 | 2026-03-07 15:24:39 |   c2 |   77.4 |   69.7 |   190.5 |  1052383 |   22.7 |    17.4
   15 | 2026-03-07 15:24:40 |   c3 |   73.7 |   54.5 |   156.4 |   979885 |   18.7 |    20.3
   16 | 2026-03-07 15:24:42 |   c1 |   90.6 |   56.7 |   272.5 |  3063729 |   54.5 |   447.3
   16 | 2026-03-07 15:24:44 |   c2 |   78.4 |   71.4 |   195.0 |  1031976 |   22.6 |    16.5
   16 | 2026-03-07 15:24:44 |   c3 |   81.7 |   56.0 |   160.7 |  1048775 |   18.6 |    19.0
   17 | 2026-03-07 15:24:46 |   c1 |   71.3 |   66.8 |   317.0 | 10876910 |   55.0 |    16.4
   17 | 2026-03-07 15:24:47 |   c2 |   77.3 |   73.0 |   199.3 |  1137145 |   22.6 |    19.2
   17 | 2026-03-07 15:24:48 |   c3 |   75.2 |   57.8 |   165.7 |  1282651 |   18.6 |    16.5
   18 | 2026-03-07 15:24:51 |   c1 |   51.8 |   75.0 |   358.1 |  8690810 |   56.7 |    14.6
   18 | 2026-03-07 15:24:52 |   c2 |   74.2 |   74.9 |   204.5 |  1052971 |   22.6 |    16.1
   18 | 2026-03-07 15:24:54 |   c3 |   63.4 |   59.6 |   171.0 |  1010190 |   18.6 |    24.4
   19 | 2026-03-07 15:24:56 |   c1 |   72.2 |    0.0 |       - | -68082999 |   60.7 |  1500.0
   19 | 2026-03-07 15:24:58 |   c2 |   67.8 |   77.5 |   211.8 |  1232143 |   22.5 |    19.8
   19 | 2026-03-07 15:24:59 |   c3 |   70.7 |   62.2 |   178.3 |  1333344 |   18.6 |    14.8
   20 | 2026-03-07 15:25:00 |   c1 |   54.3 |    0.0 |       - |        0 |    0.0 |     0.0
   20 | 2026-03-07 15:25:01 |   c2 |   46.3 |   79.5 |   217.0 |  2068722 |   22.5 |    12.0
   20 | 2026-03-07 15:25:02 |   c3 |   70.5 |   63.9 |   183.1 |  1921210 |   18.6 |    14.7
   21 | 2026-03-07 15:25:03 |   c1 |   53.7 |    0.0 |       - |        0 |    0.0 |     0.0
   21 | 2026-03-07 15:25:03 |   c2 |   51.7 |   81.3 |   222.1 |  1977029 |   22.5 |     8.7
   21 | 2026-03-07 15:25:04 |   c3 |   62.4 |   43.2 |   134.4 | -16697438 |   18.6 |    13.9
   22 | 2026-03-07 15:25:06 |   c1 |   53.7 |    0.0 |       - |        0 |    0.0 |     0.0
   22 | 2026-03-07 15:25:06 |   c2 |   47.1 |   83.2 |   227.4 |  1850074 |   22.5 |    19.6
   22 | 2026-03-07 15:25:07 |   c3 |   72.6 |   44.9 |   139.7 |  2025868 |   18.7 |    13.8
   23 | 2026-03-07 15:25:08 |   c1 |   53.2 |    0.0 |       - |        0 |    0.0 |     0.0
   23 | 2026-03-07 15:25:09 |   c2 |   48.8 |   85.4 |   233.3 |  2150322 |   22.6 |    40.0
   23 | 2026-03-07 15:25:10 |   c3 |   71.7 |   46.6 |   145.0 |  1884311 |   18.7 |    24.5
   24 | 2026-03-07 15:25:11 |   c1 |   71.9 |    0.0 |       - |        0 |    0.0 |     0.0
   24 | 2026-03-07 15:25:12 |   c2 |   72.3 |   61.3 |   184.7 | -16363193 |   22.6 |    15.4
   24 | 2026-03-07 15:25:13 |   c3 |   90.0 |   48.4 |   150.8 |  1868747 |   18.7 |    17.6
   25 | 2026-03-07 15:25:14 |   c1 |   52.2 |    0.0 |       - |        0 |    0.0 |     0.0
   25 | 2026-03-07 15:25:15 |   c2 |   43.8 |   63.1 |   190.1 |  1879783 |   22.6 |    13.6
   25 | 2026-03-07 15:25:15 |   c3 |   75.9 |   49.9 |   155.3 |  1831744 |   18.7 |    12.9
   26 | 2026-03-07 15:25:17 |   c1 |   55.0 |    0.0 |       - |        0 |    0.0 |     0.0
   26 | 2026-03-07 15:25:17 |   c2 |   62.7 |   64.9 |   195.5 |  2100170 |   22.6 |    13.1
   26 | 2026-03-07 15:25:18 |   c3 |   64.8 |   52.0 |   161.9 |  2187377 |   18.7 |    12.4


  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
    1 | 2026-03-07 15:26:56 |   c1 |    0.0 |   39.5 |   141.5 |        0 |   59.9 |    66.5
    1 | 2026-03-07 15:26:57 |   c2 |   70.8 |   64.9 |   175.2 |        0 |   22.1 |    14.9
    1 | 2026-03-07 15:26:58 |   c3 |   71.5 |   62.2 |   177.3 |        0 |   18.7 |    18.1
    2 | 2026-03-07 15:26:59 |   c1 |   54.6 |   41.6 |   149.0 |  2138127 |   58.3 |    48.5
    2 | 2026-03-07 15:27:00 |   c2 |   72.3 |   65.7 |   177.4 |   658509 |   22.1 |    11.7
    2 | 2026-03-07 15:27:01 |   c3 |   63.7 |   63.3 |   180.5 |  1015503 |   18.7 |    20.1
    3 | 2026-03-07 15:27:02 |   c1 |   58.2 |   43.5 |   155.9 |  2146346 |   57.0 |    21.8
    3 | 2026-03-07 15:27:03 |   c2 |   70.6 |   66.5 |   179.6 |   722696 |   22.1 |    13.0
    3 | 2026-03-07 15:27:04 |   c3 |   65.8 |   64.5 |   183.9 |  1051090 |   18.6 |    17.0
    4 | 2026-03-07 15:27:05 |   c1 |   50.4 |   45.2 |   161.9 |  2007397 |   55.6 |    18.0
    4 | 2026-03-07 15:27:06 |   c2 |   74.5 |   67.3 |   181.8 |   693976 |   22.1 |    14.9
    4 | 2026-03-07 15:27:07 |   c3 |   68.0 |   43.5 |   132.6 | -15706562 |   18.6 |    14.8
    5 | 2026-03-07 15:27:09 |   c1 |   54.1 |   47.2 |   169.1 |  2081415 |   54.2 |    20.2
    5 | 2026-03-07 15:27:09 |   c2 |   68.9 |   68.1 |   183.9 |   654776 |   22.1 |    27.2
    5 | 2026-03-07 15:27:10 |   c3 |   72.2 |   44.7 |   136.3 |  1183433 |   18.6 |    15.2
    6 | 2026-03-07 15:27:12 |   c1 |   53.8 |   49.0 |   175.5 |  2086108 |   53.1 |    19.8
    6 | 2026-03-07 15:27:13 |   c2 |   75.1 |   69.0 |   186.3 |   774503 |   22.1 |    15.4
    6 | 2026-03-07 15:27:13 |   c3 |   72.9 |   45.8 |   139.7 |  1094375 |   18.6 |    27.3
    7 | 2026-03-07 15:27:15 |   c1 |   48.1 |   50.5 |   180.9 |  1845893 |   52.0 |    18.8
    7 | 2026-03-07 15:27:16 |   c2 |   71.9 |   69.8 |   188.3 |   671211 |   22.1 |    13.2
    7 | 2026-03-07 15:27:17 |   c3 |   57.9 |   47.1 |   143.6 |  1053635 |   18.6 |    15.3
    8 | 2026-03-07 15:27:18 |   c1 |   52.5 |   52.6 |   188.5 |  2000993 |   50.6 |    37.6
    8 | 2026-03-07 15:27:20 |   c2 |   63.5 |   70.7 |   190.8 |   616236 |   22.1 |    14.7
    8 | 2026-03-07 15:27:21 |   c3 |   61.1 |   48.6 |   148.3 |  1148046 |   18.6 |    11.7
    9 | 2026-03-07 15:27:23 |   c1 |   55.0 |   36.2 |   127.8 | -13789821 |   49.5 |    21.2
    9 | 2026-03-07 15:27:24 |   c2 |   74.1 |   71.9 |   194.0 |   729524 |   22.0 |    15.3
    9 | 2026-03-07 15:27:25 |   c3 |   67.6 |   49.9 |   152.4 |  1096480 |   18.6 |    16.3
   10 | 2026-03-07 15:27:26 |   c1 |   55.3 |   38.1 |   134.7 |  2063986 |   48.8 |    15.7
   10 | 2026-03-07 15:27:27 |   c2 |   67.6 |   72.8 |   196.5 |   708816 |   22.0 |    14.0
   10 | 2026-03-07 15:27:28 |   c3 |   71.1 |   51.2 |   156.2 |  1136412 |   18.6 |    20.4
   11 | 2026-03-07 15:27:30 |   c1 |   62.5 |   43.2 |   152.7 |  5085733 |   48.1 |    44.7
   11 | 2026-03-07 15:27:31 |   c2 |   72.5 |   73.6 |   198.7 |   680113 |   22.0 |    14.2
   11 | 2026-03-07 15:27:32 |   c3 |   73.0 |   52.3 |   159.5 |   984923 |   18.6 |    16.7
   12 | 2026-03-07 15:27:33 |   c1 |   59.5 |   54.2 |   191.6 | 12191466 |   47.6 |    49.3
   12 | 2026-03-07 15:27:34 |   c2 |   75.8 |   74.4 |   201.0 |   700426 |   22.1 |    15.0
   12 | 2026-03-07 15:27:36 |   c3 |   60.2 |   53.7 |   163.9 |  1109212 |   18.6 |    12.2
   13 | 2026-03-07 15:27:37 |   c1 |   56.2 |   59.2 |   211.0 |  4496565 |   47.2 |    34.2
   13 | 2026-03-07 15:27:38 |   c2 |   67.7 |   75.5 |   203.8 |   636264 |   22.0 |    17.5
   13 | 2026-03-07 15:27:40 |   c3 |   72.6 |   55.0 |   167.9 |  1004484 |   18.6 |    33.5
   14 | 2026-03-07 15:27:41 |   c1 |   58.4 |   72.3 |   250.9 |  9712210 |   47.2 |    28.2
   14 | 2026-03-07 15:27:42 |   c2 |   76.1 |   76.5 |   206.7 |   720266 |   22.0 |    24.3
   14 | 2026-03-07 15:27:44 |   c3 |   91.0 |   56.6 |   172.8 |  1156182 |   18.6 |    40.3
   15 | 2026-03-07 15:27:46 |   c1 |   68.6 |   56.1 |   268.2 |  3559709 |   48.4 |    35.1
   15 | 2026-03-07 15:27:47 |   c2 |   73.0 |   77.8 |   210.1 |   690053 |   22.0 |    12.0
   15 | 2026-03-07 15:27:49 |   c3 |   67.6 |   58.4 |   178.3 |  1123322 |   18.6 |    21.8
   16 | 2026-03-07 15:27:50 |   c1 |   63.1 |   67.0 |   319.8 | 13258426 |   48.7 |    20.6
   16 | 2026-03-07 15:27:51 |   c2 |   81.8 |   78.7 |   212.6 |   624651 |   22.0 |    14.2
   16 | 2026-03-07 15:27:53 |   c3 |   75.9 |   59.9 |   182.8 |  1019123 |   18.6 |    19.2
   17 | 2026-03-07 15:27:55 |   c1 |   67.7 |   74.5 |   355.8 |  7719611 |   50.0 |   468.9
   17 | 2026-03-07 15:27:56 |   c2 |   77.0 |   80.1 |   216.2 |   735110 |   22.0 |    22.3
   17 | 2026-03-07 15:27:58 |   c3 |   68.4 |   47.3 |   134.3 | -9199340 |   18.5 |    11.8
   18 | 2026-03-07 15:28:00 |   c1 |   67.3 |   86.0 |   410.8 |  9725581 |   51.5 |    62.1
   18 | 2026-03-07 15:28:03 |   c2 |   91.0 |   81.5 |   220.1 |   602768 |   22.0 |    14.9
   18 | 2026-03-07 15:28:03 |   c3 |   69.7 |   49.1 |   139.5 |  1021882 |   18.5 |    14.0
   19 | 2026-03-07 15:28:05 |   c1 |   52.1 |    0.0 |       - | -89955114 |    0.0 |     0.0
   19 | 2026-03-07 15:28:05 |   c2 |   58.2 |   82.4 |   222.5 |   926798 |   21.9 |    13.9
   19 | 2026-03-07 15:28:06 |   c3 |   73.8 |   50.6 |   143.9 |  1570012 |   18.5 |    14.5
   20 | 2026-03-07 15:28:07 |   c1 |   46.9 |    0.0 |       - |        0 |    0.0 |     0.0
   20 | 2026-03-07 15:28:08 |   c2 |   50.0 |   83.3 |   224.9 |  1000415 |   22.0 |    11.6
   20 | 2026-03-07 15:28:08 |   c3 |   68.8 |   51.9 |   147.5 |  1562726 |   18.5 |    14.6
   21 | 2026-03-07 15:28:10 |   c1 |   49.3 |    0.0 |       - |        0 |    0.0 |     0.0
   21 | 2026-03-07 15:28:10 |   c2 |   58.6 |   84.1 |   227.2 |   938051 |   22.0 |    15.5
   21 | 2026-03-07 15:28:11 |   c3 |   78.6 |   53.4 |   151.7 |  1672141 |   18.6 |    14.7
   22 | 2026-03-07 15:28:13 |   c1 |   53.4 |    0.0 |       - |        0 |    0.0 |     0.0
   22 | 2026-03-07 15:28:13 |   c2 |   37.0 |   85.2 |   230.0 |   991568 |   22.0 |    11.3
