
(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
SSH bağlantıları kuruluyor...
  SSH bağlantısı kuruldu: 192.168.56.136
  SSH bağlantısı kuruldu: 192.168.56.137
  SSH bağlantısı kuruldu: 192.168.56.139
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
  153 | 2026-03-01 22:20:41 |   c1 |    1.1 |   41.9 |   108.7 |   122940 |    4.3 |    10.2
  153 | 2026-03-01 22:20:42 |   c2 |    0.0 |   67.3 |   222.0 |   479036 |    4.0 |    11.0
  153 | 2026-03-01 22:20:43 |   c3 |    2.1 |   50.6 |   163.0 |   362326 |    3.9 |    12.3
  154 | 2026-03-01 22:20:45 |   c1 |    1.7 |   42.1 |   109.3 |   178868 |    4.3 |    81.7
  154 | 2026-03-01 22:20:46 |   c2 |    0.0 |   67.6 |   222.8 |   197580 |    4.0 |    27.4
  154 | 2026-03-01 22:20:47 |   c3 |    2.1 |   51.1 |   164.6 |   391082 |    3.9 |     7.8
  155 | 2026-03-01 22:20:49 |   c1 |    1.0 |   42.6 |   110.5 |   309116 |    4.3 |     4.7
  155 | 2026-03-01 22:20:50 |   c2 |    1.9 |   67.8 |   223.7 |   247707 |    4.0 |    30.1
  155 | 2026-03-01 22:20:51 |   c3 |    1.1 |   51.4 |   165.8 |   285431 |    3.9 |    21.7
  156 | 2026-03-01 22:20:53 |   c1 |    0.0 |   42.9 |   111.4 |   215995 |    4.3 |    13.7
  156 | 2026-03-01 22:20:54 |   c2 |    1.1 |   68.1 |   224.7 |   220545 |    3.9 |    23.1
  156 | 2026-03-01 22:20:55 |   c3 |    1.0 |   51.6 |   166.5 |   176437 |    3.9 |    12.2
  157 | 2026-03-01 22:20:57 |   c1 |    1.1 |   43.3 |   112.4 |   250982 |    4.3 |    18.0
  157 | 2026-03-01 22:20:58 |   c2 |    1.1 |   68.2 |   224.8 |    25096 |    3.9 |    13.7
  157 | 2026-03-01 22:20:59 |   c3 |    1.1 |   51.7 |   166.7 |    55896 |    3.9 |    15.9
  158 | 2026-03-01 22:21:01 |   c1 |    4.2 |   43.4 |   112.5 |    38936 |    4.3 |     9.3
  158 | 2026-03-01 22:21:02 |   c2 |    3.1 |   68.5 |   225.9 |   280502 |    3.9 |    33.7
  158 | 2026-03-01 22:21:03 |   c3 |    0.0 |   52.1 |   168.1 |   353018 |    3.9 |    12.2
  159 | 2026-03-01 22:21:05 |   c1 |    3.0 |   43.6 |   113.2 |   174790 |    4.3 |    20.2
  159 | 2026-03-01 22:21:05 |   c2 |    3.1 |   68.6 |   226.3 |   131551 |    3.9 |    24.7
  159 | 2026-03-01 22:21:07 |   c3 |    3.2 |   52.5 |   169.1 |   287881 |    3.9 |     6.0
  160 | 2026-03-01 22:21:08 |   c1 |    2.0 |   44.1 |   114.4 |   329463 |    4.3 |    11.9
  160 | 2026-03-01 22:21:09 |   c2 |    0.0 |   69.2 |   228.3 |   490629 |    3.9 |    45.4
  160 | 2026-03-01 22:21:11 |   c3 |    2.6 |   52.8 |   170.3 |   287374 |    3.9 |    12.0
  161 | 2026-03-01 22:21:13 |   c1 |    1.0 |   44.4 |   115.1 |   163934 |    4.3 |    17.5
  161 | 2026-03-01 22:21:13 |   c2 |    1.0 |   24.9 |    83.6 | -34944026 |    3.9 |    20.6
  161 | 2026-03-01 22:21:15 |   c3 |    1.1 |   52.8 |   170.4 |    21675 |    3.9 |    19.3
  162 | 2026-03-01 22:21:17 |   c1 |    1.1 |   44.7 |   116.1 |   223494 |    4.3 |     6.0
  162 | 2026-03-01 22:21:18 |   c2 |    1.0 |   25.6 |    86.1 |   558838 |    3.9 |    13.7
  162 | 2026-03-01 22:21:19 |   c3 |    0.0 |   53.1 |   171.1 |   163969 |    3.8 |    16.2
  163 | 2026-03-01 22:21:21 |   c1 |    3.7 |   45.0 |   116.8 |   177191 |    4.2 |    30.6
  163 | 2026-03-01 22:21:22 |   c2 |    2.1 |   26.2 |    87.9 |   432987 |    3.9 |    21.1
  163 | 2026-03-01 22:21:23 |   c3 |    2.1 |   53.4 |   172.3 |   296049 |    3.8 |     7.9
  164 | 2026-03-01 22:21:25 |   c1 |    2.3 |   45.4 |   117.8 |   227548 |    4.3 |   262.2
  164 | 2026-03-01 22:21:26 |   c2 |    0.9 |   26.5 |    89.1 |   265660 |    3.9 |     7.4
  164 | 2026-03-01 22:21:28 |   c3 |    2.2 |   53.5 |   172.6 |    67077 |    3.8 |     8.7
  165 | 2026-03-01 22:21:29 |   c1 |    2.0 |   45.7 |   118.6 |   198561 |    4.3 |     8.6
  165 | 2026-03-01 22:21:30 |   c2 |    4.8 |   26.8 |    90.2 |   276693 |    3.9 |     7.5
  165 | 2026-03-01 22:21:32 |   c3 |    1.1 |   54.0 |   174.2 |   401820 |    3.8 |    34.8
  166 | 2026-03-01 22:21:33 |   c1 |    2.0 |   45.8 |   118.9 |    67993 |    4.3 |    11.3
  166 | 2026-03-01 22:21:34 |   c2 |    2.0 |   26.9 |    90.4 |    50606 |    3.8 |    37.4
  166 | 2026-03-01 22:21:36 |   c3 |    4.0 |   54.1 |   174.4 |    51476 |    3.8 |    17.1
  167 | 2026-03-01 22:21:37 |   c1 |    1.1 |   46.4 |   120.5 |   430346 |    4.2 |    18.9
  167 | 2026-03-01 22:21:38 |   c2 |    5.4 |   27.0 |    90.9 |   134323 |    3.8 |    18.9
  167 | 2026-03-01 22:21:40 |   c3 |    8.0 |   54.3 |   175.2 |   180372 |    3.8 |    19.1
  168 | 2026-03-01 22:21:41 |   c1 |    0.0 |   46.4 |   120.5 |        0 |    4.2 |     9.5
  168 | 2026-03-01 22:21:43 |   c2 |    1.1 |   27.5 |    92.4 |   350247 |    3.9 |    22.6
  168 | 2026-03-01 22:21:44 |   c3 |    2.9 |   54.8 |   176.7 |   365723 |    3.8 |    28.0
  169 | 2026-03-01 22:21:45 |   c1 |    4.7 |   46.7 |   121.2 |   159929 |    4.2 |     8.0
  169 | 2026-03-01 22:21:46 |   c2 |    0.0 |   27.6 |    92.6 |    54083 |    3.8 |    15.7
  169 | 2026-03-01 22:21:47 |   c3 |    1.7 |   55.0 |   177.3 |   166957 |    3.8 |     6.8
  170 | 2026-03-01 22:21:49 |   c1 |    1.0 |   47.3 |   122.7 |   407341 |    4.2 |    23.6
  170 | 2026-03-01 22:21:50 |   c2 |    2.1 |   27.9 |    93.9 |   317795 |    3.8 |    24.0
  170 | 2026-03-01 22:21:52 |   c3 |    0.0 |   55.5 |   179.1 |   433956 |    3.8 |    23.2
  171 | 2026-03-01 22:21:53 |   c1 |    2.1 |   47.6 |   123.4 |   176015 |    4.2 |    32.0
  171 | 2026-03-01 22:21:54 |   c2 |    4.1 |   28.0 |    94.1 |    53409 |    3.8 |    28.5
  171 | 2026-03-01 22:21:55 |   c3 |    2.1 |   55.5 |   179.1 |        0 |    3.8 |    24.7
  172 | 2026-03-01 22:21:57 |   c1 |    2.2 |   47.9 |   124.4 |   250278 |    4.2 |    16.4
  172 | 2026-03-01 22:21:58 |   c2 |    2.2 |   28.3 |    95.1 |   239776 |    3.8 |    39.0
  172 | 2026-03-01 22:21:59 |   c3 |    1.1 |   55.5 |   179.1 |        0 |    3.8 |    10.5
  173 | 2026-03-01 22:22:02 |   c1 |    7.3 |   48.1 |   124.9 |   109651 |    4.2 |    12.2
  173 | 2026-03-01 22:22:03 |   c2 |    1.0 |   28.7 |    96.6 |   330335 |    3.8 |     6.9
  173 | 2026-03-01 22:22:04 |   c3 |    1.0 |   56.1 |   181.0 |   431887 |    3.8 |    31.2
  174 | 2026-03-01 22:22:06 |   c1 |    1.1 |   48.3 |   125.4 |   119290 |    4.2 |     8.7
  174 | 2026-03-01 22:22:07 |   c2 |    1.1 |   28.8 |    96.8 |    52099 |    3.8 |    18.4
  174 | 2026-03-01 22:22:08 |   c3 |    3.2 |   56.2 |   181.1 |    34976 |    3.8 |    26.1
  175 | 2026-03-01 22:22:10 |   c1 |    4.2 |   49.0 |   127.2 |   452602 |    4.2 |    22.6
  175 | 2026-03-01 22:22:11 |   c2 |    1.0 |   29.3 |    98.6 |   448837 |    3.8 |    13.0
  175 | 2026-03-01 22:22:12 |   c3 |    3.0 |   56.8 |   183.1 |   480490 |    3.8 |    31.2
  176 | 2026-03-01 22:22:14 |   c1 |    1.0 |   49.1 |   127.5 |    89330 |    4.2 |    91.5
  176 | 2026-03-01 22:22:15 |   c2 |    1.1 |   29.4 |    98.8 |    46594 |    3.8 |     7.5
  176 | 2026-03-01 22:22:16 |   c3 |    1.1 |   57.0 |   183.8 |   155396 |    3.8 |    19.6
  177 | 2026-03-01 22:22:18 |   c1 |    2.1 |   49.4 |   128.3 |   170218 |    4.2 |     9.7
  177 | 2026-03-01 22:22:19 |   c2 |    2.2 |   29.8 |   100.2 |   355310 |    3.8 |    13.7
  177 | 2026-03-01 22:22:20 |   c3 |    0.7 |   57.4 |   185.1 |   330782 |    3.8 |    16.0
  178 | 2026-03-01 22:22:22 |   c1 |    0.0 |   49.9 |   129.4 |   249357 |    4.2 |    35.4
  178 | 2026-03-01 22:22:23 |   c2 |    3.1 |   30.0 |   100.7 |   114969 |    3.8 |     8.4
  178 | 2026-03-01 22:22:25 |   c3 |    1.1 |   57.6 |   185.8 |   163515 |    3.8 |    19.6
  179 | 2026-03-01 22:22:26 |   c1 |    3.1 |   49.9 |   129.5 |    26012 |    4.1 |     7.6
  179 | 2026-03-01 22:22:27 |   c2 |    1.1 |   30.3 |   101.8 |   255733 |    3.8 |    39.0
  179 | 2026-03-01 22:22:29 |   c3 |    0.0 |   57.8 |   186.3 |   101983 |    3.7 |     6.5
  180 | 2026-03-01 22:22:30 |   c1 |    1.1 |   50.3 |   130.5 |   276042 |    4.1 |    47.3
  180 | 2026-03-01 22:22:31 |   c2 |    1.9 |   30.6 |   102.8 |   297141 |    3.8 |     5.4
  180 | 2026-03-01 22:22:32 |   c3 |    1.1 |   58.2 |   187.6 |   429610 |    3.7 |    17.4
  181 | 2026-03-01 22:22:33 |   c1 |    5.9 |   50.5 |   130.9 |   122621 |    4.1 |     9.5
  181 | 2026-03-01 22:22:35 |   c2 |    1.0 |   30.7 |   103.3 |   137351 |    3.8 |    29.8
  181 | 2026-03-01 22:22:36 |   c3 |    0.0 |   58.5 |   188.6 |   250113 |    3.7 |    10.7
  182 | 2026-03-01 22:22:38 |   c1 |    0.0 |   51.0 |   132.4 |   371492 |    4.1 |     9.3
  182 | 2026-03-01 22:22:39 |   c2 |    2.1 |   31.0 |   104.3 |   252503 |    3.8 |    30.0
  182 | 2026-03-01 22:22:40 |   c3 |    0.0 |   58.9 |   190.0 |   323616 |    3.7 |    19.2
  183 | 2026-03-01 22:22:42 |   c1 |    1.1 |   51.2 |   132.9 |   113781 |    4.1 |     8.6
  183 | 2026-03-01 22:22:42 |   c2 |    2.1 |   31.3 |   105.3 |   246229 |    3.8 |    12.1
  183 | 2026-03-01 22:22:44 |   c3 |    7.5 |   59.0 |   190.2 |    72350 |    3.7 |    11.5
  184 | 2026-03-01 22:22:46 |   c1 |    2.0 |   51.4 |   133.3 |   103673 |    4.1 |    22.5
  184 | 2026-03-01 22:22:47 |   c2 |    0.0 |   31.5 |   105.9 |   141924 |    3.8 |    16.8
  184 | 2026-03-01 22:22:48 |   c3 |    2.1 |   59.2 |   190.7 |   134398 |    3.7 |    20.0
  185 | 2026-03-01 22:22:50 |   c1 |    4.3 |   51.8 |   134.4 |   267183 |    4.1 |    57.0
  185 | 2026-03-01 22:22:51 |   c2 |    2.8 |   31.8 |   106.8 |   222953 |    3.8 |    29.6
  185 | 2026-03-01 22:22:52 |   c3 |    2.1 |   59.6 |   192.3 |   346258 |    3.7 |    23.9
  186 | 2026-03-01 22:22:54 |   c1 |    1.1 |   52.1 |   135.2 |   199583 |    4.1 |     7.2
  186 | 2026-03-01 22:22:55 |   c2 |    1.1 |   31.9 |   107.3 |   129257 |    3.8 |    12.5
  186 | 2026-03-01 22:22:56 |   c3 |    6.6 |   59.7 |   192.4 |    24775 |    3.7 |    14.8
  187 | 2026-03-01 22:22:57 |   c1 |    0.0 |   52.5 |   136.2 |   261278 |    4.1 |    33.6
  187 | 2026-03-01 22:22:59 |   c2 |    3.3 |   32.3 |   108.7 |   366294 |    3.8 |    24.4
  187 | 2026-03-01 22:23:00 |   c3 |    3.3 |   60.3 |   194.5 |   528920 |    3.7 |    41.6
  188 | 2026-03-01 22:23:02 |   c1 |    0.0 |   52.8 |   136.9 |   189208 |    4.1 |     9.0
  188 | 2026-03-01 22:23:03 |   c2 |    0.9 |   32.4 |   108.9 |    54563 |    3.8 |    19.3
  188 | 2026-03-01 22:23:04 |   c3 |    3.1 |   60.4 |   194.7 |    48998 |    3.7 |    17.2
  189 | 2026-03-01 22:23:06 |   c1 |    4.2 |   52.9 |   137.4 |   105555 |    4.1 |    15.7
  189 | 2026-03-01 22:23:07 |   c2 |    2.2 |   32.7 |   109.9 |   252704 |    3.8 |     5.3
  189 | 2026-03-01 22:23:08 |   c3 |    1.1 |   60.6 |   195.3 |   150749 |    3.7 |     9.7
  190 | 2026-03-01 22:23:10 |   c1 |    4.5 |   53.5 |   138.8 |   353723 |    4.1 |    14.9
  190 | 2026-03-01 22:23:11 |   c2 |    1.0 |   33.1 |   111.3 |   351947 |    3.8 |    16.2
  190 | 2026-03-01 22:23:12 |   c3 |    5.3 |   61.0 |   196.8 |   355791 |    3.7 |     9.8
  191 | 2026-03-01 22:23:13 |   c1 |    2.0 |   53.5 |   139.0 |    32962 |    4.1 |    15.9
  191 | 2026-03-01 22:23:14 |   c2 |    2.1 |   33.3 |   111.8 |   127687 |    3.7 |     4.0
  191 | 2026-03-01 22:23:15 |   c3 |    3.5 |   61.1 |   197.0 |    57470 |    3.7 |    14.5
  192 | 2026-03-01 22:23:18 |   c1 |    0.0 |   54.0 |   140.2 |   284766 |    4.1 |    12.0
  192 | 2026-03-01 22:23:19 |   c2 |    0.9 |   33.7 |   113.2 |   307503 |    3.7 |     5.8
  192 | 2026-03-01 22:23:20 |   c3 |    2.1 |   61.8 |   199.4 |   499004 |    3.7 |     7.0
  193 | 2026-03-01 22:23:22 |   c1 |    1.1 |   54.2 |   140.6 |   111517 |    4.1 |     6.1
  193 | 2026-03-01 22:23:22 |   c2 |    0.0 |   33.7 |   113.3 |    32182 |    3.7 |    12.0
  193 | 2026-03-01 22:23:23 |   c3 |    0.9 |   61.9 |   199.6 |    68427 |    3.7 |     5.3
  194 | 2026-03-01 22:23:24 |   c1 |    0.0 |   54.4 |   141.1 |   160193 |    4.1 |     7.1
  194 | 2026-03-01 22:23:25 |   c2 |    1.1 |   33.8 |   113.7 |   159222 |    3.7 |    27.9
  194 | 2026-03-01 22:23:26 |   c3 |    0.9 |   62.0 |   199.8 |   103319 |    3.7 |    30.5
  195 | 2026-03-01 22:23:27 |   c1 |    1.0 |   55.0 |   142.7 |   534055 |    4.0 |    13.6
  195 | 2026-03-01 22:23:28 |   c2 |    2.3 |   34.1 |   114.7 |   329117 |    3.7 |     9.6
  195 | 2026-03-01 22:23:29 |   c3 |    0.0 |   62.2 |   200.6 |   231809 |    3.6 |     4.5
  196 | 2026-03-01 22:23:31 |   c1 |    0.9 |   55.1 |   143.1 |   117427 |    4.0 |    11.3
  196 | 2026-03-01 22:23:32 |   c2 |    0.9 |   34.4 |   115.7 |   275485 |    3.7 |    38.8
  196 | 2026-03-01 22:23:33 |   c3 |    0.0 |   62.6 |   201.7 |   307483 |    3.6 |    34.0
  197 | 2026-03-01 22:23:34 |   c1 |    0.0 |   55.3 |   143.4 |   105125 |    4.0 |     6.5
  197 | 2026-03-01 22:23:35 |   c2 |    1.1 |   34.5 |   115.9 |    36488 |    3.7 |     7.3
  197 | 2026-03-01 22:23:36 |   c3 |    1.5 |   62.6 |   201.7 |        0 |    3.6 |    41.9
  198 | 2026-03-01 22:23:38 |   c1 |    0.0 |   55.8 |   144.9 |   399153 |    4.0 |     7.1
  198 | 2026-03-01 22:23:39 |   c2 |    0.0 |   34.9 |   117.3 |   354314 |    3.7 |     5.1
  198 | 2026-03-01 22:23:40 |   c3 |    1.1 |   62.6 |   201.7 |        0 |    3.6 |    16.5
  199 | 2026-03-01 22:23:41 |   c1 |    2.2 |   55.9 |   145.0 |    38962 |    4.0 |    16.0
  199 | 2026-03-01 22:23:42 |   c2 |    3.0 |   35.1 |   117.9 |   185612 |    3.7 |    18.2
  199 | 2026-03-01 22:23:43 |   c3 |    2.2 |   63.5 |   204.8 |   914706 |    3.6 |     8.4
  200 | 2026-03-01 22:23:45 |   c1 |    2.0 |   56.1 |   145.5 |   149631 |    4.0 |    10.8
  200 | 2026-03-01 22:23:45 |   c2 |    2.1 |   35.1 |   118.0 |    34884 |    3.7 |    12.1
  200 | 2026-03-01 22:23:47 |   c3 |    1.0 |   63.6 |   205.0 |    39865 |    3.6 |    20.7
  201 | 2026-03-01 22:23:49 |   c1 |    1.9 |   56.5 |   146.7 |   303592 |    4.0 |     9.0
  201 | 2026-03-01 22:23:50 |   c2 |    2.9 |   35.6 |   119.7 |   417728 |    3.7 |    11.1
  201 | 2026-03-01 22:23:51 |   c3 |    2.0 |   64.3 |   207.3 |   530071 |    3.6 |    37.8
  202 | 2026-03-01 22:23:53 |   c1 |    1.8 |   56.8 |   147.4 |   174070 |    4.0 |     9.8
  202 | 2026-03-01 22:23:54 |   c2 |    1.1 |   35.7 |   119.8 |    26529 |    3.7 |    11.0
  202 | 2026-03-01 22:23:55 |   c3 |    1.8 |   64.3 |   207.3 |        0 |    3.6 |     8.5
  203 | 2026-03-01 22:23:58 |   c1 |    4.2 |   57.1 |   148.3 |   172550 |    4.0 |    52.6
  203 | 2026-03-01 22:23:59 |   c2 |    1.1 |   36.1 |   121.4 |   293194 |    3.8 |    12.6
  203 | 2026-03-01 22:24:01 |   c3 |    2.8 |   64.8 |   209.1 |   334611 |    3.6 |    22.2
  204 | 2026-03-01 22:24:02 |   c1 |    1.0 |   57.5 |   149.1 |   170465 |    4.0 |     9.9
  204 | 2026-03-01 22:24:04 |   c2 |    0.0 |   36.3 |   121.9 |   113702 |    3.8 |     8.6
  204 | 2026-03-01 22:24:05 |   c3 |    3.1 |   65.1 |   209.9 |   187347 |    3.6 |    20.0
  205 | 2026-03-01 22:24:07 |   c1 |   29.1 |   57.5 |   149.3 |    50721 |    4.1 |    14.3
  205 | 2026-03-01 22:24:08 |   c2 |    6.4 |   36.4 |   122.3 |    95420 |    3.8 |    22.2
  205 | 2026-03-01 22:24:10 |   c3 |    8.1 |   65.2 |   210.1 |    48866 |    3.6 |    10.5
  206 | 2026-03-01 22:24:11 |   c1 |    3.1 |   58.3 |   151.2 |   454721 |    4.1 |    10.5
  206 | 2026-03-01 22:24:12 |   c2 |    1.1 |   37.0 |   124.4 |   543305 |    3.8 |     6.9
  206 | 2026-03-01 22:24:14 |   c3 |    4.0 |   65.7 |   211.9 |   440026 |    3.6 |   120.7
  207 | 2026-03-01 22:24:16 |   c1 |    2.1 |   58.4 |   151.5 |    47529 |    4.1 |     7.2
  207 | 2026-03-01 22:24:17 |   c2 |    0.0 |   37.1 |   124.6 |    43712 |    3.8 |    11.0
  207 | 2026-03-01 22:24:18 |   c3 |    2.0 |   65.8 |   212.2 |    67613 |    3.6 |    43.5
  208 | 2026-03-01 22:24:20 |   c1 |    1.9 |   58.7 |   152.3 |   199233 |    4.1 |     9.5
  208 | 2026-03-01 22:24:22 |   c2 |    2.1 |   37.3 |   125.5 |   183891 |    3.8 |    30.5
  208 | 2026-03-01 22:24:23 |   c3 |    0.7 |   66.1 |   213.3 |   216183 |    3.6 |     9.5
  209 | 2026-03-01 22:24:25 |   c1 |    3.7 |   59.2 |   153.6 |   284640 |    4.1 |     7.4
  209 | 2026-03-01 22:24:26 |   c2 |    3.9 |   37.5 |   126.1 |   159816 |    3.7 |     4.5
  209 | 2026-03-01 22:24:27 |   c3 |    2.0 |   26.3 |    88.1 | -31739722 |    3.6 |    18.1
  210 | 2026-03-01 22:24:28 |   c1 |    2.9 |   59.5 |   154.5 |   241195 |    4.1 |    10.2
  210 | 2026-03-01 22:24:29 |   c2 |    2.1 |   38.0 |   127.6 |   380903 |    3.7 |     7.1
  210 | 2026-03-01 22:24:31 |   c3 |    2.1 |   27.0 |    90.2 |   539232 |    3.6 |    11.0
  211 | 2026-03-01 22:24:33 |   c1 |    1.1 |   59.8 |   155.1 |   148084 |    4.1 |    19.1
  211 | 2026-03-01 22:24:34 |   c2 |    3.2 |   38.2 |   128.4 |   185489 |    3.7 |    20.3
  211 | 2026-03-01 22:24:35 |   c3 |    2.0 |   27.2 |    90.9 |   155711 |    3.6 |     6.9
  212 | 2026-03-01 22:24:38 |   c1 |    6.8 |   60.1 |   155.9 |   146264 |    4.1 |    11.0
  212 | 2026-03-01 22:24:39 |   c2 |    1.8 |   38.6 |   129.6 |   246158 |    3.7 |     5.6
  212 | 2026-03-01 22:24:40 |   c3 |    2.2 |   27.3 |    91.3 |    90067 |    3.6 |    27.5
  213 | 2026-03-01 22:24:42 |   c1 |    1.9 |   60.4 |   156.8 |   228637 |    4.1 |    15.8
  213 | 2026-03-01 22:24:43 |   c2 |    0.0 |   38.8 |   130.5 |   235558 |    3.7 |    18.4
  213 | 2026-03-01 22:24:44 |   c3 |    1.1 |   27.6 |    92.4 |   285564 |    3.6 |    15.6
  214 | 2026-03-01 22:24:45 |   c1 |    0.0 |   60.7 |   157.6 |   207097 |    4.0 |    10.2
  214 | 2026-03-01 22:24:46 |   c2 |    1.1 |   39.1 |   131.5 |   261804 |    3.7 |     7.2
  214 | 2026-03-01 22:24:47 |   c3 |    3.0 |   27.8 |    92.9 |   140401 |    3.6 |    10.4
  215 | 2026-03-01 22:24:49 |   c1 |    1.8 |   61.1 |   158.5 |   251323 |    4.0 |    47.9
  215 | 2026-03-01 22:24:50 |   c2 |    0.0 |   39.4 |   132.5 |   258402 |    3.7 |    15.6
  215 | 2026-03-01 22:24:52 |   c3 |    1.0 |   28.0 |    93.7 |   189817 |    3.6 |    25.4
  216 | 2026-03-01 22:24:53 |   c1 |    2.2 |   61.2 |   158.8 |    66618 |    4.0 |    20.7
  216 | 2026-03-01 22:24:54 |   c2 |    3.8 |   39.5 |   132.7 |    28086 |    3.7 |    20.2
  216 | 2026-03-01 22:24:55 |   c3 |    1.1 |   28.1 |    93.9 |    46910 |    3.6 |     4.6
  217 | 2026-03-01 22:24:57 |   c1 |    2.0 |   61.7 |   160.2 |   380123 |    4.0 |    13.5
  217 | 2026-03-01 22:24:58 |   c2 |    6.4 |   39.7 |   133.5 |   214310 |    3.7 |    20.6
  217 | 2026-03-01 22:24:59 |   c3 |    3.2 |   28.3 |    94.7 |   206967 |    3.6 |     5.9
  218 | 2026-03-01 22:25:01 |   c1 |    2.7 |   62.0 |   161.0 |   201962 |    4.0 |    11.8
  218 | 2026-03-01 22:25:02 |   c2 |    1.0 |   40.2 |   135.0 |   402029 |    3.7 |    31.9
  218 | 2026-03-01 22:25:03 |   c3 |    2.0 |   28.7 |    95.9 |   303342 |    3.6 |    26.1
  219 | 2026-03-01 22:25:05 |   c1 |    3.7 |   62.2 |   161.5 |   114942 |    4.0 |     9.1
  219 | 2026-03-01 22:25:06 |   c2 |    1.0 |   40.2 |   135.1 |    27734 |    3.7 |     6.5
  219 | 2026-03-01 22:25:07 |   c3 |    0.0 |   28.8 |    96.3 |   108793 |    3.6 |     4.7
  220 | 2026-03-01 22:25:08 |   c1 |    0.0 |   62.7 |   162.8 |   415896 |    4.0 |    12.3
  220 | 2026-03-01 22:25:09 |   c2 |    5.1 |   40.6 |   136.4 |   392420 |    3.7 |    14.9
  220 | 2026-03-01 22:25:10 |   c3 |    1.0 |   29.3 |    98.0 |   500630 |    3.5 |     5.8
  221 | 2026-03-01 22:25:13 |   c1 |    0.8 |   62.8 |   163.0 |    29636 |    4.0 |    21.4
  221 | 2026-03-01 22:25:13 |   c2 |    1.1 |   40.9 |   137.3 |   227028 |    3.7 |     6.1
  221 | 2026-03-01 22:25:14 |   c3 |    0.0 |   29.4 |    98.2 |    45988 |    3.5 |     7.7
  222 | 2026-03-01 22:25:16 |   c1 |    1.1 |   63.1 |   163.7 |   210486 |    4.0 |    21.9
  222 | 2026-03-01 22:25:17 |   c2 |    4.0 |   40.9 |   137.4 |    30473 |    3.7 |    43.1
  222 | 2026-03-01 22:25:19 |   c3 |    3.9 |   29.6 |    99.0 |   171295 |    3.5 |    25.1
  223 | 2026-03-01 22:25:21 |   c1 |    2.8 |   63.5 |   164.8 |   232520 |    4.0 |     8.7
  223 | 2026-03-01 22:25:22 |   c2 |    2.0 |   41.3 |   138.7 |   282286 |    3.7 |    11.9
  223 | 2026-03-01 22:25:23 |   c3 |    1.5 |   30.0 |   100.3 |   337075 |    3.5 |     8.5
  224 | 2026-03-01 22:25:24 |   c1 |    0.9 |   63.7 |   165.4 |   173982 |    4.0 |    11.7
  224 | 2026-03-01 22:25:26 |   c2 |    0.0 |   41.4 |   139.3 |   142964 |    3.7 |     8.1
  224 | 2026-03-01 22:25:26 |   c3 |    1.1 |   30.1 |   100.8 |   112008 |    3.5 |     6.8
  225 | 2026-03-01 22:25:28 |   c1 |    1.1 |   64.1 |   166.4 |   289238 |    4.0 |    17.5
  225 | 2026-03-01 22:25:29 |   c2 |    1.1 |   42.0 |   141.2 |   538267 |    3.7 |     5.8
  225 | 2026-03-01 22:25:30 |   c3 |    1.1 |   30.6 |   102.2 |   359624 |    3.5 |     5.7
  226 | 2026-03-01 22:25:32 |   c1 |    2.2 |   64.3 |   166.8 |    75819 |    4.0 |    10.0
  226 | 2026-03-01 22:25:33 |   c2 |    0.8 |   42.1 |   141.4 |    52787 |    3.7 |    10.7
  226 | 2026-03-01 22:25:35 |   c3 |    3.1 |   30.6 |   102.2 |        0 |    3.5 |    34.4
  227 | 2026-03-01 22:25:37 |   c1 |    4.3 |   64.4 |   167.1 |    68821 |    4.0 |    14.2
  227 | 2026-03-01 22:25:38 |   c2 |    1.9 |   42.1 |   141.6 |    52696 |    3.6 |    16.3
  227 | 2026-03-01 22:25:39 |   c3 |    2.2 |   30.6 |   102.2 |        0 |    3.5 |     7.8
  228 | 2026-03-01 22:25:41 |   c1 |    1.7 |   65.1 |   169.0 |   505226 |    3.9 |     9.7
  228 | 2026-03-01 22:25:42 |   c2 |    2.1 |   42.6 |   143.1 |   388901 |    3.6 |    18.5
  228 | 2026-03-01 22:25:43 |   c3 |    1.1 |   31.0 |   103.7 |   339758 |    3.5 |    21.4
  229 | 2026-03-01 22:25:45 |   c1 |    1.1 |   65.3 |   169.4 |    94710 |    3.9 |    11.6
  229 | 2026-03-01 22:25:46 |   c2 |    0.0 |   42.8 |   143.8 |   161172 |    3.6 |     7.1
  229 | 2026-03-01 22:25:47 |   c3 |    1.1 |   31.0 |   103.7 |        0 |    3.5 |     6.9
  230 | 2026-03-01 22:25:49 |   c1 |    3.0 |   65.6 |   170.3 |   239053 |    3.9 |    60.2
  230 | 2026-03-01 22:25:50 |   c2 |    2.2 |   43.3 |   145.5 |   459799 |    3.6 |     8.3
  230 | 2026-03-01 22:25:51 |   c3 |    2.2 |   31.4 |   105.2 |   393011 |    3.5 |     7.4
  231 | 2026-03-01 22:25:52 |   c1 |    1.7 |   65.9 |   171.1 |   202003 |    3.9 |    13.4
  231 | 2026-03-01 22:25:53 |   c2 |    1.1 |   43.5 |   146.0 |   134442 |    3.6 |     7.6
  231 | 2026-03-01 22:25:55 |   c3 |    2.0 |   31.7 |   106.0 |   222081 |    3.5 |    23.7
