
(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
SSH bağlantıları kuruluyor...
  SSH bağlantısı kuruldu: 192.168.56.136
  SSH bağlantısı kuruldu: 192.168.56.137
  SSH bağlantısı kuruldu: 192.168.56.139
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
   74 | 2026-03-01 22:15:29 |   c1 |    0.0 |   56.4 |   148.1 |   203009 |    5.5 |    11.8
   74 | 2026-03-01 22:15:30 |   c2 |    0.0 |   44.2 |   145.8 |   285765 |    5.5 |    22.0
   74 | 2026-03-01 22:15:31 |   c3 |    0.0 |   28.7 |    92.7 |   544198 |    5.0 |    10.8
   75 | 2026-03-01 22:15:33 |   c1 |    0.0 |   56.6 |   148.5 |   135808 |    5.5 |     9.6
   75 | 2026-03-01 22:15:34 |   c2 |    1.0 |   44.3 |   145.9 |    38428 |    5.4 |     8.5
   75 | 2026-03-01 22:15:35 |   c3 |    0.8 |   28.9 |    93.0 |   102809 |    4.9 |    32.0
   76 | 2026-03-01 22:15:37 |   c1 |    0.0 |   57.0 |   149.7 |   276880 |    5.5 |     9.2
   76 | 2026-03-01 22:15:38 |   c2 |    5.2 |   44.6 |   146.9 |   241602 |    5.4 |    11.5
   76 | 2026-03-01 22:15:39 |   c3 |    2.8 |   29.1 |    93.9 |   217624 |    4.9 |    19.7
   77 | 2026-03-01 22:15:41 |   c1 |    1.1 |   57.3 |   150.4 |   177204 |    5.4 |     9.5
   77 | 2026-03-01 22:15:42 |   c2 |    3.2 |   45.0 |   148.4 |   359012 |    5.4 |    15.7
   77 | 2026-03-01 22:15:43 |   c3 |    3.7 |   29.5 |    95.1 |   291036 |    4.9 |    44.8
   78 | 2026-03-01 22:15:45 |   c1 |    0.9 |   57.4 |   150.9 |   121867 |    5.4 |    18.6
   78 | 2026-03-01 22:15:46 |   c2 |    1.1 |   45.2 |   149.1 |   173171 |    5.4 |    22.1
   78 | 2026-03-01 22:15:47 |   c3 |    1.0 |   29.8 |    96.1 |   243695 |    4.8 |    35.1
   79 | 2026-03-01 22:15:49 |   c1 |    2.0 |   58.4 |   153.4 |   643526 |    5.4 |    22.4
   79 | 2026-03-01 22:15:50 |   c2 |    4.1 |   45.8 |   150.9 |   462980 |    5.3 |    16.3
   79 | 2026-03-01 22:15:51 |   c3 |    3.2 |   30.4 |    98.2 |   521892 |    4.8 |    42.2
   80 | 2026-03-01 22:15:53 |   c1 |    1.0 |   58.5 |   153.6 |    41364 |    5.4 |    13.3
   80 | 2026-03-01 22:15:54 |   c2 |    1.1 |   45.9 |   151.4 |   142078 |    5.3 |     5.6
   80 | 2026-03-01 22:15:55 |   c3 |    3.1 |   30.4 |    98.2 |        0 |    4.8 |    14.1
   81 | 2026-03-01 22:15:57 |   c1 |    3.4 |   58.7 |   154.2 |   156100 |    5.4 |     6.6
   81 | 2026-03-01 22:15:58 |   c2 |    1.1 |   46.3 |   152.5 |   287134 |    5.2 |    10.9
   81 | 2026-03-01 22:15:59 |   c3 |    1.1 |   30.8 |    99.2 |   266120 |    4.8 |    14.2
   82 | 2026-03-01 22:16:01 |   c1 |    1.1 |   59.1 |   155.1 |   217394 |    5.4 |    11.5
   82 | 2026-03-01 22:16:02 |   c2 |    1.1 |   46.7 |   154.1 |   369593 |    5.2 |    14.2
   82 | 2026-03-01 22:16:03 |   c3 |    3.2 |   31.2 |   100.6 |   356503 |    4.8 |    26.7
   83 | 2026-03-01 22:16:05 |   c1 |    1.5 |   59.4 |   156.1 |   238520 |    5.4 |    14.3
   83 | 2026-03-01 22:16:06 |   c2 |    5.3 |   46.9 |   154.7 |   135067 |    5.2 |    42.7
   83 | 2026-03-01 22:16:07 |   c3 |    1.0 |   31.2 |   100.6 |        0 |    4.7 |    20.3
   84 | 2026-03-01 22:16:09 |   c1 |    2.2 |   60.1 |   157.8 |   428032 |    5.4 |    15.6
   84 | 2026-03-01 22:16:10 |   c2 |    1.1 |   47.5 |   156.6 |   484253 |    5.1 |    15.9
   84 | 2026-03-01 22:16:11 |   c3 |    2.0 |   31.8 |   102.5 |   513367 |    4.7 |    13.4
   85 | 2026-03-01 22:16:13 |   c1 |    2.3 |   60.4 |   158.6 |   219025 |    5.3 |    12.6
   85 | 2026-03-01 22:16:14 |   c2 |    3.1 |   47.6 |   156.9 |    63171 |    5.1 |    21.7
   85 | 2026-03-01 22:16:15 |   c3 |    1.0 |   31.9 |   102.8 |    74083 |    4.7 |    41.6
   86 | 2026-03-01 22:16:17 |   c1 |    2.2 |   60.4 |   158.8 |    38827 |    5.3 |    16.0
   86 | 2026-03-01 22:16:18 |   c2 |    3.8 |   47.6 |   157.0 |    35090 |    5.1 |    24.3
   86 | 2026-03-01 22:16:19 |   c3 |    2.2 |   31.9 |   102.9 |    23810 |    4.6 |     7.9
   87 | 2026-03-01 22:16:21 |   c1 |    1.1 |   61.1 |   160.4 |   394200 |    5.3 |     9.3
   87 | 2026-03-01 22:16:22 |   c2 |    1.9 |   48.2 |   159.1 |   495356 |    5.1 |     9.2
   87 | 2026-03-01 22:16:23 |   c3 |    0.0 |   32.4 |   104.5 |   403754 |    4.6 |    14.7
   88 | 2026-03-01 22:16:25 |   c1 |    3.3 |   61.1 |   160.5 |    41389 |    5.2 |    14.8
   88 | 2026-03-01 22:16:26 |   c2 |    1.1 |   48.3 |   159.2 |    36164 |    5.0 |    18.0
   88 | 2026-03-01 22:16:27 |   c3 |    2.1 |   32.5 |   104.7 |    50473 |    4.6 |    23.0
   89 | 2026-03-01 22:16:29 |   c1 |    1.1 |   61.7 |   162.1 |   378547 |    5.2 |    49.8
   89 | 2026-03-01 22:16:30 |   c2 |    2.7 |   48.8 |   160.9 |   413072 |    5.0 |    12.8
   89 | 2026-03-01 22:16:31 |   c3 |    2.5 |   33.0 |   106.5 |   452148 |    4.6 |    15.3
   90 | 2026-03-01 22:16:34 |   c1 |    3.5 |   61.8 |   162.2 |    32010 |    5.2 |    31.0
   90 | 2026-03-01 22:16:35 |   c2 |    3.1 |   48.9 |   161.1 |    41905 |    5.0 |    11.8
   90 | 2026-03-01 22:16:36 |   c3 |    1.0 |   33.1 |   106.8 |    42676 |    4.6 |    31.5
   91 | 2026-03-01 22:16:38 |   c1 |    1.0 |   62.7 |   164.6 |   524075 |    5.1 |     8.3
   91 | 2026-03-01 22:16:39 |   c2 |    2.1 |   49.3 |   162.6 |   382089 |    5.0 |    18.6
   91 | 2026-03-01 22:16:40 |   c3 |    1.1 |   33.7 |   108.7 |   511245 |    4.6 |    21.0
   92 | 2026-03-01 22:16:42 |   c1 |    0.0 |   62.9 |   165.1 |   142478 |    5.1 |    12.5
   92 | 2026-03-01 22:16:43 |   c2 |    0.0 |   49.6 |   163.5 |   229053 |    4.9 |    13.0
   92 | 2026-03-01 22:16:44 |   c3 |    0.5 |   33.9 |   109.4 |   183046 |    4.5 |    31.4
   93 | 2026-03-01 22:16:46 |   c1 |    1.1 |   63.1 |   165.7 |   141954 |    5.1 |    11.2
   93 | 2026-03-01 22:16:47 |   c2 |    2.1 |   49.8 |   164.3 |   201101 |    4.9 |    21.7
   93 | 2026-03-01 22:16:48 |   c3 |    0.0 |   34.0 |   109.6 |    47225 |    4.5 |    18.4
   94 | 2026-03-01 22:16:50 |   c1 |    2.2 |   63.6 |   167.0 |   360248 |    5.1 |     7.9
   94 | 2026-03-01 22:16:51 |   c2 |    1.1 |   50.2 |   165.5 |   331198 |    4.8 |    10.4
   94 | 2026-03-01 22:16:52 |   c3 |    0.0 |   34.5 |   111.1 |   402054 |    4.5 |    23.5
   95 | 2026-03-01 22:16:54 |   c1 |    1.1 |   63.8 |   167.7 |   158285 |    5.0 |    35.2
   95 | 2026-03-01 22:16:55 |   c2 |    2.1 |   50.7 |   167.3 |   447567 |    4.8 |    10.5
   95 | 2026-03-01 22:16:56 |   c3 |    2.0 |   34.8 |   112.3 |   319185 |    4.5 |    16.3
   96 | 2026-03-01 22:16:57 |   c1 |    2.9 |   64.3 |   168.8 |   305433 |    5.0 |    13.6
   96 | 2026-03-01 22:16:58 |   c2 |    9.9 |   50.9 |   167.9 |   165578 |    4.8 |     7.2
   96 | 2026-03-01 22:16:59 |   c3 |    5.6 |   34.9 |   112.6 |    77384 |    4.5 |    56.8
   97 | 2026-03-01 22:17:01 |   c1 |    5.4 |   64.5 |   169.4 |   165783 |    5.0 |    12.3
   97 | 2026-03-01 22:17:02 |   c2 |    3.1 |   51.3 |   169.0 |   288354 |    4.8 |    12.2
   97 | 2026-03-01 22:17:03 |   c3 |    1.4 |   35.3 |   113.9 |   348089 |    4.5 |    31.6
   98 | 2026-03-01 22:17:05 |   c1 |    0.0 |   64.7 |   169.9 |   115630 |    5.0 |     7.8
   98 | 2026-03-01 22:17:06 |   c2 |    0.9 |   51.5 |   169.7 |   182434 |    4.8 |    20.2
   98 | 2026-03-01 22:17:07 |   c3 |    0.0 |   35.5 |   114.5 |   147338 |    4.4 |     8.7
   99 | 2026-03-01 22:17:09 |   c1 |    1.1 |   65.2 |   171.2 |   336574 |    5.0 |    12.2
   99 | 2026-03-01 22:17:10 |   c2 |    2.1 |   52.0 |   171.4 |   386441 |    4.8 |    21.9
   99 | 2026-03-01 22:17:11 |   c3 |    0.9 |   35.8 |   115.6 |   260575 |    4.5 |    24.7
  100 | 2026-03-01 22:17:13 |   c1 |    3.0 |   65.6 |   172.3 |   286930 |    4.9 |     9.3
  100 | 2026-03-01 22:17:14 |   c2 |    3.1 |   52.1 |   172.0 |   164951 |    4.7 |     7.4
  100 | 2026-03-01 22:17:15 |   c3 |    0.0 |   36.2 |   116.9 |   340283 |    4.4 |    14.5
  101 | 2026-03-01 22:17:17 |   c1 |    3.2 |   65.7 |   172.5 |    46561 |    4.9 |     9.7
  101 | 2026-03-01 22:17:18 |   c2 |    2.5 |   52.2 |   172.1 |    35526 |    4.7 |     9.5
  101 | 2026-03-01 22:17:19 |   c3 |    1.9 |   36.3 |   117.0 |    21833 |    4.4 |    31.4
  102 | 2026-03-01 22:17:21 |   c1 |    1.8 |   66.3 |   174.2 |   398356 |    4.9 |    10.3
  102 | 2026-03-01 22:17:22 |   c2 |    0.0 |   52.7 |   173.9 |   405892 |    4.7 |    17.0
  102 | 2026-03-01 22:17:24 |   c3 |    3.2 |   36.7 |   118.2 |   297199 |    4.4 |    60.5
  103 | 2026-03-01 22:17:25 |   c1 |    0.0 |   66.5 |   174.6 |    90989 |    4.9 |     9.2
  103 | 2026-03-01 22:17:26 |   c2 |    0.0 |   52.9 |   174.5 |   150221 |    4.7 |    17.8
  103 | 2026-03-01 22:17:27 |   c3 |    2.1 |   37.0 |   119.2 |   253051 |    4.4 |    24.6
  104 | 2026-03-01 22:17:29 |   c1 |    3.1 |   66.8 |   175.4 |   189149 |    4.9 |    10.0
  104 | 2026-03-01 22:17:30 |   c2 |    1.1 |   53.3 |   175.6 |   271740 |    4.7 |     8.5
  104 | 2026-03-01 22:17:31 |   c3 |    2.0 |   37.4 |   120.5 |   330313 |    4.4 |    34.1
  105 | 2026-03-01 22:17:33 |   c1 |    2.1 |   66.9 |   175.8 |   109159 |    4.8 |    25.5
  105 | 2026-03-01 22:17:34 |   c2 |    1.9 |   53.3 |   175.7 |    23403 |    4.7 |    66.8
  105 | 2026-03-01 22:17:35 |   c3 |    2.1 |   37.4 |   120.6 |    33056 |    4.4 |    13.8
  106 | 2026-03-01 22:17:37 |   c1 |    2.0 |   67.5 |   177.3 |   370074 |    4.8 |     8.5
  106 | 2026-03-01 22:17:38 |   c2 |    3.2 |   53.7 |   177.0 |   324898 |    4.7 |    13.9
  106 | 2026-03-01 22:17:39 |   c3 |    2.7 |   37.6 |   121.4 |   183028 |    4.4 |    25.9
  107 | 2026-03-01 22:17:41 |   c1 |    1.1 |   67.8 |   178.0 |   168150 |    4.8 |     9.2
  107 | 2026-03-01 22:17:42 |   c2 |    1.1 |   54.0 |   178.1 |   278286 |    4.6 |     8.6
  107 | 2026-03-01 22:17:43 |   c3 |    2.1 |   38.0 |   122.7 |   342984 |    4.4 |    13.5
  108 | 2026-03-01 22:17:45 |   c1 |    0.0 |   68.1 |   178.8 |   213972 |    4.8 |    29.6
  108 | 2026-03-01 22:17:46 |   c2 |    1.1 |   54.1 |   178.3 |    58364 |    4.6 |    10.3
  108 | 2026-03-01 22:17:47 |   c3 |    0.0 |   38.0 |   122.7 |        0 |    4.3 |     8.5
  109 | 2026-03-01 22:17:49 |   c1 |    3.0 |   68.6 |   180.2 |   385361 |    4.8 |    48.8
  109 | 2026-03-01 22:17:50 |   c2 |    1.1 |   54.8 |   180.7 |   619564 |    4.6 |    14.2
  109 | 2026-03-01 22:17:51 |   c3 |    1.1 |   38.7 |   124.8 |   553585 |    4.3 |    11.3
  110 | 2026-03-01 22:17:52 |   c1 |    1.1 |   68.9 |   180.9 |   207845 |    4.8 |     6.6
  110 | 2026-03-01 22:17:53 |   c2 |    3.8 |   55.0 |   181.2 |   155500 |    4.6 |    24.3
  110 | 2026-03-01 22:17:54 |   c3 |    1.1 |   38.7 |   124.9 |    35254 |    4.3 |    14.0
  111 | 2026-03-01 22:17:56 |   c1 |    2.7 |   69.1 |   181.5 |   139748 |    4.7 |     9.0
  111 | 2026-03-01 22:17:57 |   c2 |    0.0 |   55.2 |   182.0 |   189511 |    4.5 |    30.2
  111 | 2026-03-01 22:17:58 |   c3 |    1.0 |   38.7 |   124.9 |        0 |    4.3 |    22.5
  112 | 2026-03-01 22:18:00 |   c1 |    1.0 |   69.5 |   182.7 |   305723 |    4.7 |    43.8
  112 | 2026-03-01 22:18:01 |   c2 |    2.0 |   55.7 |   183.6 |   402467 |    4.5 |    29.3
  112 | 2026-03-01 22:18:02 |   c3 |    0.0 |   39.5 |   127.4 |   637970 |    4.3 |    16.0
  113 | 2026-03-01 22:18:04 |   c1 |    2.0 |   69.6 |   182.8 |    42109 |    4.7 |    11.8
  113 | 2026-03-01 22:18:05 |   c2 |    2.1 |   55.7 |   183.6 |        0 |    4.5 |    44.9
  113 | 2026-03-01 22:18:06 |   c3 |    1.1 |   39.6 |   127.6 |    53124 |    4.3 |     9.6
  114 | 2026-03-01 22:18:07 |   c1 |    1.1 |   70.4 |   185.0 |   598010 |    4.7 |     8.9
  114 | 2026-03-01 22:18:08 |   c2 |    5.6 |   55.8 |   184.1 |   148002 |    4.5 |     8.2
  114 | 2026-03-01 22:18:10 |   c3 |    9.1 |   39.8 |   128.4 |   228258 |    4.3 |    18.3
  115 | 2026-03-01 22:18:11 |   c1 |    1.1 |   70.7 |   185.6 |   157099 |    4.7 |    10.4
  115 | 2026-03-01 22:18:12 |   c2 |    1.1 |   56.4 |   186.0 |   489166 |    4.5 |    16.6
  115 | 2026-03-01 22:18:13 |   c3 |    2.0 |   40.4 |   130.1 |   448263 |    4.2 |    22.7
  116 | 2026-03-01 22:18:15 |   c1 |    1.1 |   70.7 |   185.8 |    41195 |    4.7 |    15.1
  116 | 2026-03-01 22:18:16 |   c2 |    1.1 |   56.4 |   186.1 |    35951 |    4.4 |    56.6
  116 | 2026-03-01 22:18:17 |   c3 |    2.6 |   40.5 |   130.6 |   126099 |    4.2 |    18.5
  117 | 2026-03-01 22:18:19 |   c1 |    2.0 |   71.4 |   187.6 |   456747 |    4.7 |    41.2
  117 | 2026-03-01 22:18:20 |   c2 |    0.0 |   56.9 |   187.7 |   393105 |    4.4 |    26.8
  117 | 2026-03-01 22:18:21 |   c3 |    1.9 |   41.0 |   132.3 |   444993 |    4.2 |    28.8
  118 | 2026-03-01 22:18:23 |   c1 |    0.9 |   71.5 |   187.9 |    86718 |    4.7 |    21.9
  118 | 2026-03-01 22:18:24 |   c2 |    4.2 |   57.0 |   187.9 |    52165 |    4.4 |    17.2
  118 | 2026-03-01 22:18:26 |   c3 |    1.0 |   41.2 |   132.8 |   108591 |    4.2 |    32.3
  119 | 2026-03-01 22:18:27 |   c1 |    2.2 |   71.9 |   189.0 |   236226 |    4.6 |    13.0
  119 | 2026-03-01 22:18:28 |   c2 |    4.2 |   57.1 |   188.3 |    90422 |    4.4 |     8.3
  119 | 2026-03-01 22:18:30 |   c3 |    2.0 |   41.3 |   133.0 |    49825 |    4.2 |    45.0
  120 | 2026-03-01 22:18:31 |   c1 |    1.1 |   72.2 |   189.6 |   156164 |    4.6 |     9.3
  120 | 2026-03-01 22:18:32 |   c2 |    1.9 |   57.9 |   191.0 |   677260 |    4.4 |    21.2
  120 | 2026-03-01 22:18:33 |   c3 |    0.0 |   41.8 |   134.8 |   470804 |    4.2 |    18.1
  121 | 2026-03-01 22:18:36 |   c1 |    2.2 |   72.6 |   190.6 |   235702 |    4.6 |    10.2
  121 | 2026-03-01 22:18:36 |   c2 |    2.0 |   58.0 |   191.3 |    83832 |    4.4 |    22.8
  121 | 2026-03-01 22:18:38 |   c3 |    2.0 |   41.9 |   135.0 |    47555 |    4.2 |     9.7
  122 | 2026-03-01 22:18:40 |   c1 |    1.1 |   72.9 |   191.5 |   242610 |    4.6 |    12.1
  122 | 2026-03-01 22:18:40 |   c2 |    1.8 |   58.5 |   193.0 |   413939 |    4.4 |    10.4
  122 | 2026-03-01 22:18:43 |   c3 |    3.2 |   42.4 |   136.6 |   325743 |    4.1 |    18.1
  123 | 2026-03-01 22:18:44 |   c1 |    0.0 |   73.1 |   192.0 |    99898 |    4.6 |    25.7
  123 | 2026-03-01 22:18:46 |   c2 |    1.1 |   58.7 |   193.6 |   118696 |    4.4 |     8.8
  123 | 2026-03-01 22:18:47 |   c3 |    1.1 |   42.6 |   137.4 |   188745 |    4.1 |    25.2
  124 | 2026-03-01 22:18:48 |   c1 |    1.1 |   73.5 |   193.1 |   270878 |    4.6 |     7.4
  124 | 2026-03-01 22:18:49 |   c2 |    2.0 |   59.0 |   194.5 |   263064 |    4.3 |     9.8
  124 | 2026-03-01 22:18:51 |   c3 |    2.7 |   43.0 |   138.7 |   321543 |    4.1 |    14.6
  125 | 2026-03-01 22:18:53 |   c1 |    2.2 |   33.1 |    85.8 | -26128118 |    4.7 |    33.4
  125 | 2026-03-01 22:18:54 |   c2 |    0.0 |   59.3 |   195.5 |   217057 |    4.3 |    19.2
  125 | 2026-03-01 22:18:55 |   c3 |    0.9 |   43.2 |   139.2 |   125689 |    4.1 |    65.7
  126 | 2026-03-01 22:18:57 |   c1 |    3.2 |   33.5 |    86.9 |   261081 |    4.7 |    14.2
  126 | 2026-03-01 22:18:58 |   c2 |    2.7 |   59.3 |   195.7 |    57144 |    4.3 |    28.7
  126 | 2026-03-01 22:18:59 |   c3 |    2.1 |   43.2 |   139.2 |        0 |    4.1 |    29.0
  127 | 2026-03-01 22:19:01 |   c1 |    1.0 |   33.9 |    87.9 |   242979 |    4.7 |    17.3
  127 | 2026-03-01 22:19:02 |   c2 |    2.1 |   59.7 |   197.0 |   301039 |    4.3 |    14.6
  127 | 2026-03-01 22:19:03 |   c3 |    4.2 |   43.5 |   140.2 |   253403 |    4.1 |    15.5
  128 | 2026-03-01 22:19:04 |   c1 |    3.1 |   34.2 |    88.7 |   201043 |    4.6 |     8.8
  128 | 2026-03-01 22:19:05 |   c2 |    2.0 |   59.9 |   197.7 |   193309 |    4.3 |    19.4
  128 | 2026-03-01 22:19:07 |   c3 |    1.1 |   43.7 |   140.9 |   187234 |    4.1 |     8.1
  129 | 2026-03-01 22:19:08 |   c1 |    2.1 |   34.7 |    90.1 |   390041 |    4.7 |   158.0
  129 | 2026-03-01 22:19:09 |   c2 |    2.9 |   60.4 |   199.2 |   375072 |    4.3 |     6.5
  129 | 2026-03-01 22:19:11 |   c3 |    3.1 |   44.2 |   142.5 |   386802 |    4.1 |    30.3
  130 | 2026-03-01 22:19:12 |   c1 |    1.1 |   34.9 |    90.7 |   141018 |    4.6 |     5.3
  130 | 2026-03-01 22:19:13 |   c2 |    3.2 |   60.7 |   200.1 |   235677 |    4.3 |    29.3
  130 | 2026-03-01 22:19:14 |   c3 |    1.9 |   44.3 |   142.9 |   101605 |    4.1 |     9.1
  131 | 2026-03-01 22:19:16 |   c1 |    7.8 |   35.1 |    91.2 |   136570 |    4.6 |     9.8
  131 | 2026-03-01 22:19:17 |   c2 |    1.1 |   60.9 |   200.9 |   211457 |    4.2 |    16.8
  131 | 2026-03-01 22:19:18 |   c3 |    1.7 |   44.6 |   143.9 |   264996 |    4.1 |    15.4
  132 | 2026-03-01 22:19:20 |   c1 |    6.6 |   35.5 |    92.1 |   225270 |    4.6 |     7.7
  132 | 2026-03-01 22:19:21 |   c2 |    3.0 |   61.3 |   202.1 |   309905 |    4.2 |     8.6
  132 | 2026-03-01 22:19:22 |   c3 |    2.0 |   45.0 |   145.1 |   321761 |    4.1 |    24.7
  133 | 2026-03-01 22:19:24 |   c1 |    3.3 |   35.7 |    92.6 |   144973 |    4.6 |     7.1
  133 | 2026-03-01 22:19:25 |   c2 |    0.0 |   61.5 |   202.9 |   204834 |    4.2 |    38.4
  133 | 2026-03-01 22:19:26 |   c3 |    2.7 |   45.2 |   145.8 |   154958 |    4.1 |    15.4
  134 | 2026-03-01 22:19:28 |   c1 |    2.6 |   36.2 |    94.0 |   325219 |    4.6 |    23.1
  134 | 2026-03-01 22:19:29 |   c2 |    1.8 |   62.0 |   204.6 |   435003 |    4.2 |    26.0
  134 | 2026-03-01 22:19:30 |   c3 |    1.9 |   45.7 |   147.3 |   386309 |    4.1 |    30.5
  135 | 2026-03-01 22:19:32 |   c1 |    0.9 |   36.4 |    94.5 |   133729 |    4.6 |    15.7
  135 | 2026-03-01 22:19:33 |   c2 |    3.9 |   62.1 |   204.9 |    81553 |    4.2 |    22.6
  135 | 2026-03-01 22:19:34 |   c3 |    0.0 |   45.8 |   147.7 |   107555 |    4.1 |    13.4
  136 | 2026-03-01 22:19:36 |   c1 |    1.1 |   36.8 |    95.6 |   271191 |    4.5 |     8.5
  136 | 2026-03-01 22:19:37 |   c2 |    0.0 |   62.4 |   205.7 |   173574 |    4.2 |     6.7
  136 | 2026-03-01 22:19:38 |   c3 |    2.1 |   46.0 |   148.2 |   132093 |    4.1 |    19.6
  137 | 2026-03-01 22:19:40 |   c1 |    4.1 |   37.2 |    96.7 |   285203 |    4.5 |    44.3
  137 | 2026-03-01 22:19:41 |   c2 |    0.0 |   62.7 |   206.9 |   327726 |    4.2 |    11.9
  137 | 2026-03-01 22:19:42 |   c3 |    0.0 |   46.4 |   149.7 |   382497 |    4.1 |    22.0
  138 | 2026-03-01 22:19:43 |   c1 |    1.9 |   37.3 |    96.8 |    35526 |    4.5 |     8.0
  138 | 2026-03-01 22:19:44 |   c2 |    4.0 |   62.8 |   207.2 |    86965 |    4.2 |     6.4
  138 | 2026-03-01 22:19:46 |   c3 |    1.1 |   46.5 |   150.0 |    79929 |    4.1 |    10.3
  139 | 2026-03-01 22:19:47 |   c1 |    3.0 |   37.7 |    97.8 |   274304 |    4.5 |    18.6
  139 | 2026-03-01 22:19:48 |   c2 |    4.0 |   63.3 |   208.6 |   364151 |    4.1 |    14.8
  139 | 2026-03-01 22:19:49 |   c3 |    1.0 |   46.8 |   150.8 |   215605 |    4.0 |     8.5
  140 | 2026-03-01 22:19:51 |   c1 |    2.2 |   38.1 |    99.0 |   294263 |    4.5 |     8.0
  140 | 2026-03-01 22:19:52 |   c2 |    3.8 |   63.6 |   209.7 |   279715 |    4.1 |    45.3
  140 | 2026-03-01 22:19:53 |   c3 |    0.0 |   47.2 |   152.3 |   375859 |    4.0 |    25.2
  141 | 2026-03-01 22:19:55 |   c1 |    1.0 |   38.2 |    99.2 |    58388 |    4.5 |    16.8
  141 | 2026-03-01 22:19:56 |   c2 |    0.0 |   63.9 |   210.6 |   243945 |    4.1 |    10.6
  141 | 2026-03-01 22:19:57 |   c3 |    2.1 |   47.4 |   152.7 |    93151 |    4.0 |     5.5
  142 | 2026-03-01 22:19:58 |   c1 |    2.2 |   38.7 |   100.4 |   349374 |    4.5 |    29.1
  142 | 2026-03-01 22:19:59 |   c2 |    3.1 |   64.4 |   212.2 |   449836 |    4.1 |    18.2
  142 | 2026-03-01 22:20:01 |   c3 |    0.0 |   47.9 |   154.4 |   465563 |    4.0 |     9.3
  143 | 2026-03-01 22:20:02 |   c1 |    0.0 |   38.7 |   100.6 |    39680 |    4.4 |     9.1
  143 | 2026-03-01 22:20:03 |   c2 |    0.0 |   64.4 |   212.3 |    36688 |    4.1 |    19.6
  143 | 2026-03-01 22:20:04 |   c3 |    0.0 |   48.0 |   154.6 |    54109 |    4.0 |     9.5
  144 | 2026-03-01 22:20:06 |   c1 |    2.2 |   39.1 |   101.4 |   224359 |    4.4 |    20.4
  144 | 2026-03-01 22:20:07 |   c2 |    1.1 |   64.4 |   212.5 |    34225 |    4.1 |    13.8
  144 | 2026-03-01 22:20:08 |   c3 |    0.0 |   48.0 |   154.8 |    50401 |    4.0 |    18.8
  145 | 2026-03-01 22:20:10 |   c1 |    2.1 |   39.6 |   102.8 |   340213 |    4.4 |     7.0
  145 | 2026-03-01 22:20:11 |   c2 |    1.1 |   65.2 |   214.9 |   620305 |    4.1 |     5.2
  145 | 2026-03-01 22:20:12 |   c3 |    1.1 |   48.6 |   156.6 |   479814 |    4.0 |    11.1
  146 | 2026-03-01 22:20:13 |   c1 |    2.0 |   39.7 |   103.0 |    76648 |    4.4 |    32.0
  146 | 2026-03-01 22:20:14 |   c2 |    1.1 |   65.2 |   215.1 |    74731 |    4.1 |    15.6
  146 | 2026-03-01 22:20:16 |   c3 |    1.1 |   48.6 |   156.6 |        0 |    4.0 |    19.8
  147 | 2026-03-01 22:20:17 |   c1 |    2.1 |   40.0 |   103.8 |   208125 |    4.4 |    10.3
  147 | 2026-03-01 22:20:18 |   c2 |    2.2 |   65.3 |   215.3 |    35308 |    4.0 |    27.7
  147 | 2026-03-01 22:20:19 |   c3 |    7.5 |   48.6 |   156.7 |    23611 |    4.0 |    31.1
  148 | 2026-03-01 22:20:21 |   c1 |    2.1 |   40.5 |   105.0 |   297239 |    4.4 |    16.1
  148 | 2026-03-01 22:20:22 |   c2 |    1.1 |   65.8 |   216.9 |   406580 |    4.0 |     7.3
  148 | 2026-03-01 22:20:24 |   c3 |    4.1 |   49.2 |   158.6 |   464891 |    3.9 |    46.5
  149 | 2026-03-01 22:20:26 |   c1 |    2.1 |   40.6 |   105.4 |    95087 |    4.4 |    17.3
  149 | 2026-03-01 22:20:26 |   c2 |    4.2 |   66.2 |   218.2 |   297950 |    4.0 |    75.6
  149 | 2026-03-01 22:20:28 |   c3 |    1.1 |   49.3 |   158.9 |    69421 |    3.9 |     6.5
  150 | 2026-03-01 22:20:29 |   c1 |    3.0 |   41.0 |   106.4 |   245233 |    4.4 |     5.8
  150 | 2026-03-01 22:20:30 |   c2 |    2.1 |   66.5 |   219.3 |   279111 |    4.0 |    15.4
  150 | 2026-03-01 22:20:32 |   c3 |    2.1 |   49.9 |   160.7 |   487866 |    3.9 |    27.6
  151 | 2026-03-01 22:20:33 |   c1 |    0.0 |   41.2 |   107.0 |   179513 |    4.4 |     9.4
  151 | 2026-03-01 22:20:34 |   c2 |    3.1 |   66.7 |   220.0 |   184289 |    4.0 |    20.1
  151 | 2026-03-01 22:20:36 |   c3 |    1.1 |   50.1 |   161.5 |   171985 |    3.9 |    45.0
  152 | 2026-03-01 22:20:37 |   c1 |    2.1 |   41.7 |   108.2 |   266745 |    4.4 |     8.6
  152 | 2026-03-01 22:20:38 |   c2 |    9.0 |   66.7 |   220.1 |    32826 |    4.0 |    13.0
  152 | 2026-03-01 22:20:40 |   c3 |    5.0 |   50.2 |   161.7 |    70255 |    3.9 |    30.2
