timestamp,cpu_usage,memory_usage,heap_mb,heap_growth_bps,proc_cpu_pct,rest_rtt_ms,label
2026-03-01 22:10:57,0.0,69.7,171.4,0.0,51.0,15.3,0
2026-03-01 22:11:00,0.0,70.7,173.8,772611.0,41.4,13.5,0
2026-03-01 22:11:03,1.1,70.8,174.1,134666.0,35.9,10.5,0
2026-03-01 22:11:06,3.1,71.0,174.5,114947.0,31.4,16.9,0
2026-03-01 22:11:09,1.0,71.9,176.7,785841.0,28.1,11.7,0
2026-03-01 22:11:12,0.6,72.2,177.7,352895.0,25.1,23.5,0
2026-03-01 22:11:15,1.0,72.2,177.7,0.0,22.9,15.6,0
2026-03-01 22:11:18,2.1,33.8,88.8,-30430093.0,21.2,7.9,0
2026-03-01 22:11:21,0.0,34.4,90.4,548265.0,19.7,18.6,0
2026-03-01 22:11:23,2.2,34.6,90.9,169958.0,18.3,15.0,0
2026-03-01 22:11:26,3.0,34.8,91.5,204612.0,17.2,14.1,0
2026-03-01 22:11:29,1.1,35.3,92.8,507168.0,16.2,12.5,0
2026-03-01 22:11:32,0.0,35.7,93.8,316185.0,15.3,5.2,0
2026-03-01 22:11:35,2.8,35.8,94.0,57413.0,14.4,10.0,0
2026-03-01 22:11:38,1.1,36.2,95.1,369358.0,13.8,7.1,0
2026-03-01 22:11:41,19.5,36.3,95.3,53132.0,13.1,7.7,0
2026-03-01 22:11:45,1.9,36.5,95.9,157893.0,12.4,11.8,0
2026-03-01 22:11:49,1.1,37.1,97.5,410546.0,12.3,23.5,0
2026-03-01 22:11:54,4.4,37.4,98.3,162120.0,11.6,22.4,0
2026-03-01 22:11:58,3.6,38.0,99.7,312850.0,11.4,35.2,0
2026-03-01 22:12:02,0.9,38.3,100.6,208041.0,11.0,55.1,0
2026-03-01 22:12:07,11.1,38.6,101.3,167777.0,10.9,21.2,0
2026-03-01 22:12:11,1.1,39.1,102.6,334593.0,10.5,29.3,0
2026-03-01 22:12:15,4.0,39.1,102.7,24462.0,10.1,9.0,0
2026-03-01 22:12:19,2.9,40.0,105.0,608209.0,10.0,59.9,0
2026-03-01 22:12:22,2.2,40.1,105.4,94947.0,9.7,14.4,0
2026-03-01 22:12:26,1.1,40.4,106.1,179613.0,9.4,9.4,0
2026-03-01 22:12:30,0.0,41.0,107.7,383068.0,9.2,11.4,0
2026-03-01 22:12:34,2.0,41.2,108.2,127299.0,9.0,9.0,0
