
(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
   77 | 2026-03-02 23:15:25 |   c2 |   41.9 |   66.6 |   384.5 |  1275409 |    1.9 |     3.2
   77 | 2026-03-02 23:15:25 |   c3 |   43.2 |   49.3 |   315.9 |        0 |    1.9 |     2.3
   78 | 2026-03-02 23:15:26 |   c1 |    9.6 |   72.1 |   191.6 |   369863 |   58.8 |     6.9
   78 | 2026-03-02 23:15:26 |   c2 |   44.2 |   66.8 |   385.3 |   890668 |    1.9 |     3.1
   78 | 2026-03-02 23:15:26 |   c3 |   39.1 |   49.3 |   315.9 |        0 |    1.9 |     2.9
   79 | 2026-03-02 23:15:27 |   c1 |   12.8 |   72.2 |   192.0 |   470939 |   54.0 |     7.0
   79 | 2026-03-02 23:15:27 |   c2 |   41.9 |   66.8 |   385.3 |        0 |    1.9 |     2.9
   79 | 2026-03-02 23:15:27 |   c3 |   39.0 |   49.3 |   315.9 |        0 |    1.9 |     2.6
   80 | 2026-03-02 23:15:28 |   c1 |   12.0 |   72.3 |   192.1 |   145559 |   50.4 |     5.4
   80 | 2026-03-02 23:15:28 |   c2 |   56.1 |   66.8 |   385.3 |        0 |    1.9 |     2.5
   80 | 2026-03-02 23:15:28 |   c3 |   46.3 |   49.4 |   316.4 |   529488 |    1.9 |     2.7
   81 | 2026-03-02 23:15:29 |   c1 |   10.3 |   38.6 |   100.8 | -92806363 |   47.4 |     5.3
   81 | 2026-03-02 23:15:29 |   c2 |   45.0 |   66.8 |   385.3 |        0 |    1.9 |     2.5
   81 | 2026-03-02 23:15:29 |   c3 |   44.4 |   49.4 |   316.4 |        0 |    1.9 |     2.6
   82 | 2026-03-02 23:15:30 |   c1 |   10.3 |   39.5 |   103.0 |  2305970 |   44.3 |     7.4
   82 | 2026-03-02 23:15:30 |   c2 |   42.0 |   66.8 |   385.7 |   418532 |    1.9 |     2.5
   82 | 2026-03-02 23:15:30 |   c3 |   51.0 |   49.4 |   316.4 |        0 |    1.9 |     4.8
   83 | 2026-03-02 23:15:31 |   c1 |   19.0 |   43.7 |   114.1 | 10033397 |   43.0 |     4.8
   83 | 2026-03-02 23:15:31 |   c2 |   49.0 |   67.0 |   386.6 |   763571 |    1.9 |     2.6
   83 | 2026-03-02 23:15:31 |   c3 |   48.7 |   49.4 |   316.4 |        0 |    1.9 |     4.3
   84 | 2026-03-02 23:15:32 |   c1 |   28.0 |   47.8 |   124.8 | 10863572 |   43.8 |     8.9
   84 | 2026-03-02 23:15:32 |   c2 |   50.0 |   67.0 |   387.0 |   399091 |    1.9 |     4.5
   84 | 2026-03-02 23:15:32 |   c3 |   50.0 |   49.6 |   317.5 |   926569 |    1.9 |     4.4
   85 | 2026-03-02 23:15:33 |   c1 |   25.8 |   55.9 |   146.0 | 17024820 |   46.7 |     8.6
   85 | 2026-03-02 23:15:33 |   c2 |   47.9 |   67.1 |   387.4 |   337828 |    1.9 |    16.8
   85 | 2026-03-02 23:15:33 |   c3 |   28.1 |   49.8 |   318.5 |   854329 |    1.9 |     2.7
   86 | 2026-03-02 23:15:34 |   c1 |   24.6 |   60.1 |   156.9 |  9027594 |   51.2 |    15.7
   86 | 2026-03-02 23:15:34 |   c2 |   73.7 |   67.2 |   387.8 |   348150 |    1.9 |     2.7
   86 | 2026-03-02 23:15:35 |   c3 |   61.9 |   49.8 |   318.5 |        0 |    1.9 |     2.3
   87 | 2026-03-02 23:15:35 |   c1 |   31.8 |   64.2 |   167.6 |  8043061 |   56.5 |     4.1
   87 | 2026-03-02 23:15:36 |   c2 |   50.0 |   67.2 |   387.8 |        0 |    1.9 |    11.4
   87 | 2026-03-02 23:15:36 |   c3 |   48.7 |   49.9 |   319.3 |   558302 |    1.9 |     3.0
   88 | 2026-03-02 23:15:37 |   c1 |   50.4 |   68.4 |   178.6 |  8589505 |   63.8 |     5.7
   88 | 2026-03-02 23:15:37 |   c2 |   62.8 |   67.3 |   388.4 |   370264 |    1.9 |     4.6
   88 | 2026-03-02 23:15:37 |   c3 |   37.9 |   49.9 |   319.3 |        0 |    1.9 |     4.7
   89 | 2026-03-02 23:15:38 |   c1 |   66.4 |   39.1 |   177.1 | -1006284 |   73.2 |    14.5
   89 | 2026-03-02 23:15:39 |   c2 |   80.9 |   67.4 |   388.8 |   277110 |    1.9 |     2.5
   89 | 2026-03-02 23:15:39 |   c3 |   47.4 |   50.0 |   319.8 |   359329 |    1.9 |     7.4
   90 | 2026-03-02 23:15:40 |   c1 |   80.0 |   44.1 |   200.2 | 11055108 |   89.1 |     8.7
   90 | 2026-03-02 23:15:42 |   c2 |   98.6 |   67.6 |   390.0 |   408167 |    1.9 |     2.9
   90 | 2026-03-02 23:15:44 |   c3 |   98.4 |   50.2 |   321.4 |   325601 |    1.9 |     5.0
   91 | 2026-03-02 23:15:46 |   c1 |   94.4 |   58.3 |   264.5 | 11366804 |  126.0 |    15.6
   91 | 2026-03-02 23:15:47 |   c2 |   95.3 |   67.8 |   391.5 |   279268 |    1.9 |     2.5
   91 | 2026-03-02 23:15:48 |   c3 |   79.7 |   50.3 |   321.9 |   136604 |    1.9 |     2.5
   92 | 2026-03-02 23:15:50 |   c1 |   38.8 |   64.1 |   293.2 |  7666980 |  144.0 |     4.1
   92 | 2026-03-02 23:15:52 |   c2 |   95.2 |   67.9 |   391.9 |    82967 |    1.9 |     4.6
   92 | 2026-03-02 23:15:54 |   c3 |   90.5 |   50.5 |   323.5 |   243519 |    1.9 |     3.4
   93 | 2026-03-02 23:15:56 |   c1 |   53.8 |   76.7 |   366.3 | 11554774 |  163.0 |    12.3
   93 | 2026-03-02 23:15:57 |   c2 |   75.7 |   68.2 |   393.6 |   316958 |    1.9 |     3.8
   93 | 2026-03-02 23:15:57 |   c3 |   94.7 |   50.9 |   325.6 |   626511 |    1.9 |    17.0
   94 | 2026-03-02 23:15:59 |   c1 |   89.8 |   83.2 |   397.5 | 10579302 |  170.0 |     9.2
   94 | 2026-03-02 23:16:00 |   c2 |   97.1 |   68.4 |   394.6 |   321500 |    1.9 |     2.8
   94 | 2026-03-02 23:16:02 |   c3 |   97.6 |   51.1 |   327.2 |   343551 |    1.9 |     2.9
   95 | 2026-03-02 23:16:03 |   c1 |   33.1 |    0.0 |       - | -103364359 |    0.0 |     0.0
   95 | 2026-03-02 23:16:03 |   c2 |   29.6 |   68.4 |   395.0 |   172916 |    1.9 |     3.6
   95 | 2026-03-02 23:16:03 |   c3 |   40.0 |   51.1 |   327.2 |        0 |    1.9 |     2.5
   96 | 2026-03-02 23:16:04 |   c1 |    8.0 |    0.0 |       - |        0 |    0.0 |     0.0
   96 | 2026-03-02 23:16:04 |   c2 |   22.2 |   68.5 |   395.5 |   479515 |    1.9 |     4.6
   96 | 2026-03-02 23:16:04 |   c3 |   35.9 |   51.1 |   327.2 |        0 |    1.9 |     2.7
   97 | 2026-03-02 23:16:05 |   c1 |    9.0 |    0.0 |       - |        0 |    0.0 |     0.0
   97 | 2026-03-02 23:16:05 |   c2 |   18.2 |   68.7 |   396.3 |   928387 |    1.9 |     3.2
   97 | 2026-03-02 23:16:05 |   c3 |   40.9 |   51.1 |   327.2 |        0 |    1.9 |     3.2
   98 | 2026-03-02 23:16:05 |   c1 |    8.9 |    0.0 |       - |        0 |    0.0 |     0.0
   98 | 2026-03-02 23:16:06 |   c2 |   29.6 |   68.8 |   397.1 |   920694 |    1.9 |     6.0
   98 | 2026-03-02 23:16:06 |   c3 |   38.6 |   51.1 |   327.2 |        0 |    1.9 |     2.6
   99 | 2026-03-02 23:16:06 |   c1 |    9.2 |    0.0 |       - |        0 |    0.0 |     0.0
   99 | 2026-03-02 23:16:06 |   c2 |   28.6 |   68.8 |   397.1 |        0 |    1.9 |     2.6
   99 | 2026-03-02 23:16:07 |   c3 |   39.0 |   51.1 |   327.2 |        0 |    1.9 |     2.6
  100 | 2026-03-02 23:16:07 |   c1 |    8.2 |    0.0 |       - |        0 |    0.0 |     0.0
  100 | 2026-03-02 23:16:07 |   c2 |   15.0 |   68.8 |   397.1 |        0 |    1.9 |     3.3
  100 | 2026-03-02 23:16:07 |   c3 |   40.5 |   51.2 |   327.9 |   821313 |    1.9 |     3.4
  101 | 2026-03-02 23:16:08 |   c1 |    9.1 |    0.0 |       - |        0 |    0.0 |     0.0
  101 | 2026-03-02 23:16:08 |   c2 |   21.1 |   68.8 |   397.1 |        0 |    1.9 |     2.9
  101 | 2026-03-02 23:16:08 |   c3 |   46.2 |   51.3 |   328.4 |   620806 |    1.9 |     2.7
  102 | 2026-03-02 23:16:09 |   c1 |    9.9 |    0.0 |       - |        0 |    0.0 |     0.0
  102 | 2026-03-02 23:16:09 |   c2 |    0.0 |   68.8 |   397.1 |        0 |    1.9 |     2.7
  102 | 2026-03-02 23:16:09 |   c3 |   44.4 |   51.3 |   328.4 |        0 |    1.9 |     2.9
  103 | 2026-03-02 23:16:10 |   c1 |    9.1 |    0.0 |       - |        0 |    0.0 |     0.0
  103 | 2026-03-02 23:16:10 |   c2 |   23.8 |   68.8 |   397.1 |        0 |    1.9 |     3.4
  103 | 2026-03-02 23:16:10 |   c3 |   42.5 |   51.3 |   328.4 |        0 |    1.9 |     2.4
  104 | 2026-03-02 23:16:11 |   c1 |    9.7 |    0.0 |       - |        0 |    0.0 |     0.0
  104 | 2026-03-02 23:16:11 |   c2 |   16.0 |   68.8 |   397.1 |        0 |    1.9 |     3.9
  104 | 2026-03-02 23:16:11 |   c3 |   54.5 |   51.4 |   329.0 |   590530 |    1.9 |     2.4
  105 | 2026-03-02 23:16:12 |   c1 |   11.4 |    0.0 |       - |        0 |    0.0 |     0.0
  105 | 2026-03-02 23:16:12 |   c2 |   21.1 |   68.8 |   397.1 |        0 |    1.9 |     3.7
  105 | 2026-03-02 23:16:12 |   c3 |   37.5 |   51.6 |   330.2 |  1299341 |    1.9 |     3.8
  106 | 2026-03-02 23:16:13 |   c1 |   11.8 |    0.0 |       - |        0 |    0.0 |     0.0
  106 | 2026-03-02 23:16:13 |   c2 |   22.2 |   68.8 |   397.1 |        0 |    1.9 |     2.7
  106 | 2026-03-02 23:16:13 |   c3 |   39.5 |   51.7 |   330.8 |   592317 |    1.9 |     2.7
  107 | 2026-03-02 23:16:14 |   c1 |   15.2 |    0.0 |       - |        0 |    0.0 |     0.0
  107 | 2026-03-02 23:16:14 |   c2 |   20.0 |   68.9 |   397.6 |   471150 |    1.9 |     4.6
  107 | 2026-03-02 23:16:14 |   c3 |   47.4 |   51.8 |   331.8 |  1202137 |    1.9 |     2.7
  108 | 2026-03-02 23:16:14 |   c1 |    9.2 |    0.0 |       - |        0 |    0.0 |     0.0
  108 | 2026-03-02 23:16:14 |   c2 |   30.0 |   68.9 |   397.6 |        0 |    1.9 |     2.7
  108 | 2026-03-02 23:16:15 |   c3 |   43.6 |   51.8 |   331.8 |        0 |    1.9 |     2.4
  109 | 2026-03-02 23:16:15 |   c1 |    8.0 |    0.0 |       - |        0 |    0.0 |     0.0
  109 | 2026-03-02 23:16:15 |   c2 |   30.4 |   68.9 |   397.6 |        0 |    1.9 |     2.6
  109 | 2026-03-02 23:16:16 |   c3 |   42.5 |   51.9 |   332.6 |   802671 |    1.9 |     2.9
  110 | 2026-03-02 23:16:16 |   c1 |    9.7 |    0.0 |       - |        0 |    0.0 |     0.0
  110 | 2026-03-02 23:16:16 |   c2 |   25.0 |   68.9 |   398.0 |   486791 |    1.9 |     3.6
  110 | 2026-03-02 23:16:16 |   c3 |   37.8 |   51.9 |   332.6 |        0 |    1.9 |     2.3
  111 | 2026-03-02 23:16:17 |   c1 |   37.0 |    0.0 |       - |        0 |    0.0 |     0.0
  111 | 2026-03-02 23:16:17 |   c2 |   42.9 |   69.0 |   398.5 |   636849 |    1.9 |     2.5
  111 | 2026-03-02 23:16:17 |   c3 |   70.2 |   51.9 |   332.6 |        0 |    1.9 |     3.0
  112 | 2026-03-02 23:16:18 |   c1 |   70.5 |   13.9 |    27.0 | 28790613 |  164.0 |    73.4
  112 | 2026-03-02 23:16:18 |   c2 |   77.6 |   69.2 |   399.4 |   748216 |    1.9 |     2.3
  112 | 2026-03-02 23:16:18 |   c3 |   85.2 |   52.1 |   333.3 |   610585 |    1.9 |     5.1
  113 | 2026-03-02 23:16:19 |   c1 |   85.3 |   39.5 |   100.0 | 55573431 |  183.0 |    32.3
  113 | 2026-03-02 23:16:19 |   c2 |   55.6 |   69.3 |   399.8 |   336761 |    1.9 |     2.8
  113 | 2026-03-02 23:16:20 |   c3 |   45.9 |   52.1 |   333.3 |        0 |    1.9 |     2.5
  114 | 2026-03-02 23:16:20 |   c1 |    9.6 |   41.0 |   103.9 |  4006691 |  137.0 |     7.3
  114 | 2026-03-02 23:16:20 |   c2 |   44.2 |   69.3 |   399.8 |        0 |    1.9 |     2.8
  114 | 2026-03-02 23:16:21 |   c3 |   47.5 |   52.1 |   333.8 |   551792 |    1.9 |     2.2
  115 | 2026-03-02 23:16:21 |   c1 |   10.9 |   41.7 |   105.6 |  1745363 |  110.0 |     7.2
  115 | 2026-03-02 23:16:21 |   c2 |   41.7 |   69.3 |   399.8 |        0 |    1.9 |     3.1
  115 | 2026-03-02 23:16:22 |   c3 |   43.2 |   52.1 |   333.8 |        0 |    1.9 |     2.3
  116 | 2026-03-02 23:16:22 |   c1 |   12.2 |   41.9 |   106.1 |   466365 |   92.9 |     5.4
  116 | 2026-03-02 23:16:22 |   c2 |   40.0 |   69.3 |   399.8 |        0 |    1.9 |     3.1
  116 | 2026-03-02 23:16:22 |   c3 |   43.6 |   52.1 |   333.8 |        0 |    1.9 |     2.4
  117 | 2026-03-02 23:16:23 |   c1 |   12.2 |   42.6 |   108.0 |  1994159 |   80.1 |     8.3
  117 | 2026-03-02 23:16:23 |   c2 |   47.6 |   69.3 |   400.2 |   402767 |    1.9 |     4.8
  117 | 2026-03-02 23:16:24 |   c3 |   45.5 |   52.1 |   333.8 |        0 |    1.9 |     2.5
  118 | 2026-03-02 23:16:24 |   c1 |   11.6 |   42.6 |   108.0 |        0 |   69.7 |     9.2
  118 | 2026-03-02 23:16:24 |   c2 |   42.1 |   69.4 |   400.6 |   433035 |    1.9 |     2.9
  118 | 2026-03-02 23:16:24 |   c3 |   46.3 |   52.2 |   334.3 |   559557 |    1.9 |     3.2
  119 | 2026-03-02 23:16:25 |   c1 |    9.7 |   42.7 |   108.1 |   131049 |   62.3 |     4.6
  119 | 2026-03-02 23:16:25 |   c2 |   46.7 |   69.6 |   401.9 |  1324190 |    1.9 |     5.1
  119 | 2026-03-02 23:16:25 |   c3 |   46.3 |   52.3 |   334.9 |   557403 |    1.9 |     3.4
  120 | 2026-03-02 23:16:26 |   c1 |   10.4 |   42.8 |   108.3 |   231781 |   56.5 |     4.2
  120 | 2026-03-02 23:16:26 |   c2 |   40.9 |   69.6 |   401.9 |        0 |    1.9 |     2.4
  120 | 2026-03-02 23:16:26 |   c3 |   42.5 |   52.5 |   335.9 |  1115511 |    1.9 |     2.5
  121 | 2026-03-02 23:16:27 |   c1 |   10.2 |   43.0 |   108.9 |   623398 |   51.6 |     4.4
  121 | 2026-03-02 23:16:27 |   c2 |   43.6 |   69.6 |   401.9 |        0 |    1.9 |     2.7
  121 | 2026-03-02 23:16:27 |   c3 |   38.6 |   52.5 |   335.9 |        0 |    1.9 |     3.0
  122 | 2026-03-02 23:16:28 |   c1 |   13.2 |   44.2 |   112.0 |  3116305 |   48.0 |     5.6
  122 | 2026-03-02 23:16:28 |   c2 |   42.1 |   69.6 |   401.9 |        0 |    1.9 |     3.2
  122 | 2026-03-02 23:16:28 |   c3 |   41.7 |   52.5 |   335.9 |        0 |    1.9 |     2.5
  123 | 2026-03-02 23:16:29 |   c1 |   13.0 |   44.5 |   112.8 |   887757 |   44.9 |    15.7
  123 | 2026-03-02 23:16:29 |   c2 |   40.5 |   69.7 |   402.2 |   364667 |    1.9 |     3.5
  123 | 2026-03-02 23:16:29 |   c3 |   46.3 |   52.5 |   335.9 |        0 |    1.9 |     3.2
  124 | 2026-03-02 23:16:30 |   c1 |   17.5 |   49.0 |   124.1 | 12004653 |   43.3 |    20.7
  124 | 2026-03-02 23:16:30 |   c2 |   43.2 |   69.8 |   402.7 |   444650 |    1.9 |     3.0
  124 | 2026-03-02 23:16:30 |   c3 |   46.3 |   52.5 |   335.9 |        0 |    1.9 |     2.5
  125 | 2026-03-02 23:16:31 |   c1 |   17.4 |   53.2 |   134.8 | 10911831 |   42.9 |     3.6
  125 | 2026-03-02 23:16:31 |   c2 |   51.3 |   69.8 |   403.1 |   428505 |    1.9 |     3.6
  125 | 2026-03-02 23:16:31 |   c3 |   51.1 |   52.6 |   336.5 |   538306 |    1.9 |     2.7
  126 | 2026-03-02 23:16:32 |   c1 |   16.1 |   57.5 |   145.5 | 10891983 |   44.6 |     7.1
  126 | 2026-03-02 23:16:32 |   c2 |   48.8 |   69.9 |   403.5 |   386780 |    1.9 |     4.1
  126 | 2026-03-02 23:16:32 |   c3 |   53.5 |   52.6 |   336.5 |        0 |    1.9 |     2.5
  127 | 2026-03-02 23:16:33 |   c1 |   37.1 |   61.9 |   156.7 |  9569565 |   48.5 |    14.3
  127 | 2026-03-02 23:16:33 |   c2 |   58.7 |   70.2 |   405.0 |  1298195 |    1.9 |     3.0
  127 | 2026-03-02 23:16:33 |   c3 |   47.2 |   52.6 |   336.5 |        0 |    1.9 |     2.2
  128 | 2026-03-02 23:16:34 |   c1 |   33.8 |   66.2 |   167.6 |  8946363 |   54.2 |    12.0
  128 | 2026-03-02 23:16:35 |   c2 |   50.0 |   70.3 |   405.8 |   669302 |    1.9 |     2.9
  128 | 2026-03-02 23:16:35 |   c3 |   33.3 |   52.8 |   338.0 |  1241106 |    1.9 |     3.2
  129 | 2026-03-02 23:16:36 |   c1 |   40.6 |   70.5 |   178.5 |  8353424 |   61.1 |     3.3
  129 | 2026-03-02 23:16:36 |   c2 |   83.1 |   70.3 |   405.8 |        0 |    1.9 |     6.8
  129 | 2026-03-02 23:16:36 |   c3 |   63.6 |   52.9 |   338.6 |   387860 |    1.9 |     2.7
  130 | 2026-03-02 23:16:37 |   c1 |   30.2 |   42.3 |   169.9 | -6041076 |   69.9 |     3.8
  130 | 2026-03-02 23:16:37 |   c2 |   71.4 |   70.3 |   405.8 |        0 |    1.9 |     2.5
  130 | 2026-03-02 23:16:37 |   c3 |   81.1 |   52.9 |   338.6 |        0 |    1.9 |     2.9
  131 | 2026-03-02 23:16:38 |   c1 |   62.7 |   45.5 |   182.7 | 10451888 |   78.0 |     4.3
  131 | 2026-03-02 23:16:39 |   c2 |   51.2 |   70.3 |   405.8 |        0 |    1.9 |     4.5
  131 | 2026-03-02 23:16:40 |   c3 |   98.1 |   52.9 |   338.6 |        0 |    1.9 |     7.1
  132 | 2026-03-02 23:16:41 |   c1 |   98.1 |   53.6 |   215.1 | 11938912 |   99.5 |     6.9
  132 | 2026-03-02 23:16:42 |   c2 |   35.6 |   70.5 |   407.2 |   358864 |    1.9 |     2.4
  132 | 2026-03-02 23:16:43 |   c3 |   83.9 |   53.2 |   340.5 |   540882 |    1.9 |     2.4
  133 | 2026-03-02 23:16:45 |   c1 |   96.5 |   67.5 |   252.8 |  8982736 |  124.0 |    25.3
  133 | 2026-03-02 23:16:46 |   c2 |   71.9 |   70.8 |   408.5 |   359587 |    1.9 |     2.5
  133 | 2026-03-02 23:16:47 |   c3 |   71.0 |   53.3 |   341.0 |   133045 |    1.9 |     2.3
  134 | 2026-03-02 23:16:55 |   c1 |   53.3 |   63.4 |   302.7 |  4854872 |  167.0 |    25.2
  134 | 2026-03-02 23:16:57 |   c2 |   95.3 |   70.9 |   409.5 |    93544 |    0.0 |     2.5
  134 | 2026-03-02 23:17:00 |   c3 |    5.1 |   53.6 |   343.1 |   164400 |    1.9 |     2.4
  135 | 2026-03-02 23:17:02 |   c1 |   88.9 |   89.8 |   428.9 | 18995086 |  179.0 |     9.2
  135 | 2026-03-02 23:17:03 |   c2 |   76.9 |   71.2 |   410.7 |   207163 |    1.9 |     2.8
  135 | 2026-03-02 23:17:03 |   c3 |   74.5 |   53.8 |   344.1 |   284264 |    1.9 |     2.4
  136 | 2026-03-02 23:17:04 |   c1 |   13.0 |    0.0 |       - | -253332601 |    0.0 |     0.0
  136 | 2026-03-02 23:17:04 |   c2 |   17.6 |   71.2 |   411.1 |   404546 |    1.9 |     5.1
  136 | 2026-03-02 23:17:04 |   c3 |   46.3 |   53.8 |   344.1 |        0 |    1.9 |     2.4
  137 | 2026-03-02 23:17:05 |   c1 |    9.0 |    0.0 |       - |        0 |    0.0 |     0.0
  137 | 2026-03-02 23:17:05 |   c2 |   16.7 |   71.2 |   411.1 |        0 |    1.9 |     2.8
  137 | 2026-03-02 23:17:05 |   c3 |   50.0 |   53.8 |   344.1 |        0 |    1.9 |     3.6
  138 | 2026-03-02 23:17:06 |   c1 |   10.5 |    0.0 |       - |        0 |    0.0 |     0.0
  138 | 2026-03-02 23:17:06 |   c2 |   33.3 |   71.2 |   411.1 |        0 |    1.9 |     2.8
  138 | 2026-03-02 23:17:06 |   c3 |   52.4 |   53.8 |   344.1 |        0 |    1.9 |     2.4
  139 | 2026-03-02 23:17:06 |   c1 |    9.8 |    0.0 |       - |        0 |    0.0 |     0.0
  139 | 2026-03-02 23:17:07 |   c2 |   27.3 |   71.2 |   411.1 |        0 |    1.9 |     3.6
  139 | 2026-03-02 23:17:07 |   c3 |   38.6 |   53.8 |   344.6 |   602783 |    1.9 |     2.4
  140 | 2026-03-02 23:17:07 |   c1 |    9.0 |    0.0 |       - |        0 |    0.0 |     0.0
  140 | 2026-03-02 23:17:07 |   c2 |   26.9 |   71.2 |   411.1 |        0 |    1.9 |     3.5
  140 | 2026-03-02 23:17:08 |   c3 |   42.2 |   53.8 |   344.6 |        0 |    1.9 |     2.3
  141 | 2026-03-02 23:17:08 |   c1 |    8.2 |    0.0 |       - |        0 |    0.0 |     0.0
  141 | 2026-03-02 23:17:08 |   c2 |   22.2 |   71.3 |   411.6 |   450101 |    1.9 |     2.5
  141 | 2026-03-02 23:17:08 |   c3 |   42.5 |   53.8 |   344.6 |        0 |    1.9 |     3.2
  142 | 2026-03-02 23:17:09 |   c1 |   10.7 |    0.0 |       - |        0 |    0.0 |     0.0
  142 | 2026-03-02 23:17:09 |   c2 |   24.1 |   71.3 |   411.6 |        0 |    1.9 |     3.1
  142 | 2026-03-02 23:17:09 |   c3 |   43.6 |   53.8 |   344.6 |        0 |    1.9 |     2.6
  143 | 2026-03-02 23:17:10 |   c1 |    9.3 |    0.0 |       - |        0 |    0.0 |     0.0
  143 | 2026-03-02 23:17:10 |   c2 |   25.0 |   71.3 |   411.6 |        0 |    1.9 |     2.6
  143 | 2026-03-02 23:17:10 |   c3 |   45.8 |   53.8 |   344.6 |        0 |    1.9 |     2.3
  144 | 2026-03-02 23:17:11 |   c1 |   10.4 |    0.0 |       - |        0 |    0.0 |     0.0
  144 | 2026-03-02 23:17:11 |   c2 |   20.0 |   71.3 |   411.6 |        0 |    1.9 |     3.8
  144 | 2026-03-02 23:17:11 |   c3 |   37.8 |   54.0 |   345.7 |  1200680 |    1.9 |     2.1
  145 | 2026-03-02 23:17:12 |   c1 |    8.2 |    0.0 |       - |        0 |    0.0 |     0.0
  145 | 2026-03-02 23:17:12 |   c2 |   17.4 |   71.4 |   412.0 |   475908 |    1.9 |     3.4
  145 | 2026-03-02 23:17:12 |   c3 |   42.5 |   54.1 |   346.2 |   587713 |    1.9 |     2.9
  146 | 2026-03-02 23:17:13 |   c1 |    9.1 |    0.0 |       - |        0 |    0.0 |     0.0
  146 | 2026-03-02 23:17:13 |   c2 |   26.3 |   71.4 |   412.0 |        0 |    1.9 |     3.2
  146 | 2026-03-02 23:17:13 |   c3 |   39.5 |   54.2 |   346.8 |   606188 |    1.9 |     2.4
  147 | 2026-03-02 23:17:14 |   c1 |   10.9 |    0.0 |       - |        0 |    0.0 |     0.0
  147 | 2026-03-02 23:17:14 |   c2 |   67.9 |   71.4 |   412.0 |        0 |    1.9 |    10.6
  147 | 2026-03-02 23:17:14 |   c3 |   85.0 |   54.2 |   346.8 |        0 |    1.9 |     2.9
  148 | 2026-03-02 23:17:15 |   c1 |   53.1 |    0.0 |       - |        0 |    0.0 |     0.0
  148 | 2026-03-02 23:17:15 |   c2 |   76.5 |   71.4 |   412.0 |        0 |    1.9 |     2.5
  148 | 2026-03-02 23:17:15 |   c3 |   86.8 |   54.2 |   346.8 |        0 |    1.9 |     3.1
  149 | 2026-03-02 23:17:16 |   c1 |   76.7 |   40.3 |    92.3 | 87711782 |  166.0 |    34.5
  149 | 2026-03-02 23:17:16 |   c2 |   91.0 |   71.5 |   412.8 |   625383 |    1.9 |     2.5
  149 | 2026-03-02 23:17:16 |   c3 |   87.7 |   54.2 |   346.8 |        0 |    1.9 |     3.7
  150 | 2026-03-02 23:17:17 |   c1 |   22.7 |   37.9 |    96.7 |  3055689 |  146.0 |    50.7
  150 | 2026-03-02 23:17:17 |   c2 |   40.8 |   71.7 |   413.7 |   655409 |    1.9 |     2.8
  150 | 2026-03-02 23:17:18 |   c3 |   43.2 |   54.2 |   346.8 |        0 |    1.9 |     2.4
  151 | 2026-03-02 23:17:18 |   c1 |   11.0 |   38.7 |    98.9 |  2135925 |  116.0 |    18.0
  151 | 2026-03-02 23:17:18 |   c2 |   45.2 |   71.7 |   413.7 |        0 |    1.9 |     2.5
  151 | 2026-03-02 23:17:19 |   c3 |   42.5 |   54.3 |   347.3 |   537301 |    1.9 |     2.5
  152 | 2026-03-02 23:17:19 |   c1 |   13.0 |   39.1 |    99.9 |  1085094 |   96.9 |    10.3
  152 | 2026-03-02 23:17:19 |   c2 |   40.0 |   71.7 |   413.7 |        0 |    1.9 |     2.7
  152 | 2026-03-02 23:17:19 |   c3 |   46.7 |   54.3 |   347.8 |   542222 |    1.9 |     7.8
  153 | 2026-03-02 23:17:20 |   c1 |   12.2 |   39.5 |   101.0 |  1017154 |   83.4 |     5.1
  153 | 2026-03-02 23:17:20 |   c2 |   37.5 |   71.7 |   413.7 |        0 |    1.9 |     2.6
  153 | 2026-03-02 23:17:20 |   c3 |   43.6 |   54.3 |   347.8 |        0 |    1.9 |     2.8
  154 | 2026-03-02 23:17:21 |   c1 |   10.7 |   39.7 |   101.3 |   346210 |   73.4 |     8.2
  154 | 2026-03-02 23:17:21 |   c2 |   39.5 |   71.7 |   413.7 |        0 |    1.9 |     2.9
  154 | 2026-03-02 23:17:21 |   c3 |   45.2 |   54.3 |   347.8 |        0 |    1.9 |     2.3
  155 | 2026-03-02 23:17:22 |   c1 |   12.5 |   39.7 |   101.4 |    75914 |   65.4 |    16.5
  155 | 2026-03-02 23:17:22 |   c2 |   45.7 |   71.7 |   414.1 |   418076 |    1.9 |     3.3
  155 | 2026-03-02 23:17:22 |   c3 |   42.9 |   54.3 |   347.8 |        0 |    1.9 |     2.6
  156 | 2026-03-02 23:17:23 |   c1 |   13.0 |   39.8 |   101.6 |   220883 |   59.1 |     7.5
  156 | 2026-03-02 23:17:23 |   c2 |   41.5 |   71.9 |   414.9 |   849206 |    1.9 |     2.7
  156 | 2026-03-02 23:17:23 |   c3 |   37.8 |   54.3 |   347.8 |        0 |    1.9 |     2.5
  157 | 2026-03-02 23:17:24 |   c1 |   10.5 |   39.9 |   101.9 |   280209 |   54.2 |     6.3
  157 | 2026-03-02 23:17:24 |   c2 |   43.9 |   72.0 |   415.8 |   860620 |    1.9 |     4.4
