
(venv) root@vbox:/home/vboxuser/lstm/codes# python collect_data.py
==========================================================================================
  Floodlight 3-Controller Metrik Toplama
  Log: real_time_metrics.log | Ctrl+C ile durdur
==========================================================================================
    # |               Zaman | Ctrl |   CPU% |   Mem% |  HeapMB |    HGrow |  pCPU% |     RTT
------------------------------------------------------------------------------------------
  157 | 2026-03-02 23:17:24 |   c3 |   42.1 |   54.7 |   350.2 |  2480211 |    1.9 |     2.3
  158 | 2026-03-02 23:17:25 |   c1 |   17.7 |   40.9 |   104.5 |  2626481 |   52.2 |     4.6
  158 | 2026-03-02 23:17:25 |   c2 |   47.7 |   72.0 |   415.8 |        0 |    1.9 |     2.7
  158 | 2026-03-02 23:17:25 |   c3 |   45.2 |   54.8 |   350.7 |   529650 |    1.9 |     4.0
  159 | 2026-03-02 23:17:26 |   c1 |   11.5 |   41.4 |   105.7 |  1173426 |   48.7 |     7.4
  159 | 2026-03-02 23:17:26 |   c2 |   46.7 |   72.1 |   416.3 |   548359 |    1.9 |     2.8
  159 | 2026-03-02 23:17:26 |   c3 |   39.5 |   54.8 |   350.7 |        0 |    1.9 |     8.9
  160 | 2026-03-02 23:17:27 |   c1 |    9.5 |   41.4 |   105.8 |   110580 |   45.4 |     9.1
  160 | 2026-03-02 23:17:27 |   c2 |   42.3 |   72.1 |   416.3 |        0 |    1.9 |     2.5
  160 | 2026-03-02 23:17:27 |   c3 |   43.2 |   54.8 |   350.7 |        0 |    1.9 |     2.2
  161 | 2026-03-02 23:17:28 |   c1 |   10.9 |   41.6 |   106.3 |   543138 |   42.6 |     7.2
  161 | 2026-03-02 23:17:28 |   c2 |   43.6 |   72.1 |   416.3 |        0 |    1.9 |     3.1
  161 | 2026-03-02 23:17:28 |   c3 |   43.9 |   54.8 |   350.7 |        0 |    1.9 |     2.6
  162 | 2026-03-02 23:17:29 |   c1 |   10.9 |   41.7 |   106.5 |   158968 |   40.1 |    10.6
  162 | 2026-03-02 23:17:29 |   c2 |   38.5 |   72.3 |   417.4 |  1101563 |    1.9 |     2.8
  162 | 2026-03-02 23:17:29 |   c3 |   45.0 |   54.8 |   350.7 |        0 |    1.9 |     2.8
  163 | 2026-03-02 23:17:30 |   c1 |   11.4 |   41.8 |   106.6 |   192673 |   38.1 |    13.1
  163 | 2026-03-02 23:17:30 |   c2 |   40.5 |   72.3 |   417.4 |        0 |    1.9 |     3.0
  163 | 2026-03-02 23:17:30 |   c3 |   42.9 |   54.9 |   351.2 |   535617 |    1.9 |     2.6
  164 | 2026-03-02 23:17:31 |   c1 |   18.9 |   46.1 |   117.7 | 10419150 |   37.2 |     9.1
  164 | 2026-03-02 23:17:31 |   c2 |   44.4 |   72.4 |   417.8 |   393655 |    1.9 |     2.7
  164 | 2026-03-02 23:17:31 |   c3 |   43.6 |   54.9 |   351.2 |        0 |    1.9 |     2.5
  165 | 2026-03-02 23:17:32 |   c1 |   23.1 |   50.3 |   128.4 | 10756074 |   38.0 |     7.7
  165 | 2026-03-02 23:17:32 |   c2 |   44.4 |   72.5 |   418.6 |   848894 |    1.9 |     3.2
  165 | 2026-03-02 23:17:32 |   c3 |   45.9 |   54.9 |   351.8 |   525808 |    1.9 |     5.0
  166 | 2026-03-02 23:17:33 |   c1 |   39.4 |   54.6 |   139.5 | 10105616 |   40.5 |     5.1
  166 | 2026-03-02 23:17:33 |   c2 |   47.9 |   72.6 |   419.0 |   377054 |    1.9 |     2.4
  166 | 2026-03-02 23:17:34 |   c3 |   67.3 |   55.3 |   353.9 |  1863173 |    1.9 |     4.9
  167 | 2026-03-02 23:17:34 |   c1 |   36.1 |   58.8 |   150.2 |  9998212 |   44.0 |     3.6
  167 | 2026-03-02 23:17:34 |   c2 |   56.2 |   72.7 |   419.5 |   379057 |    1.9 |     2.6
  167 | 2026-03-02 23:17:35 |   c3 |   41.7 |   55.4 |   354.4 |   507964 |    1.9 |     2.3
  168 | 2026-03-02 23:17:35 |   c1 |   32.9 |   63.5 |   162.2 | 10477578 |   49.0 |     5.6
  168 | 2026-03-02 23:17:36 |   c2 |   69.8 |   72.7 |   419.5 |        0 |    1.9 |     2.7
  168 | 2026-03-02 23:17:36 |   c3 |   21.9 |   55.4 |   354.9 |   414556 |    1.9 |    18.6
  169 | 2026-03-02 23:17:37 |   c1 |   33.3 |   72.0 |   183.8 | 16454168 |   55.0 |     8.1
  169 | 2026-03-02 23:17:37 |   c2 |   71.9 |   72.7 |   419.5 |        0 |    1.9 |     2.8
  169 | 2026-03-02 23:17:37 |   c3 |   33.3 |   55.5 |   355.5 |   411663 |    1.9 |     2.3
  170 | 2026-03-02 23:17:38 |   c1 |   53.7 |   39.0 |   167.1 | -13175845 |   61.9 |     3.6
  170 | 2026-03-02 23:17:38 |   c2 |   83.3 |   72.8 |   420.3 |   664906 |    1.9 |    17.3
  170 | 2026-03-02 23:17:39 |   c3 |   44.8 |   55.6 |   356.0 |   390272 |    1.9 |     7.8
  171 | 2026-03-02 23:17:39 |   c1 |   36.6 |   41.7 |   178.6 |  7912286 |   69.6 |     4.0
  171 | 2026-03-02 23:17:40 |   c2 |   12.3 |   73.0 |   421.1 |   497355 |    1.9 |     3.7
  171 | 2026-03-02 23:17:41 |   c3 |   90.2 |   55.6 |   356.0 |        0 |    1.9 |     2.4
  172 | 2026-03-02 23:17:43 |   c1 |   86.8 |   49.3 |   211.0 |  8983190 |   93.1 |     4.5
  172 | 2026-03-02 23:17:44 |   c2 |  100.0 |   73.0 |   421.6 |    92753 |    1.9 |     2.7
  172 | 2026-03-02 23:17:46 |   c3 |   89.9 |   55.7 |   356.5 |   117908 |    1.9 |     3.3
  173 | 2026-03-02 23:17:49 |   c1 |   97.3 |   74.2 |   303.7 | 14487475 |  127.0 |    46.2
  173 | 2026-03-02 23:17:50 |   c2 |   93.0 |   73.2 |   422.6 |   189163 |    1.9 |     2.2
  173 | 2026-03-02 23:17:51 |   c3 |   31.2 |   55.9 |   358.1 |   274419 |    1.9 |     2.8
  174 | 2026-03-02 23:17:52 |   c1 |   88.1 |   65.1 |   313.0 |  3288919 |  137.0 |     3.7
  174 | 2026-03-02 23:17:56 |   c2 |   95.5 |   73.5 |   424.3 |   293607 |    1.9 |     3.5
  174 | 2026-03-02 23:17:56 |   c3 |   92.2 |   56.0 |   358.7 |   106182 |    1.9 |     2.5
  175 | 2026-03-02 23:17:58 |   c1 |   92.6 |   77.9 |   374.7 | 11602678 |  154.0 |   124.7
  175 | 2026-03-02 23:18:00 |   c2 |   96.2 |   73.5 |   424.3 |        0 |    1.9 |     3.1
  175 | 2026-03-02 23:18:01 |   c3 |   90.7 |   56.2 |   359.7 |   223887 |    1.9 |     2.4
  176 | 2026-03-02 23:18:05 |   c1 |   39.6 |    0.0 |       - | -54180844 |    0.0 |     0.0
  176 | 2026-03-02 23:18:05 |   c2 |   25.0 |   73.8 |   426.0 |   361070 |    1.9 |     3.5
  176 | 2026-03-02 23:18:05 |   c3 |   44.4 |   56.5 |   361.5 |   474584 |    1.9 |     2.6
  177 | 2026-03-02 23:18:06 |   c1 |    8.1 |    0.0 |       - |        0 |    0.0 |     0.0
  177 | 2026-03-02 23:18:06 |   c2 |   23.8 |   73.9 |   426.5 |   482939 |    1.9 |     4.9
  177 | 2026-03-02 23:18:06 |   c3 |   41.5 |   56.6 |   362.2 |   867144 |    1.9 |     2.5
  178 | 2026-03-02 23:18:06 |   c1 |    7.6 |    0.0 |       - |        0 |    0.0 |     0.0
  178 | 2026-03-02 23:18:07 |   c2 |   16.0 |   74.0 |   426.9 |   470261 |    1.9 |     3.9
  178 | 2026-03-02 23:18:07 |   c3 |   42.9 |   56.6 |   362.2 |        0 |    1.9 |     2.6
  179 | 2026-03-02 23:18:07 |   c1 |    8.6 |    0.0 |       - |        0 |    0.0 |     0.0
  179 | 2026-03-02 23:18:07 |   c2 |   23.8 |   74.0 |   427.3 |   485611 |    1.9 |     3.2
  179 | 2026-03-02 23:18:08 |   c3 |   23.8 |   56.6 |   362.2 |        0 |    1.9 |     2.3
  180 | 2026-03-02 23:18:08 |   c1 |   11.6 |    0.0 |       - |        0 |    0.0 |     0.0
  180 | 2026-03-02 23:18:08 |   c2 |   25.0 |   74.0 |   427.3 |        0 |    1.9 |     4.0
  180 | 2026-03-02 23:18:09 |   c3 |   37.5 |   56.6 |   362.2 |        0 |    1.9 |     2.3
  181 | 2026-03-02 23:18:09 |   c1 |    8.6 |    0.0 |       - |        0 |    0.0 |     0.0
  181 | 2026-03-02 23:18:09 |   c2 |   20.8 |   74.0 |   427.3 |        0 |    1.9 |     6.8
  181 | 2026-03-02 23:18:09 |   c3 |   44.4 |   56.6 |   362.2 |        0 |    1.9 |     3.0
  182 | 2026-03-02 23:18:10 |   c1 |    8.1 |    0.0 |       - |        0 |    0.0 |     0.0
  182 | 2026-03-02 23:18:10 |   c2 |   25.8 |   74.0 |   427.3 |        0 |    1.9 |     2.2
  182 | 2026-03-02 23:18:10 |   c3 |   41.0 |   56.7 |   362.8 |   524032 |    1.9 |     2.5
  183 | 2026-03-02 23:18:11 |   c1 |    9.1 |    0.0 |       - |        0 |    0.0 |     0.0
  183 | 2026-03-02 23:18:11 |   c2 |   25.0 |   74.0 |   427.3 |        0 |    1.9 |     2.8
  183 | 2026-03-02 23:18:11 |   c3 |   42.5 |   56.7 |   363.2 |   540045 |    1.9 |     2.4
  184 | 2026-03-02 23:18:12 |   c1 |    9.6 |    0.0 |       - |        0 |    0.0 |     0.0
  184 | 2026-03-02 23:18:12 |   c2 |   16.0 |   74.0 |   427.3 |        0 |    1.9 |     3.3
  184 | 2026-03-02 23:18:12 |   c3 |   46.5 |   56.7 |   363.2 |        0 |    1.9 |     2.1
  185 | 2026-03-02 23:18:13 |   c1 |   10.1 |    0.0 |       - |        0 |    0.0 |     0.0
  185 | 2026-03-02 23:18:13 |   c2 |   24.0 |   74.1 |   427.7 |   463497 |    1.9 |     3.8
  185 | 2026-03-02 23:18:13 |   c3 |   43.5 |   56.7 |   363.2 |        0 |    1.9 |     2.2
  186 | 2026-03-02 23:18:14 |   c1 |    9.0 |    0.0 |       - |        0 |    0.0 |     0.0
  186 | 2026-03-02 23:18:14 |   c2 |   26.1 |   74.1 |   427.7 |        0 |    1.9 |     3.9
  186 | 2026-03-02 23:18:14 |   c3 |   42.1 |   56.7 |   363.2 |        0 |    1.9 |     2.4
  187 | 2026-03-02 23:18:15 |   c1 |    6.2 |    0.0 |       - |        0 |    0.0 |     0.0
  187 | 2026-03-02 23:18:15 |   c2 |   18.2 |   74.1 |   427.7 |        0 |    1.9 |     2.5
  187 | 2026-03-02 23:18:15 |   c3 |   40.5 |   56.7 |   363.2 |        0 |    1.9 |     2.7
  188 | 2026-03-02 23:18:16 |   c1 |   20.4 |    0.0 |       - |        0 |    0.0 |     0.0
  188 | 2026-03-02 23:18:16 |   c2 |   66.7 |   74.2 |   428.1 |   481696 |    1.9 |     2.6
  188 | 2026-03-02 23:18:16 |   c3 |   75.4 |   56.7 |   363.2 |        0 |    1.9 |     2.9
  189 | 2026-03-02 23:18:17 |   c1 |   60.5 |    0.0 |       - |        0 |    0.0 |     0.0
  189 | 2026-03-02 23:18:17 |   c2 |   84.2 |   74.2 |   428.6 |   419927 |    1.9 |    12.7
  189 | 2026-03-02 23:18:17 |   c3 |   85.9 |   56.7 |   363.2 |        0 |    1.9 |     8.9
  190 | 2026-03-02 23:18:18 |   c1 |   71.1 |   58.1 |   135.2 | 130717412 |  172.0 |    24.1
  190 | 2026-03-02 23:18:18 |   c2 |   90.7 |   74.4 |   429.4 |   641383 |    1.9 |     2.4
  190 | 2026-03-02 23:18:18 |   c3 |   85.9 |   57.1 |   365.3 |  1415444 |    1.9 |     3.3
  191 | 2026-03-02 23:18:19 |   c1 |   18.6 |   38.0 |   106.2 | -20480683 |  149.0 |     9.1
  191 | 2026-03-02 23:18:19 |   c2 |   37.5 |   74.6 |   430.5 |   842911 |    1.9 |     2.5
  191 | 2026-03-02 23:18:19 |   c3 |   43.9 |   57.2 |   366.4 |  1058191 |    1.9 |     2.7
  192 | 2026-03-02 23:18:20 |   c1 |   11.0 |   38.9 |   108.7 |  2412217 |  119.0 |     7.9
  192 | 2026-03-02 23:18:20 |   c2 |   51.3 |   74.6 |   430.5 |        0 |    1.9 |     2.5
  192 | 2026-03-02 23:18:20 |   c3 |   40.5 |   57.2 |   366.4 |        0 |    1.9 |     2.1
  193 | 2026-03-02 23:18:21 |   c1 |   12.4 |   39.4 |   110.1 |  1393180 |   99.1 |    16.2
  193 | 2026-03-02 23:18:21 |   c2 |   41.0 |   74.6 |   430.5 |        0 |    1.9 |     3.0
  193 | 2026-03-02 23:18:21 |   c3 |   35.9 |   57.2 |   366.4 |        0 |    1.9 |     2.2
  194 | 2026-03-02 23:18:22 |   c1 |   12.4 |   39.7 |   110.8 |   729883 |   85.0 |     7.1
  194 | 2026-03-02 23:18:22 |   c2 |   50.0 |   74.6 |   430.8 |   334658 |    1.9 |     3.7
  194 | 2026-03-02 23:18:22 |   c3 |   45.7 |   57.3 |   367.1 |   682952 |    1.9 |     2.5
  195 | 2026-03-02 23:18:23 |   c1 |   13.2 |   39.8 |   111.3 |   481362 |   74.9 |    12.6
  195 | 2026-03-02 23:18:23 |   c2 |   45.2 |   74.7 |   431.2 |   428668 |    1.9 |     2.2
  195 | 2026-03-02 23:18:23 |   c3 |   40.0 |   57.3 |   367.1 |        0 |    1.9 |     2.7
  196 | 2026-03-02 23:18:24 |   c1 |   10.1 |   39.9 |   111.6 |   317829 |   66.9 |     8.4
  196 | 2026-03-02 23:18:24 |   c2 |   40.8 |   74.7 |   431.2 |        0 |    1.9 |     2.8
  196 | 2026-03-02 23:18:24 |   c3 |   42.9 |   57.4 |   367.6 |   525040 |    1.9 |     2.6
  197 | 2026-03-02 23:18:25 |   c1 |   10.9 |   39.9 |   111.6 |        0 |   60.6 |    14.7
  197 | 2026-03-02 23:18:25 |   c2 |   41.7 |   74.7 |   431.2 |        0 |    1.9 |     3.7
  197 | 2026-03-02 23:18:25 |   c3 |   43.2 |   57.4 |   367.6 |        0 |    1.9 |     2.6
  198 | 2026-03-02 23:18:26 |   c1 |   10.3 |   40.1 |   112.0 |   425119 |   55.5 |     3.6
  198 | 2026-03-02 23:18:26 |   c2 |   40.0 |   74.8 |   432.1 |   855440 |    1.9 |     2.2
  198 | 2026-03-02 23:18:26 |   c3 |   42.1 |   57.4 |   367.6 |        0 |    1.9 |     2.3
  199 | 2026-03-02 23:18:27 |   c1 |   11.2 |   41.1 |   114.7 |  2754814 |   51.4 |     3.3
  199 | 2026-03-02 23:18:27 |   c2 |   45.5 |   75.1 |   433.3 |  1297150 |    1.9 |     2.8
  199 | 2026-03-02 23:18:27 |   c3 |   43.6 |   57.5 |   368.1 |   547966 |    1.9 |     2.2
  200 | 2026-03-02 23:18:28 |   c1 |   15.7 |   45.3 |   126.7 | 12570790 |   48.6 |    10.8
  200 | 2026-03-02 23:18:28 |   c2 |   50.0 |   75.1 |   433.3 |        0 |    1.9 |     2.9
  200 | 2026-03-02 23:18:28 |   c3 |   46.7 |   57.5 |   368.1 |        0 |    1.9 |     2.4
  201 | 2026-03-02 23:18:29 |   c1 |   20.4 |   49.3 |   137.7 | 10417038 |   47.3 |     3.7
  201 | 2026-03-02 23:18:29 |   c2 |   44.6 |   75.1 |   433.3 |        0 |    1.9 |     3.9
  201 | 2026-03-02 23:18:29 |   c3 |   60.5 |   57.7 |   369.2 |   968022 |    1.9 |     2.5
  202 | 2026-03-02 23:18:30 |   c1 |   24.4 |   53.1 |   148.5 |  9963348 |   48.6 |    16.8
  202 | 2026-03-02 23:18:30 |   c2 |   63.2 |   75.1 |   433.7 |   407761 |    1.9 |     3.0
  202 | 2026-03-02 23:18:30 |   c3 |   56.0 |   57.8 |   369.7 |   496474 |    1.9 |     2.3
  203 | 2026-03-02 23:18:31 |   c1 |   31.0 |   56.9 |   159.1 |  8668014 |   52.1 |    10.3
  203 | 2026-03-02 23:18:31 |   c2 |   39.3 |   75.1 |   433.7 |        0 |    1.9 |    12.0
  203 | 2026-03-02 23:18:32 |   c3 |   61.4 |   57.8 |   369.7 |        0 |    1.9 |     8.6
  204 | 2026-03-02 23:18:32 |   c1 |   26.1 |   60.8 |   170.0 |  9052614 |   57.6 |     3.8
  204 | 2026-03-02 23:18:33 |   c2 |   54.2 |   75.3 |   434.5 |   601517 |    1.9 |     2.4
  204 | 2026-03-02 23:18:33 |   c3 |   45.8 |   57.8 |   369.7 |        0 |    1.9 |     2.3
  205 | 2026-03-02 23:18:34 |   c1 |   37.9 |   64.7 |   180.9 |  8163976 |   64.1 |     3.7
  205 | 2026-03-02 23:18:34 |   c2 |   75.0 |   75.4 |   435.4 |   650346 |    1.9 |     2.4
  205 | 2026-03-02 23:18:34 |   c3 |   67.3 |   58.0 |   371.0 |   880938 |    1.9 |     2.4
  206 | 2026-03-02 23:18:35 |   c1 |   55.0 |   35.0 |   168.5 | -9265390 |   72.7 |     4.6
  206 | 2026-03-02 23:18:36 |   c2 |   64.4 |   75.5 |   435.8 |   292338 |    1.9 |     2.9
  206 | 2026-03-02 23:18:36 |   c3 |   74.5 |   58.0 |   371.0 |        0 |    1.9 |     2.3
  207 | 2026-03-02 23:18:37 |   c1 |   58.6 |   37.3 |   179.7 |  7972444 |   80.9 |     4.1
  207 | 2026-03-02 23:18:37 |   c2 |   70.7 |   75.5 |   435.8 |        0 |    1.9 |     6.8
  207 | 2026-03-02 23:18:37 |   c3 |   71.0 |   58.0 |   371.0 |        0 |    1.9 |     2.2
  208 | 2026-03-02 23:18:39 |   c1 |   95.5 |   42.0 |   202.4 | 10541897 |   96.8 |     6.3
  208 | 2026-03-02 23:18:41 |   c2 |   40.7 |   75.7 |   436.8 |   254742 |    1.9 |     3.3
  208 | 2026-03-02 23:18:43 |   c3 |   86.5 |   58.3 |   373.1 |   393712 |    1.9 |     2.4
  209 | 2026-03-02 23:18:46 |   c1 |   91.8 |   63.0 |   283.1 | 11236514 |  142.0 |     5.2
  209 | 2026-03-02 23:18:47 |   c2 |   38.5 |   76.0 |   438.9 |   320737 |    1.9 |     3.9
  209 | 2026-03-02 23:18:51 |   c3 |   98.0 |   58.4 |   373.6 |    64832 |    1.9 |     9.8
  210 | 2026-03-02 23:18:54 |   c1 |   78.1 |   76.5 |   365.5 | 10158853 |  168.0 |    12.1
  210 | 2026-03-02 23:18:56 |   c2 |   68.1 |   76.1 |   439.3 |    51334 |    1.9 |     7.9
  210 | 2026-03-02 23:18:57 |   c3 |   96.5 |   58.4 |   374.2 |    84628 |    1.9 |     2.5
  211 | 2026-03-02 23:18:58 |   c1 |   88.6 |   85.3 |   407.3 |  9774705 |  179.0 |    24.2
  211 | 2026-03-02 23:18:59 |   c2 |   83.3 |   76.3 |   440.7 |   379105 |    1.9 |     4.0
  211 | 2026-03-02 23:18:59 |   c3 |   79.2 |   58.7 |   375.8 |   641247 |    1.9 |     3.7
  212 | 2026-03-02 23:19:00 |   c1 |   13.0 |    0.0 |       - | -223423960 |    0.0 |     0.0
  212 | 2026-03-02 23:19:00 |   c2 |   26.3 |   76.6 |   442.2 |  1542525 |    1.9 |     2.5
  212 | 2026-03-02 23:19:00 |   c3 |   42.5 |   58.7 |   375.8 |        0 |    1.9 |     2.4
  213 | 2026-03-02 23:19:01 |   c1 |    8.7 |    0.0 |       - |        0 |    0.0 |     0.0
  213 | 2026-03-02 23:19:01 |   c2 |   22.2 |   76.6 |   442.2 |        0 |    1.9 |     2.9
  213 | 2026-03-02 23:19:01 |   c3 |   40.5 |   58.8 |   376.3 |   652004 |    1.9 |     2.4
  214 | 2026-03-02 23:19:02 |   c1 |   10.0 |    0.0 |       - |        0 |    0.0 |     0.0
  214 | 2026-03-02 23:19:02 |   c2 |   20.8 |   76.6 |   442.2 |        0 |    1.9 |     2.9
  214 | 2026-03-02 23:19:02 |   c3 |   40.5 |   58.8 |   376.3 |        0 |    1.9 |     2.4
  215 | 2026-03-02 23:19:03 |   c1 |   10.5 |    0.0 |       - |        0 |    0.0 |     0.0
  215 | 2026-03-02 23:19:03 |   c2 |   23.8 |   76.6 |   442.2 |        0 |    1.9 |     3.1
  215 | 2026-03-02 23:19:03 |   c3 |   42.5 |   58.9 |   376.8 |   607916 |    1.9 |     2.3
  216 | 2026-03-02 23:19:04 |   c1 |   10.1 |    0.0 |       - |        0 |    0.0 |     0.0
  216 | 2026-03-02 23:19:04 |   c2 |   15.8 |   76.6 |   442.2 |        0 |    1.9 |     4.3
  216 | 2026-03-02 23:19:04 |   c3 |   37.8 |   58.9 |   376.8 |        0 |    1.9 |     2.2
  217 | 2026-03-02 23:19:05 |   c1 |   10.6 |    0.0 |       - |        0 |    0.0 |     0.0
  217 | 2026-03-02 23:19:05 |   c2 |   25.0 |   76.6 |   442.2 |        0 |    1.9 |     4.2
  217 | 2026-03-02 23:19:05 |   c3 |   43.2 |   58.9 |   376.8 |        0 |    1.9 |     2.3
  218 | 2026-03-02 23:19:05 |   c1 |    9.7 |    0.0 |       - |        0 |    0.0 |     0.0
  218 | 2026-03-02 23:19:06 |   c2 |   22.2 |   76.7 |   442.6 |   446698 |    1.9 |     3.9
  218 | 2026-03-02 23:19:06 |   c3 |   39.5 |   58.9 |   376.8 |        0 |    1.9 |     3.7
  219 | 2026-03-02 23:19:06 |   c1 |    9.2 |    0.0 |       - |        0 |    0.0 |     0.0
  219 | 2026-03-02 23:19:06 |   c2 |   20.0 |   76.7 |   442.6 |        0 |    1.9 |     3.9
  219 | 2026-03-02 23:19:07 |   c3 |   40.0 |   58.9 |   377.3 |   455416 |    1.9 |     2.4
  220 | 2026-03-02 23:19:07 |   c1 |    9.6 |    0.0 |       - |        0 |    0.0 |     0.0
  220 | 2026-03-02 23:19:07 |   c2 |   20.7 |   76.7 |   442.6 |        0 |    1.9 |     4.4
  220 | 2026-03-02 23:19:08 |   c3 |   43.6 |   58.9 |   377.3 |        0 |    1.9 |     2.9
  221 | 2026-03-02 23:19:08 |   c1 |    9.2 |    0.0 |       - |        0 |    0.0 |     0.0
  221 | 2026-03-02 23:19:08 |   c2 |   26.1 |   76.7 |   442.6 |        0 |    1.9 |     3.1
  221 | 2026-03-02 23:19:08 |   c3 |   40.5 |   58.9 |   377.3 |        0 |    1.9 |     2.4
  222 | 2026-03-02 23:19:09 |   c1 |   17.3 |    0.0 |       - |        0 |    0.0 |     0.0
  222 | 2026-03-02 23:19:09 |   c2 |   68.8 |   76.7 |   443.0 |   474379 |    1.9 |     2.4
  222 | 2026-03-02 23:19:09 |   c3 |   88.2 |   59.1 |   378.0 |   799543 |    1.9 |     7.2
  223 | 2026-03-02 23:19:10 |   c1 |   62.1 |    0.0 |       - |        0 |    0.0 |     0.0
  223 | 2026-03-02 23:19:10 |   c2 |   90.0 |   76.8 |   443.4 |   408600 |    1.9 |     8.7
  223 | 2026-03-02 23:19:11 |   c3 |   82.8 |   59.1 |   378.0 |        0 |    1.9 |     2.7
  224 | 2026-03-02 23:19:11 |   c1 |   83.8 |   42.3 |   105.8 | 89496286 |  173.0 |    18.7
  224 | 2026-03-02 23:19:12 |   c2 |   73.5 |   77.0 |   444.3 |   596482 |    1.9 |     2.3
  224 | 2026-03-02 23:19:12 |   c3 |   85.3 |   59.3 |   379.6 |  1117509 |    1.9 |     2.7
  225 | 2026-03-02 23:19:13 |   c1 |   13.7 |   74.9 |   188.4 | 65204609 |  141.0 |     7.6
  225 | 2026-03-02 23:19:13 |   c2 |   39.1 |   77.0 |   444.3 |        0 |    1.9 |     2.5
  225 | 2026-03-02 23:19:13 |   c3 |   38.1 |   59.4 |   380.2 |   521475 |    1.9 |     2.6
  226 | 2026-03-02 23:19:14 |   c1 |   13.0 |   76.0 |   191.3 |  2837463 |  115.0 |   113.5
  226 | 2026-03-02 23:19:14 |   c2 |   19.7 |   77.0 |   444.3 |        0 |    1.9 |     2.6
  226 | 2026-03-02 23:19:14 |   c3 |   45.5 |   59.4 |   380.2 |        0 |    1.9 |     3.8
  227 | 2026-03-02 23:19:15 |   c1 |   11.8 |   40.1 |    99.3 | -76474382 |   94.3 |    13.8
  227 | 2026-03-02 23:19:15 |   c2 |   48.9 |   77.0 |   444.3 |        0 |    1.9 |     3.9
  227 | 2026-03-02 23:19:15 |   c3 |   50.0 |   59.4 |   380.2 |        0 |    1.9 |     2.4
  228 | 2026-03-02 23:19:16 |   c1 |   10.1 |   40.8 |   101.1 |  1769133 |   81.6 |    12.5
  228 | 2026-03-02 23:19:16 |   c2 |   45.7 |   77.0 |   444.3 |        0 |    1.9 |     2.6
  228 | 2026-03-02 23:19:16 |   c3 |   42.1 |   59.4 |   380.2 |        0 |    1.9 |     2.1
  229 | 2026-03-02 23:19:17 |   c1 |   11.9 |   41.0 |   101.4 |   388092 |   71.9 |     9.4
  229 | 2026-03-02 23:19:17 |   c2 |   39.6 |   77.0 |   444.7 |   418332 |    1.9 |     2.9
  229 | 2026-03-02 23:19:17 |   c3 |   45.7 |   59.4 |   380.2 |        0 |    1.9 |     2.7
  230 | 2026-03-02 23:19:18 |   c1 |   13.2 |   41.1 |   101.6 |   187718 |   64.2 |     8.7
  230 | 2026-03-02 23:19:18 |   c2 |   39.5 |   77.1 |   445.2 |   537444 |    1.9 |     2.3
  230 | 2026-03-02 23:19:18 |   c3 |   42.9 |   59.5 |   380.7 |   555539 |    1.9 |     2.4
  231 | 2026-03-02 23:19:19 |   c1 |    9.7 |   41.2 |   101.9 |   259081 |   58.5 |    12.9
  231 | 2026-03-02 23:19:19 |   c2 |   42.9 |   77.1 |   445.2 |        0 |    1.9 |     2.6
  231 | 2026-03-02 23:19:19 |   c3 |   45.2 |   59.5 |   380.7 |        0 |    1.9 |     2.9
  232 | 2026-03-02 23:19:20 |   c1 |    8.4 |   41.2 |   102.0 |   160697 |   53.7 |     8.0
  232 | 2026-03-02 23:19:20 |   c2 |   45.2 |   77.3 |   446.5 |  1285081 |    1.9 |     2.5
  232 | 2026-03-02 23:19:20 |   c3 |   40.0 |   59.5 |   380.7 |        0 |    1.9 |     2.5
  233 | 2026-03-02 23:19:21 |   c1 |   14.8 |   42.3 |   104.6 |  2685603 |   50.1 |     6.5
  233 | 2026-03-02 23:19:21 |   c2 |   39.5 |   77.4 |   446.9 |   432429 |    1.9 |     2.8
  233 | 2026-03-02 23:19:21 |   c3 |   42.0 |   59.5 |   380.7 |        0 |    1.9 |     3.1
  234 | 2026-03-02 23:19:22 |   c1 |   12.4 |   42.8 |   106.0 |  1283970 |   46.6 |     7.1
  234 | 2026-03-02 23:19:22 |   c2 |   46.8 |   77.4 |   446.9 |        0 |    1.9 |     4.9
  234 | 2026-03-02 23:19:22 |   c3 |   43.9 |   59.5 |   381.2 |   480318 |    1.9 |     2.4
  235 | 2026-03-02 23:19:23 |   c1 |    9.7 |   42.9 |   106.2 |   258478 |   43.2 |    11.3
  235 | 2026-03-02 23:19:23 |   c2 |   50.0 |   77.5 |   447.3 |   410250 |    1.9 |     2.9
  235 | 2026-03-02 23:19:23 |   c3 |   42.1 |   59.8 |   383.0 |  1845345 |    1.9 |     3.0
  236 | 2026-03-02 23:19:24 |   c1 |   10.9 |   43.1 |   106.6 |   326425 |   40.8 |     3.5
  236 | 2026-03-02 23:19:24 |   c2 |   37.8 |   77.6 |   447.7 |   442152 |    1.9 |     2.6
  236 | 2026-03-02 23:19:24 |   c3 |   48.8 |   59.9 |   383.5 |   571702 |    1.9 |     2.2
  237 | 2026-03-02 23:19:25 |   c1 |   12.8 |   43.2 |   106.8 |   297866 |   38.6 |    13.3
  237 | 2026-03-02 23:19:25 |   c2 |   30.8 |   77.6 |   448.1 |   435160 |    1.9 |     2.7
